,Cum_ret,Market_cap,Gap,EAR,Intraday,Revision,Rating,Vol,Distance_high,RSI,AUTOR,MA50,MA150,PE,PE_premium,Sector
"('FLS DC', '23/Aug/2013', '06/Nov/2013', '06/Nov/2013')",-0.19207814900594222,2288.1822,0.7096108067697683,5.818808615512087,5.109197808742319,-0.17520081184531158,5.9940094273573985,0.016885591035434806,0.5654242664551943,57.698871488837725,3.082129342811204,7.9398591672893915,0.7384146551275963,12.883896280803903,0.13635928865126967,Construction & Materials
"('FLS DC', '17/May/2013', '23/Aug/2013', '23/Aug/2013')",-0.0446793338769933,2155.8245,-3.681560267198246,-7.251558102057145,-3.569997834858899,-0.1469451405511849,-7.1046129615059606,0.01339849158509878,0.0,27.956565679194952,-2.6782360654909962,-6.49661983516365,-7.222172578233691,10.234879900359932,-0.10530633451676863,Construction & Materials
"('FLS DC', '12/Feb/2013', '17/May/2013', '17/May/2013')",-0.0544634845574784,2577.4835,0.07605006187107043,2.452614495342047,2.3765644334709766,-0.01417452382459028,2.4667890191666375,0.015088047298695676,0.9283333333333331,41.433740338109466,3.084614630212977,5.064949561714843,3.3791440629499543,11.886182412091454,0.032164445408619624,Construction & Materials
"('FLS DC', '13/Nov/2012', '12/Feb/2013', '12/Feb/2013')",-0.03696104507850417,2285.6277,-2.6796113738683682,-4.628419645772641,-1.9488082719042725,-0.05386095121293449,-4.574558694559706,0.01435340170467115,0.3607681755829899,32.84233833862869,-0.6043270208763004,-3.2845922243470937,-2.6272448618969686,9.47990750067761,-0.188325362014522,Construction & Materials
"('FLS DC', '15/Aug/2012', '13/Nov/2012', '13/Nov/2012')",-0.06657674758602061,2505.251,0.012080020423747442,-1.8965632065274447,-1.9086432269511922,-0.009147631324936116,-1.8874155752025086,0.02260549344475221,0.37375745526838955,49.66453842903702,0.170193747286352,2.01416785427001,-2.6364821541277323,10.420041909120538,-0.13703499579843892,Construction & Materials
"('FLS DC', '15/May/2012', '15/Aug/2012', '15/Aug/2012')",0.031141563359928126,2283.2596,-1.5660731979873213,-3.969185519036841,-2.4031123210495196,-0.03157026176558235,-3.9376152572712586,0.02126022154558249,0.11464968152866242,35.18811657744908,-2.5420333058151083,-8.07699527452407,-6.46984036513447,9.44089671663517,-0.23985144523127178,Construction & Materials
"('FLS DC', '21/Feb/2012', '15/May/2012', '15/May/2012')",-0.09645349411605109,3258.0893,2.7810868721534088,-0.3363174822139005,-3.1174043543673093,0.033103973110949175,-0.3694214553248497,0.016879455263006472,0.9863874345549737,73.12697545749997,1.4362386519023218,11.073682922995987,10.93013672909384,14.060824339833015,0.1149216882101518,Construction & Materials
"('FLS DC', '10/Nov/2011', '21/Feb/2012', '21/Feb/2012')",0.006954565467496732,2460.5686,-0.9298477787129206,-0.018412827301245847,0.9114349514116747,0.03959963711092541,-0.058012464412171255,0.03153888772290377,0.4248761695101816,62.69237129003593,2.2132356375913234,3.6253738638848625,-2.399631745299523,11.930741667875317,-0.08702563509887029,Construction & Materials
"('FLS DC', '18/Aug/2011', '10/Nov/2011', '10/Nov/2011')",0.07188410918656762,1982.6732,-0.15837809935325248,-5.102037343451291,-4.943659244098038,-0.06807896371523008,-5.0339583797360605,0.027392643374571955,0.0,28.39399425235706,-4.360933097506532,-9.325911878450484,-14.939742808961153,8.876204269870268,-0.34443894932177255,Construction & Materials
"('FLS DC', '12/May/2011', '18/Aug/2011', '18/Aug/2011')",0.035541884253327494,3172.8982,-1.3658364627514394,0.21137945256867402,1.5772159153201135,-0.03450293271908522,0.24588238528775924,0.013870269346116546,0.1986035686578741,58.879452737044886,-0.20700899240192075,-0.3880968874577546,-2.3729105371651857,14.091997070773164,0.010761493829367197,Construction & Materials
"('FLS DC', '17/Feb/2011', '12/May/2011', '12/May/2011')",-0.05958862228906381,3438.2205,-1.1001966744188443,0.580103701057206,1.6803003754760502,-0.039227814310827475,0.6193315153680334,0.021004647836884247,0.6311977715877438,42.17008881689102,-1.5111087256252969,-2.5406352989219814,4.05473673495596,15.334856050234857,0.06744799126402423,Construction & Materials
"('CA FP', '31/Jul/2015', '10/Mar/2016', '10/Mar/2016')",-0.02796469367466714,23080.9037,-0.24476800439348376,0.6266060912473276,0.8713740956408114,0.003615665831444411,0.6229904254158831,0.016508409970079855,0.7091595845136918,53.55474852433851,0.6997885928630901,2.3685073924776354,3.2157777685242843,17.36350942530017,0.27280905952717105,Retail
"('CA FP', '05/Mar/2015', '31/Jul/2015', '31/Jul/2015')",0.012737426125494888,22315.6599,0.0799525675834308,2.2546624058530096,2.1747098382695786,-0.006936416184971105,2.2615988220379806,0.01054232612264128,1.0,54.84703100394041,0.8107192588098007,5.994291906465251,11.585852950063371,17.420256474454497,0.3149194013920853,Retail
"('CA FP', '31/Jul/2014', '05/Mar/2015', '05/Mar/2015')",-0.07620513540441409,18982.8255,0.2016062283919886,-4.351334429460518,-4.552940657852507,-0.004131932860606502,-4.347202496599912,0.01097179181646816,0.0,30.676885721989805,-0.16303442725580009,-3.2787515979200923,-3.750643116566704,15.150865184020894,0.1644236050473531,Retail
"('CA FP', '05/Mar/2014', '31/Jul/2014', '31/Jul/2014')",-0.013043015956242243,20144.8601,0.8467650358799513,2.901415490588682,2.0546504547087308,-0.006957621758380708,2.908373112347063,0.015061070966187404,0.7024999999999997,63.323917766308035,-0.05939616348521124,1.847447891424875,3.436218800757016,17.102246808363383,0.36010015609795887,Retail
"('CA FP', '29/Aug/2013', '05/Mar/2014', '05/Mar/2014')",0.025462956795505587,17419.0597,2.626912825338032,3.0869252094985984,0.46001238416056633,0.008718785710497232,3.0782064237881013,0.018127380231173083,0.9238197424892703,59.40857077130986,1.8656248355777674,3.16119500330003,4.387683248142881,15.920142837196792,0.3505403869113535,Retail
"('CA FP', '07/Mar/2013', '29/Aug/2013', '29/Aug/2013')",0.01754390281935536,15602.7239,1.7945689799252267,1.7945689799252267,0.0,0.003692762186115135,1.7908762177391115,0.016025282888922073,1.0,56.726171712931354,0.9987558500767942,3.984240857321857,9.696257546826487,15.782986528827568,0.37506786648775425,Retail
