,,,Announced Date,Listing date,Ticker,Issuer Name,Offer size,Offer shares,Offer price,Offer Type,Market Cap at Offer (M),Offer To 1st Open,Offer To 1st Close,Market cap,ADV,Bookrunner,listing_price,announce_price,discount,firstday_return,Broker_core
BOSS GR,2014-05-27,2014-05-28,2014-05-27,2014-05-28,BOSS GR,HUGO BOSS AG,545.899,3.95,101.5,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild",9712.3,1.251231551,1.477832556,9712.3,18.025831486877102,['Morgan Stanley'],103.0448,102.53,-0.010045840241880488,0.015219704433497405,True
RENE PL,2014-05-23,2014-06-13,2014-05-23,2014-06-13,RENE PL,REN - Redes Energeticas Nacion,214.39,58.74,2.68,"ADDL,Secondary Share Offering,Government Exit",1936.45,1.492534757,1.492534757,1936.45,1.6562030664886433,"['Caixa Banco de Investimento SA', 'Bank of America Merrill Lynch']",2.7225,2.652,0.010558069381598756,0.01585820895522394,True
PNDORA DC,2014-05-22,2014-05-23,2014-05-22,2014-05-23,PNDORA DC,Pandora A/S,943.907,13.0,397.0,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild",9285.49,0.2518891692,1.687657475,9285.49,55.80261735478993,"['Danske Andelskassers Bank A/S', 'Goldman Sachs']",397.5367,413.2,-0.039206195546950595,0.0013518891687658297,True
SNTC SS,2014-05-22,2014-05-23,2014-05-22,2014-05-23,SNTC SS,Geberit Production Oy,254.735,20.0,84.0,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild",1263.88,1.190476179,0.5952380896,1263.88,3.3872133203705976,"['Nordea Bank Abp', 'UBS']",84.4584,88.0,-0.045454545454545414,0.005457142857142827,True
LBK SM,2014-05-21,2014-05-22,2014-05-21,2014-05-22,LBK SM,Liberbank SA,432.821,372.686,0.85,"ADDL,Primary Share Offering,Secondary Share Offering,Accelerated Bookbuild",0.0,4.588232517,1.999997139,1780.7834,8.588038847461778,"['Banco Bilbao Vizcaya Argentaria', 'Banco Santander', 'Citi', 'Deutsche Bank', 'Societe Generale']",0.8755,0.86,-0.011627906976744207,0.030000000000000027,False
COB LN,2014-05-20,2014-05-20,2014-05-20,2014-05-20,COB LN,Cobham PLC,303.138,60.0,300.0,"ADDL,Primary Share Offering,Accelerated Bookbuild",0.0,-0.7666666508,0.400000006,5412.9606,7.817610308234799,"['Bank of America Merrill Lynch', 'UBS']",303.2884,298.0,0.006711409395973256,0.010961333333333378,True
CRG IM,2014-05-20,2014-05-21,2014-05-20,2014-05-21,CRG IM,Banca Carige SpA,130.451,238.24,0.4,"ADDL,Secondary Share Offering,Accelerated Bookbuild",1188.52,5.999998569,4.999998569,1188.52,9.213139610782253,"['Intesa Sanpaolo', 'Credit Suisse']",0.4232,0.502,-0.20318725099601587,0.05800000000000005,False
VNA GR,2014-05-19,2014-05-20,2014-05-19,2014-05-20,VNA GR,Vonovia SE,802.035,30.0,19.5,"ADDL,Secondary Share Offering,Accelerated Bookbuild",6411.79,2.74358964,4.615384579,6411.79,2.826224340023908,"['Bank of America Merrill Lynch', 'JP Morgan']",20.0401,20.66,-0.056147144240077496,0.027697435897435785,True
PCI LN,2014-05-16,2014-06-10,2014-05-16,2014-06-10,PCI LN,Petroceltic International Ltd,77.058,29.1631,157.0,"ADDL,Primary Share Offering,Accelerated Bookbuild,Sub Sector Flag",564.714,-1.273885369,-1.273885369,564.714,2.1084162930662025,"['HSBC', 'Davy', 'Mirabaud Securities']",155.5699,153.0,0.02614379084967311,-0.009108917197452326,False
CAPC LN,2014-05-14,2014-05-21,2014-05-14,2014-05-21,CAPC LN,Capital & Counties Properties,432.947,75.9,340.0,"ADDL,Primary Share Offering,Accelerated Bookbuild",0.0,0.0,0.8235294223,4384.4798,7.983781513466731,"['Bank of America Merrill Lynch', 'Stifel', 'UBS']",339.8022,344.2,-0.01220220801859384,-0.0005817647058822262,True
SY1 GR,2014-05-13,2014-05-15,2014-05-13,2014-05-15,SY1 GR,Symrise AG,549.918,11.15,36.0,"ADDL,Primary Share Offering,Accelerated Bookbuild",6381.94,5.027777672,3.513888836,6381.94,15.280724836926579,['JP Morgan'],37.7275,37.08,-0.029126213592232997,0.04798611111111106,True
LXS GR,2014-05-07,2014-05-08,2014-05-07,2014-05-08,LXS GR,LANXESS AG,602.257,8.3203,52.0,"ADDL,Primary Share Offering,Accelerated Bookbuild",0.0,3.653846264,3.730769157,5984.3219,44.01909517888955,"['Bank of America Merrill Lynch', 'Deutsche Bank']",53.7889,51.67,0.006386684730017356,0.034401923076923024,True
BAB LN,2014-05-07,2014-05-07,2014-05-07,2014-05-07,BAB LN,Babcock International Group PL,95.8271,4.7071,1200.0,"ADDL,Primary Share Offering,Rump Placement",0.0,2.583333254,1.25,10418.7678,32.78368484738152,"['Jefferies', 'JP Morgan']",1221.016,1225.0,-0.020408163265306145,0.017513333333333492,True
SGO FP,2014-05-06,2014-05-07,2014-05-06,2014-05-07,SGO FP,Cie de Saint-Gobain,1403.64,24.0,42.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",32459.2,1.083333373,1.666666627,32459.2,102.21519036296051,"['Bank of America Merrill Lynch', 'JP Morgan']",42.0548,43.665,-0.03813122638268629,0.0013047619047619197,True
SRP LN,2014-05-01,2014-05-07,2014-05-01,2014-05-07,SRP LN,Serco Group PLC,269.957,49.9329,320.0,"ADDL,Primary Share Offering",2969.53,10.75,10.40625,2969.53,14.267389759490168,"['Bank of America Merrill Lynch', 'JP Morgan']",353.4625,340.0,-0.05882352941176472,0.10457031249999993,True
RPC LN,2014-05-01,2014-05-07,2014-05-01,2014-05-07,RPC LN,RPC Group PLC,126.713,12.5,600.0,"ADDL,Primary Share Offering,Accelerated Bookbuild",1815.23,4.5,5.5,1815.23,1.5878513967866112,"['Deutsche Bank', 'Panmure Gordon']",627.7168,623.5,-0.03769045709703289,0.04619466666666683,False
FOXT LN,2014-05-01,2014-05-01,2014-05-01,2014-05-01,FOXT LN,Foxtons Group PLC,115.967,22.0,312.0,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild",0.0,4.230769157,4.519230843,1547.0121,2.9252769561219703,"['Credit Suisse', 'Numis']",312.6393,324.5,-0.03852080123266566,0.002049038461538366,False
SCYR SM,2014-04-23,2014-04-29,2014-04-23,2014-04-29,SCYR SM,Sacyr SA,229.731,36.2976,4.58,"ADDL,Primary Share Offering,Accelerated Bookbuild",0.0,2.991268158,3.27511096,3038.3171,42.577890411167076,"['Fidentiis Equities SA', 'JB Capital Markets']",4.7029,4.719,-0.02945539309175682,0.026834061135371012,False
RSA LN,2014-04-10,2014-04-15,2014-04-10,2014-04-15,RSA LN,RSA Insurance Group PLC,94.242,59.7411,94.0,"ADDL,Primary Share Offering,Top Up Placement",0.0,-0.8510638475,-1.489361644,8077.0128,49.35606564404955,"['Bank of America Merrill Lynch', 'JP Morgan']",92.8363,94.95,-0.010005265929436624,-0.01237978723404265,True
APR LN,2014-04-10,2014-04-11,2014-04-10,2014-04-11,APR LN,APR Energy Ltd,74.2436,5.6,790.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",1247.3,-1.139240503,-0.2531645596,1247.3,2.2226983343207998,['Goldman Sachs'],788.9775,830.0,-0.048192771084337394,-0.0012943037974684213,True
TL5 SM,2014-04-10,2014-04-11,2014-04-10,2014-04-11,TL5 SM,Mediaset Espana Comunicacion S,168.31,15.0,8.08,"ADDL,Secondary Share Offering,Accelerated Bookbuild",4568.99,-2.22772193,-3.217820883,4568.99,23.642103786383387,['Credit Suisse'],7.9427,8.401,-0.038209736936078986,-0.01699257425742573,False
BRAM LN,2014-04-09,2014-04-14,2014-04-09,2014-04-14,BRAM LN,Rubix Group International Ltd,89.8873,11.3004,475.0,"ADDL,Primary Share Offering",0.0,0.05263157934,-1.894736886,960.8768,1.5761710810906484,"['Investec', 'Peel Hunt LLP']",478.7836,486.25,-0.023136246786632397,0.007965473684210522,False
IBE SM,2014-04-09,2014-04-10,2014-04-09,2014-04-10,IBE SM,Iberdrola SA,2108.92,314.888,4.85,"ADDL,Secondary Share Offering,Accelerated Bookbuild,Government Exit",42926.8,-0.9278330803,-1.237111449,42926.8,278.8302411925328,"['Citi', 'UBS']",4.8386,5.002,-0.030387844862055258,-0.002350515463917513,True
FAGR BB,2014-04-08,2014-04-08,2014-04-08,2014-04-08,FAGR BB,Fagron,403.854,8.3638,35.0,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild",1516.18,2.45714283,5.428571224,1516.18,5.281798173892644,"['JP Morgan', 'Banque Degroof Petercam SA']",38.2218,37.3,-0.06166219839142084,0.09205142857142867,True
SGO FP,2014-04-07,2014-04-08,2014-04-07,2014-04-08,SGO FP,Cie de Saint-Gobain,618.826,10.1217,44.5,"ADDL,Secondary Share Offering,Accelerated Bookbuild",33944.1,-1.123595476,-1.123595476,33944.1,101.02304129934218,['HSBC'],44.0278,45.375,-0.019283746556473802,-0.010611235955056197,False
SPD LN,2014-04-07,2014-04-08,2014-04-07,2014-04-08,SPD LN,Sports Direct International PL,338.783,24.0,850.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",8515.04,-4.588235378,-3.411764622,8515.04,25.265588653802496,['Goldman Sachs'],813.9239,893.5,-0.0486849468382764,-0.04244247058823525,True
EIT IM,2014-04-03,2014-04-04,2014-04-03,2014-04-04,EIT IM,Ei Towers SpA,389.243,7.0656,40.15,"ADDL,Secondary Share Offering,Accelerated Bookbuild",1557.22,1.519298792,3.611453056,1557.22,3.4039547036889997,['Mediobanca'],40.343,42.65,-0.05861664712778425,0.004806973848069829,False
EDP PL,2014-04-03,2014-04-04,2014-04-03,2014-04-04,EDP PL,EDP - Energias de Portugal SA,416.186,94.7877,3.2,"ADDL,Secondary Share Offering,Accelerated Bookbuild",16035.9,-0.06250149012,1.49999845,16035.9,26.938229266255,"['BES Investimento SA', 'Caixa Banco de Investimento SA', 'Banco Comercial Portugues SA']",3.1977,3.3,-0.030303030303030165,-0.0007187499999999902,False
RXL FP,2014-04-02,2014-04-03,2014-04-02,2014-04-03,RXL FP,Rexel SA,697.719,26.8882,18.85,"ADDL,Secondary Share Offering,Accelerated Bookbuild",7329.88,0.7957539558,1.299732685,7329.88,15.378763487607312,"['Goldman Sachs', 'UBS']",18.9181,19.405,-0.02860087606287043,0.003612732095490623,True
JEN GR,2014-04-02,2014-04-03,2014-04-02,2014-04-03,JEN GR,Jenoptik AG,81.5428,4.8753,12.15,"ADDL,Secondary Share Offering,Accelerated Bookbuild",953.582,2.880661726,3.127575159,953.582,1.551204187044067,['UBS'],12.4757,12.6,-0.0357142857142857,0.026806584362139896,True
SMP LN,2014-04-02,2014-04-03,2014-04-02,2014-04-03,SMP LN,St Modwen Properties PLC,52.255,8.2665,380.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",0.0,2.368421078,1.421052575,1455.3905,1.684062235559125,"['JP Morgan', 'Numis']",382.5418,397.0,-0.04282115869017633,0.006688947368421072,True
GFJ GR,2014-04-01,2014-04-02,2014-04-01,2014-04-02,GFJ GR,GAGFAH SA,455.334,30.0,11.0,"ADDL,Secondary Share Offering,Block",0.0,0.04545454681,-0.1454545408,3278.5787,3.7264540613943904,['Deutsche Bank'],10.9985,11.003,-0.00027265291284195303,-0.00013636363636360116,False
GALP PL,2014-03-27,2014-03-28,2014-03-27,2014-03-28,GALP PL,Galp Energia SGPS SA,965.543,58.051,12.1,"ADDL,Secondary Share Offering,Accelerated Bookbuild",13800.4,2.851236343,3.595037937,13800.4,19.222601062493805,"['Goldman Sachs', 'Mediobanca']",12.3962,12.475,-0.030060120240480992,0.024479338842975373,True
VOS GR,2014-03-26,2014-03-27,2014-03-26,2014-03-27,VOS GR,Vossloh AG,125.647,1.3206,69.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",0.0,0.8405796885,0.6231883764,1273.335,2.931795455235319,['Joh Berenberg Gossler & Co KG'],69.5426,69.3,-0.0043290043290042934,0.007863768115941916,False
LLOY LN,2014-03-25,2014-03-26,2014-03-25,2014-03-26,LLOY LN,Lloyds Banking Group PLC,6932.4,5555.41,75.5,"ADDL,Secondary Share Offering,Accelerated Bookbuild,Government Exit",89275.5,-0.6622516513,-0.1589404047,89275.5,184.349436055593,"['Bank of America Merrill Lynch', 'JP Morgan', 'Morgan Stanley', 'UBS']",75.4255,79.11,-0.04563266338010363,-0.000986754966887382,True
MONI LN,2014-03-24,2014-03-28,2014-03-24,2014-03-28,MONI LN,Monitise Ltd,180.635,160.643,68.0,"ADDL,Primary Share Offering,Accelerated Bookbuild,Sub Sector Flag",2071.47,6.985294342,4.411764622,2071.47,18.367817135854953,"['Barclays', 'Canaccord Genuity']",73.0745,68.75,-0.010909090909090868,0.07462499999999994,False
DKSH SW,2014-03-24,2014-03-24,2014-03-24,2014-03-24,DKSH SW,DKSH Holding AG,50.198,0.644,68.5,"ADDL,Secondary Share Offering,Block",5012.01,0.7299270034,0.7299270034,5012.01,9.084507494720542,['Joh Berenberg Gossler & Co KG'],69.7552,69.6,-0.015804597701149392,0.018324087591240934,False
