,Code,Measure,PerType,PerDate,Value_,RptDate
853639,14265,8,Q,2018-06-30,0.36,2018-07-25
853640,14265,8,Q,2018-09-30,0.24,2018-10-24
853736,14267,8,A,2015-12-31,,2017-03-15
853786,14267,8,Q,2015-03-31,-0.29,2017-03-15
853787,14267,8,Q,2015-06-30,-0.13,2017-03-15
853788,14267,8,Q,2015-09-30,,2017-03-15
853789,14267,8,Q,2015-12-31,,2017-03-15
853824,14269,8,A,2016-12-31,1.51,2017-03-13
853825,14269,8,A,2017-12-31,-0.25,2018-03-14
853885,14269,8,Q,2016-12-31,0.24,2017-03-13
853886,14269,8,Q,2017-03-31,0.46,2017-05-09
853887,14269,8,Q,2017-06-30,-0.11,2017-08-01
853888,14269,8,Q,2017-09-30,-0.39,2017-11-09
853889,14269,8,Q,2017-12-31,-0.22,2018-03-14
853890,14269,8,Q,2018-03-31,-0.3,2018-05-09
853907,14270,8,A,2016-12-31,3.19,2017-02-24
853908,14270,8,A,2017-12-31,4.01,2018-02-15
853975,14270,8,Q,2016-11-30,0.89,2017-01-09
853976,14270,8,Q,2016-12-31,-9999.0,2017-02-24
853977,14270,8,Q,2017-03-31,0.85,2017-05-04
853978,14270,8,Q,2017-06-30,0.94,2017-08-03
853979,14270,8,Q,2017-09-30,1.15,2017-11-08
853980,14270,8,Q,2017-12-31,1.07,2018-02-15
853981,14270,8,Q,2018-03-31,1.13,2018-05-03
853982,14270,8,Q,2018-06-30,1.29,2018-08-02
853983,14270,8,Q,2018-09-30,1.44,2018-10-30
854066,14271,8,Q,2016-12-31,0.17,2017-01-31
854067,14271,8,Q,2017-03-31,0.21,2017-04-28
854132,14273,8,A,2016-12-31,,2017-02-27
854133,14273,8,A,2017-12-31,,2018-02-28
854208,14273,8,Q,2016-12-31,,2017-02-27
854209,14273,8,Q,2017-03-31,,2017-05-08
854210,14273,8,Q,2017-06-30,,2017-08-07
854211,14273,8,Q,2017-09-30,,2017-11-08
854212,14273,8,Q,2017-12-31,,2018-02-28
854259,14276,8,A,2016-12-31,1.94,2017-02-07
854260,14276,8,A,2017-12-31,2.14,2018-01-31
854325,14276,8,Q,2016-12-31,0.47,2017-02-07
854326,14276,8,Q,2017-03-31,0.53,2017-05-02
854327,14276,8,Q,2017-06-30,0.48,2017-08-02
854328,14276,8,Q,2017-09-30,0.57,2017-10-30
854329,14276,8,Q,2017-12-31,0.57,2018-01-31
854330,14276,8,Q,2018-03-31,0.62,2018-05-01
854331,14276,8,Q,2018-06-30,0.56,2018-07-25
854332,14276,8,Q,2018-09-30,0.62,2018-10-29
854349,14277,8,A,2017-03-31,0.98,2017-05-25
854350,14277,8,A,2018-03-31,-0.34,2018-05-24
854413,14277,8,Q,2016-12-31,-9999.0,2017-02-15
854414,14277,8,Q,2017-03-31,-9999.0,2017-05-25
854415,14277,8,Q,2017-06-30,-9999.0,2017-08-17
854416,14277,8,Q,2017-09-30,-9999.0,2017-11-02
854417,14277,8,Q,2017-12-31,-9999.0,2018-01-31
854418,14277,8,Q,2018-03-31,-9999.0,2018-05-24
854419,14277,8,Q,2018-06-30,-9999.0,2018-08-15
854420,14277,8,Q,2018-09-30,-9999.0,2018-11-07
854518,14282,8,A,2016-12-31,-2.92,2017-03-29
854519,14282,8,A,2017-12-31,-1.16,2018-02-27
854584,14282,8,Q,2016-12-31,-0.64,2017-03-29
854585,14282,8,Q,2017-03-31,-0.63,2017-05-11
854586,14282,8,Q,2017-06-30,-0.42,2017-07-17
854587,14282,8,Q,2017-09-30,-0.18,2017-11-13
854588,14282,8,Q,2017-12-31,-0.01,2018-02-27
854589,14282,8,Q,2018-03-31,0.06,2018-05-10
854590,14282,8,Q,2018-06-30,0.06,2018-07-25
854591,14282,8,Q,2018-09-30,0.07,2018-11-06
854608,14283,8,A,2016-12-31,1.2,2017-01-24
854609,14283,8,A,2017-12-31,1.22,2018-01-30
854675,14283,8,Q,2016-12-31,0.31,2017-01-24
854676,14283,8,Q,2017-03-31,0.27,2017-04-27
854677,14283,8,Q,2017-06-30,0.3,2017-07-25
854678,14283,8,Q,2017-09-30,0.33,2017-10-24
854679,14283,8,Q,2017-12-31,0.45,2018-01-30
854680,14283,8,Q,2018-03-31,0.38,2018-04-17
854681,14283,8,Q,2018-06-30,0.36,2018-07-17
854682,14283,8,Q,2018-09-30,0.36,2018-10-16
854704,14284,8,A,2016-12-31,-2.74,2017-03-07
854705,14284,8,A,2017-12-31,-0.55,2018-03-05
854789,14284,8,Q,2016-12-31,-0.19,2017-03-07
854790,14284,8,Q,2017-03-31,-0.23,2017-05-03
854791,14284,8,Q,2017-06-30,-0.16,2017-08-02
854792,14284,8,Q,2017-09-30,-0.15,2017-11-01
854793,14284,8,Q,2017-12-31,-0.02,2018-03-05
854794,14284,8,Q,2018-03-31,-0.09,2018-05-07
854795,14284,8,Q,2018-06-30,-0.1,2018-08-06
854796,14284,8,Q,2018-09-30,-0.19,2018-11-05
854814,14286,8,A,2016-12-31,-9999.0,2017-03-20
854815,14286,8,A,2017-12-31,-9999.0,2018-02-07
854880,14286,8,Q,2016-12-31,-9999.0,2017-03-20
854881,14286,8,Q,2017-03-31,6.57,2017-05-04
854882,14286,8,Q,2017-06-30,-0.21,2017-08-01
854883,14286,8,Q,2017-09-30,1.47,2017-10-25
854884,14286,8,Q,2017-12-31,1.24,2018-02-07
854885,14286,8,Q,2018-03-31,0.82,2018-04-25
854886,14286,8,Q,2018-06-30,0.9,2018-07-24
854887,14286,8,Q,2018-09-30,0.59,2018-10-30
854996,14289,8,A,2017-08-31,2.98,2017-10-26
854997,14289,8,A,2018-08-31,2.44,2018-10-25
855066,14289,8,Q,2016-11-30,0.82,2017-01-05
855067,14289,8,Q,2017-02-28,0.9,2017-04-06
855068,14289,8,Q,2017-05-31,0.62,2017-07-05
855069,14289,8,Q,2017-08-31,0.64,2017-10-26
855070,14289,8,Q,2017-11-30,0.74,2018-01-04
855071,14289,8,Q,2018-02-28,0.47,2018-04-05
855072,14289,8,Q,2018-05-31,0.61,2018-07-05
855073,14289,8,Q,2018-08-31,0.62,2018-10-25
855314,14297,8,A,2016-12-31,-1.05,2017-02-21
855315,14297,8,A,2017-12-31,-0.05,2018-02-28
855380,14297,8,Q,2016-12-31,-0.35,2017-02-21
855381,14297,8,Q,2017-03-31,-0.15,2017-05-16
855382,14297,8,Q,2017-06-30,-0.01,2017-08-09
855383,14297,8,Q,2017-09-30,0.11,2017-11-01
855384,14297,8,Q,2017-12-31,0.11,2018-02-28
855385,14297,8,Q,2018-03-31,0.07,2018-05-10
855386,14297,8,Q,2018-06-30,0.13,2018-08-09
855387,14297,8,Q,2018-09-30,0.18,2018-11-08
855510,14300,8,A,2016-12-31,7.96,2017-02-09
855511,14300,8,A,2017-12-31,8.51,2018-02-08
855576,14300,8,Q,2016-12-31,1.88,2017-02-09
855577,14300,8,Q,2017-03-31,3.71,2017-05-04
855578,14300,8,Q,2017-06-30,1.45,2017-08-03
855579,14300,8,Q,2017-09-30,1.12,2017-11-02
855580,14300,8,Q,2017-12-31,2.21,2018-02-08
855581,14300,8,Q,2018-03-31,2.71,2018-05-07
855582,14300,8,Q,2018-06-30,1.7,2018-08-02
855583,14300,8,Q,2018-09-30,1.32,2018-11-02
855600,14301,8,A,2016-12-31,7.96,2017-01-31
855601,14301,8,A,2017-12-31,8.03,2018-01-30
855666,14301,8,Q,2016-12-31,2.14,2017-01-31
855667,14301,8,Q,2017-03-31,2.13,2017-04-27
855668,14301,8,Q,2017-06-30,2.08,2017-07-27
855669,14301,8,Q,2017-09-30,1.72,2017-11-01
855670,14301,8,Q,2017-12-31,2.1,2018-01-30
855671,14301,8,Q,2018-03-31,1.91,2018-04-26
855672,14301,8,Q,2018-06-30,1.92,2018-07-27
855673,14301,8,Q,2018-09-30,1.63,2018-10-26
855773,14304,8,A,2016-12-31,2.59,2017-02-27
855774,14304,8,A,2017-12-31,2.81,2018-02-22
855838,14304,8,Q,2016-12-31,0.87,2017-02-27
855839,14304,8,Q,2017-03-31,0.41,2017-05-08
855840,14304,8,Q,2017-06-30,0.62,2017-07-27
855841,14304,8,Q,2017-09-30,0.82,2017-10-26
855842,14304,8,Q,2017-12-31,0.96,2018-02-22
855843,14304,8,Q,2018-03-31,0.61,2018-05-03
855844,14304,8,Q,2018-06-30,1.06,2018-08-02
855845,14304,8,Q,2018-09-30,1.06,2018-11-01
855968,14307,8,A,2017-08-31,5.91,2017-09-28
855969,14307,8,A,2018-08-31,6.74,2018-09-27
856036,14307,8,Q,2017-02-28,1.33,2017-03-23
856037,14307,8,Q,2017-05-31,1.52,2017-06-22
856038,14307,8,Q,2017-08-31,1.48,2017-09-28
856039,14307,8,Q,2017-11-30,1.79,2017-12-21
856040,14307,8,Q,2018-02-28,1.58,2018-03-22
856041,14307,8,Q,2018-05-31,1.79,2018-06-28
856042,14307,8,Q,2018-08-31,1.58,2018-09-27
856139,14310,8,A,2016-12-31,1.62,2017-02-01
856140,14310,8,A,2017-12-31,1.45,2018-02-07
856205,14310,8,Q,2016-12-31,0.51,2017-02-01
856206,14310,8,Q,2017-03-31,0.3,2017-04-26
856207,14310,8,Q,2017-06-30,0.34,2017-07-26
856208,14310,8,Q,2017-09-30,0.4,2017-10-25
856209,14310,8,Q,2017-12-31,0.42,2018-02-07
856210,14310,8,Q,2018-03-31,0.24,2018-04-25
856211,14310,8,Q,2018-06-30,0.35,2018-07-25
856212,14310,8,Q,2018-09-30,0.4,2018-10-24
856238,14312,8,A,2016-12-31,2.61,2017-02-23
856239,14312,8,A,2017-12-31,2.59,2018-02-23
856315,14312,8,Q,2016-12-31,0.44,2017-02-23
856316,14312,8,Q,2017-03-31,-9999.0,2017-05-09
856317,14312,8,Q,2017-06-30,0.59,2017-08-04
856318,14312,8,Q,2017-09-30,0.74,2017-11-03
856319,14312,8,Q,2017-12-31,0.72,2018-02-23
856320,14312,8,Q,2018-03-31,0.6,2018-05-04
856321,14312,8,Q,2018-06-30,0.7,2018-08-03
856322,14312,8,Q,2018-09-30,-9999.0,2018-11-02
856505,14318,8,A,2016-12-31,-3.55,2017-02-21
856506,14318,8,A,2017-12-31,-2.83,2018-02-20
856570,14318,8,Q,2016-12-31,-1.2,2017-02-21
856571,14318,8,Q,2017-03-31,-0.62,2017-05-02
856572,14318,8,Q,2017-06-30,-0.28,2017-08-01
856573,14318,8,Q,2017-09-30,-0.72,2017-10-31
856574,14318,8,Q,2017-12-31,-1.2,2018-02-20
856575,14318,8,Q,2018-03-31,0.21,2018-05-01
856576,14318,8,Q,2018-06-30,-0.57,2018-07-31
856577,14318,8,Q,2018-09-30,-0.34,2018-10-30
856594,14319,8,A,2016-12-31,0.67,2017-02-13
856595,14319,8,A,2017-12-31,0.39,2018-02-15
856659,14319,8,Q,2016-12-31,0.17,2017-02-13
856660,14319,8,Q,2017-03-31,0.08,2017-04-27
856661,14319,8,Q,2017-06-30,0.08,2017-07-27
856662,14319,8,Q,2017-09-30,0.11,2017-10-26
856663,14319,8,Q,2017-12-31,0.13,2018-02-15
856664,14319,8,Q,2018-03-31,0.07,2018-05-08
856665,14319,8,Q,2018-06-30,0.02,2018-08-02
856666,14319,8,Q,2018-09-30,0.01,2018-11-08
856701,14321,8,A,2016-12-31,0.8,2017-02-03
856702,14321,8,A,2017-12-31,1.01,2018-02-09
856765,14321,8,Q,2016-12-31,-9999.0,2017-02-03
856766,14321,8,Q,2017-03-31,-9999.0,2017-04-27
856767,14321,8,Q,2017-06-30,-9999.0,2017-07-26
856768,14321,8,Q,2017-09-30,-9999.0,2017-10-25
856769,14321,8,Q,2017-12-31,-9999.0,2018-02-09
856770,14321,8,Q,2018-03-31,-9999.0,2018-04-27
856827,14324,8,A,2016-12-31,0.822,2017-02-23
856828,14324,8,A,2017-12-31,0.912,2018-02-21
856892,14324,8,Q,2016-12-31,0.242,2017-02-23
856893,14324,8,Q,2017-03-31,0.22,2017-05-11
856894,14324,8,Q,2017-06-30,0.14,2017-08-09
856895,14324,8,Q,2017-09-30,0.32,2017-11-08
856896,14324,8,Q,2017-12-31,0.231,2018-02-21
856897,14324,8,Q,2018-03-31,0.04,2018-05-02
856898,14324,8,Q,2018-06-30,-9999.0,2018-08-02
856899,14324,8,Q,2018-09-30,-9999.0,2018-11-07
856979,14327,8,A,2016-12-31,0.21,2017-03-23
856980,14327,8,A,2017-12-31,8.14,2018-03-29
857036,14327,8,S,2016-12-31,2.72,2017-03-23
857037,14327,8,S,2017-06-30,5.39,2017-08-24
857038,14327,8,S,2017-12-31,2.75,2018-03-29
857039,14327,8,S,2018-06-30,8.67,2018-08-23
857056,14328,8,A,2017-07-31,2.08,2017-09-28
857057,14328,8,A,2018-07-31,2.51,2018-09-27
857120,14328,8,Q,2017-01-31,0.52,2017-03-09
857121,14328,8,Q,2017-04-30,0.51,2017-06-08
857122,14328,8,Q,2017-07-31,0.54,2017-09-28
857123,14328,8,Q,2017-10-31,0.57,2017-12-07
857124,14328,8,Q,2018-01-31,0.71,2018-03-08
857125,14328,8,Q,2018-04-30,0.6,2018-05-31
857126,14328,8,Q,2018-07-31,0.62,2018-09-27
857127,14328,8,Q,2018-10-31,0.62,2018-11-29
857203,14329,8,Q,2016-12-31,,2017-02-02
857220,14331,8,A,2016-12-31,0.8,2017-02-16
857221,14331,8,A,2017-12-31,0.79,2018-02-15
857283,14331,8,Q,2016-12-31,0.18,2017-02-16
857284,14331,8,Q,2017-03-31,0.2,2017-05-04
857285,14331,8,Q,2017-06-30,0.2,2017-08-02
857286,14331,8,Q,2017-09-30,0.15,2017-11-02
857287,14331,8,Q,2017-12-31,0.24,2018-02-15
857288,14331,8,Q,2018-03-31,0.2,2018-05-08
857289,14331,8,Q,2018-06-30,0.17,2018-08-02
857290,14331,8,Q,2018-09-30,0.19,2018-11-06
857428,14335,8,A,2016-12-31,1.51,2017-02-15
857429,14335,8,A,2017-12-31,1.33,2018-02-01
857493,14335,8,Q,2016-12-31,0.37,2017-02-15
857494,14335,8,Q,2017-03-31,0.06,2017-05-04
857495,14335,8,Q,2017-06-30,0.31,2017-07-27
857496,14335,8,Q,2017-09-30,0.42,2017-10-26
857497,14335,8,Q,2017-12-31,0.54,2018-02-01
857498,14335,8,Q,2018-03-31,0.29,2018-04-26
857499,14335,8,Q,2018-06-30,0.46,2018-07-26
857500,14335,8,Q,2018-09-30,0.63,2018-10-25
857564,14337,8,A,2016-12-31,,2017-03-22
857565,14337,8,A,2017-12-31,,2018-03-14
857631,14337,8,Q,2016-12-31,,2017-03-22
857632,14337,8,Q,2017-03-31,,2017-05-10
857633,14337,8,Q,2017-06-30,,2017-08-09
857634,14337,8,Q,2017-09-30,,2017-11-10
857635,14337,8,Q,2017-12-31,,2018-03-14
857733,14340,8,A,2016-12-31,0.1,2017-02-24
857734,14340,8,A,2017-12-31,0.13,2018-01-24
857796,14340,8,Q,2016-12-31,0.03,2017-02-24
857797,14340,8,Q,2017-03-31,-9999.0,2017-04-26
857798,14340,8,Q,2017-06-30,-9999.0,2017-07-26
857799,14340,8,Q,2017-09-30,0.046,2017-10-25
857800,14340,8,Q,2017-12-31,0.03,2018-01-24
857801,14340,8,Q,2018-03-31,0.01,2018-04-25
857802,14340,8,Q,2018-06-30,-9999.0,2018-07-25
857803,14340,8,Q,2018-09-30,0.023,2018-10-24
857820,14341,8,A,2016-12-31,3.52,2017-02-02
857821,14341,8,A,2017-12-31,3.73,2018-02-01
857886,14341,8,Q,2016-12-31,0.93,2017-02-02
857887,14341,8,Q,2017-03-31,0.98,2017-05-03
857888,14341,8,Q,2017-06-30,0.92,2017-08-02
857889,14341,8,Q,2017-09-30,0.79,2017-11-02
857890,14341,8,Q,2017-12-31,1.04,2018-02-01
857891,14341,8,Q,2018-03-31,0.92,2018-05-03
857892,14341,8,Q,2018-06-30,0.94,2018-08-02
857893,14341,8,Q,2018-09-30,2.6,2018-11-01
858009,14345,8,A,2016-12-31,2.44,2017-02-16
858010,14345,8,A,2017-12-31,2.56,2018-02-15
858074,14345,8,Q,2016-12-31,0.62,2017-02-16
858075,14345,8,Q,2017-03-31,0.63,2017-05-04
858076,14345,8,Q,2017-06-30,0.67,2017-08-03
858077,14345,8,Q,2017-09-30,0.63,2017-11-02
858078,14345,8,Q,2017-12-31,0.63,2018-02-15
858079,14345,8,Q,2018-03-31,0.81,2018-05-03
858080,14345,8,Q,2018-06-30,0.83,2018-08-02
858081,14345,8,Q,2018-09-30,0.84,2018-10-31
858169,14348,8,A,2016-12-31,11.0,2017-02-01
858170,14348,8,A,2017-12-31,12.04,2018-01-31
858235,14348,8,Q,2016-12-31,1.76,2017-02-01
858236,14348,8,Q,2017-03-31,4.68,2017-04-26
858237,14348,8,Q,2017-06-30,3.37,2017-07-26
858238,14348,8,Q,2017-09-30,2.65,2017-10-25
858239,14348,8,Q,2017-12-31,1.29,2018-01-31
858240,14348,8,Q,2018-03-31,5.41,2018-04-25
858241,14348,8,Q,2018-06-30,4.25,2018-07-25
858242,14348,8,Q,2018-09-30,3.81,2018-10-31
858259,14349,8,A,2016-12-31,4.67,2017-02-15
858260,14349,8,A,2017-12-31,1.94,2018-02-14
858325,14349,8,Q,2016-12-31,1.7,2017-02-15
858326,14349,8,Q,2017-03-31,0.35,2017-05-03
858327,14349,8,Q,2017-06-30,0.17,2017-08-02
858328,14349,8,Q,2017-09-30,0.75,2017-11-01
858329,14349,8,Q,2017-12-31,0.67,2018-02-14
858330,14349,8,Q,2018-03-31,-0.06,2018-05-02
858331,14349,8,Q,2018-06-30,0.1,2018-08-01
858332,14349,8,Q,2018-09-30,2.52,2018-10-31
858349,14350,8,A,2016-12-31,0.37,2017-01-18
858350,14350,8,A,2017-12-31,0.39,2018-01-17
858414,14350,8,Q,2016-12-31,0.09,2017-01-18
858415,14350,8,Q,2017-03-31,0.08,2017-04-19
858416,14350,8,Q,2017-06-30,0.09,2017-07-20
858417,14350,8,Q,2017-09-30,0.12,2017-10-18
858418,14350,8,Q,2017-12-31,0.14,2018-01-17
858467,14352,8,A,2016-12-31,0.69,2017-03-01
858468,14352,8,A,2017-12-31,0.61,2018-02-28
858532,14352,8,Q,2016-12-31,0.2,2017-03-01
858533,14352,8,Q,2017-03-31,0.05,2017-05-03
858534,14352,8,Q,2017-06-30,0.16,2017-08-02
858535,14352,8,Q,2017-09-30,0.23,2017-11-01
858536,14352,8,Q,2017-12-31,0.17,2018-02-28
858537,14352,8,Q,2018-03-31,0.06,2018-05-02
858538,14352,8,Q,2018-06-30,0.05,2018-08-01
858539,14352,8,Q,2018-09-30,0.02,2018-11-01
858556,14353,8,A,2016-12-31,1.3,2017-01-19
858557,14353,8,A,2017-12-31,1.28,2018-01-18
858621,14353,8,Q,2016-12-31,0.35,2017-01-19
858622,14353,8,Q,2017-03-31,0.28,2017-04-20
858623,14353,8,Q,2017-06-30,0.34,2017-07-20
858624,14353,8,Q,2017-09-30,0.32,2017-10-19
858625,14353,8,Q,2017-12-31,0.34,2018-01-18
858626,14353,8,Q,2018-03-31,0.36,2018-04-19
858627,14353,8,Q,2018-06-30,0.42,2018-07-19
858628,14353,8,Q,2018-09-30,0.42,2018-10-18
858645,14354,8,A,2016-12-31,1.7,2017-01-24
858646,14354,8,A,2017-12-31,2.28,2018-01-24
858711,14354,8,Q,2016-12-31,0.48,2017-01-24
858712,14354,8,Q,2017-03-31,0.57,2017-04-24
858713,14354,8,Q,2017-06-30,0.53,2017-07-24
858714,14354,8,Q,2017-09-30,0.56,2017-10-24
858715,14354,8,Q,2017-12-31,0.62,2018-01-24
858716,14354,8,Q,2018-03-31,0.61,2018-04-24
858717,14354,8,Q,2018-06-30,0.47,2018-07-24
858718,14354,8,Q,2018-09-30,0.7,2018-10-24
858735,14355,8,A,2016-12-31,1.45,2017-01-24
858736,14355,8,A,2017-12-31,1.64,2018-01-23
858801,14355,8,Q,2016-12-31,0.36,2017-01-24
858802,14355,8,Q,2017-03-31,0.36,2017-04-25
858803,14355,8,Q,2017-06-30,0.38,2017-07-25
858804,14355,8,Q,2017-09-30,0.45,2017-10-24
858805,14355,8,Q,2017-12-31,0.45,2018-01-23
858806,14355,8,Q,2018-03-31,0.51,2018-04-24
858807,14355,8,Q,2018-06-30,0.55,2018-07-24
858808,14355,8,Q,2018-09-30,0.62,2018-10-23
858861,14357,8,A,2017-09-30,0.84,2017-11-20
858862,14357,8,A,2018-09-30,0.85,2018-11-14
858924,14357,8,Q,2016-12-31,0.21,2017-02-08
858925,14357,8,Q,2017-03-31,0.21,2017-05-03
858926,14357,8,Q,2017-06-30,0.21,2017-08-02
858927,14357,8,Q,2017-09-30,0.21,2017-11-20
858928,14357,8,Q,2017-12-31,0.21,2018-02-05
858929,14357,8,Q,2018-03-31,0.21,2018-05-02
858930,14357,8,Q,2018-06-30,0.22,2018-07-31
858931,14357,8,Q,2018-09-30,0.21,2018-11-14
859016,14360,8,A,2016-12-31,0.76,2017-02-27
859017,14360,8,A,2017-12-31,0.34,2018-02-28
859083,14360,8,Q,2016-12-31,0.08,2017-02-27
859084,14360,8,Q,2017-03-31,0.04,2017-05-03
859085,14360,8,Q,2017-06-30,0.19,2017-08-03
859086,14360,8,Q,2017-09-30,-0.11,2017-11-06
859087,14360,8,Q,2017-12-31,0.2,2018-02-28
859088,14360,8,Q,2018-03-31,0.23,2018-05-08
859153,14362,8,A,2016-12-31,4.55,2017-01-30
859154,14362,8,A,2017-12-31,5.04,2018-01-29
859217,14362,8,Q,2016-12-31,1.27,2017-01-30
859218,14362,8,Q,2017-03-31,1.27,2017-04-27
859219,14362,8,Q,2017-06-30,1.31,2017-07-27
859220,14362,8,Q,2017-09-30,1.28,2017-10-26
859221,14362,8,Q,2017-12-31,1.19,2018-01-29
859222,14362,8,Q,2018-03-31,1.4,2018-04-26
859223,14362,8,Q,2018-06-30,1.35,2018-07-26
859224,14362,8,Q,2018-09-30,1.67,2018-10-25
859241,14363,8,A,2016-12-31,-1.0,2017-02-09
859242,14363,8,A,2017-12-31,-0.88,2018-02-06
859305,14363,8,Q,2016-12-31,-0.39,2017-02-09
859306,14363,8,Q,2017-03-31,-0.42,2017-04-27
859307,14363,8,Q,2017-06-30,-0.39,2017-07-27
859308,14363,8,Q,2017-09-30,0.34,2017-10-26
859309,14363,8,Q,2017-12-31,-0.41,2018-02-06
859310,14363,8,Q,2018-03-31,-0.73,2018-04-26
859311,14363,8,Q,2018-06-30,0.47,2018-07-26
859312,14363,8,Q,2018-09-30,-0.42,2018-10-25
859368,14366,8,A,2016-12-31,2.02,2017-01-31
859369,14366,8,A,2017-12-31,0.64,2018-02-08
859432,14366,8,Q,2016-12-31,0.44,2017-01-31
859433,14366,8,Q,2017-03-31,0.49,2017-04-24
859434,14366,8,Q,2017-06-30,0.05,2017-07-28
859435,14366,8,Q,2017-09-30,0.15,2017-11-07
859436,14366,8,Q,2017-12-31,0.0,2018-02-08
859437,14366,8,Q,2018-03-31,1.15,2018-04-26
859438,14366,8,Q,2018-06-30,0.15,2018-08-07
859439,14366,8,Q,2018-09-30,-3.49,2018-11-05
859456,14367,8,A,2016-12-31,1.35,2017-01-25
859457,14367,8,A,2017-12-31,1.68,2018-01-24
859523,14367,8,Q,2016-12-31,0.31,2017-01-25
859524,14367,8,Q,2017-03-31,0.41,2017-04-26
859525,14367,8,Q,2017-06-30,0.44,2017-07-26
859526,14367,8,Q,2017-09-30,0.42,2017-10-25
859527,14367,8,Q,2017-12-31,0.41,2018-01-24
859528,14367,8,Q,2018-03-31,0.45,2018-04-25
859529,14367,8,Q,2018-06-30,0.13,2018-07-25
859530,14367,8,Q,2018-09-30,0.51,2018-10-24
859568,14369,8,A,2016-12-31,4.02,2017-02-07
859569,14369,8,A,2017-12-31,4.58,2018-02-06
859635,14369,8,Q,2016-12-31,0.99,2017-02-07
859636,14369,8,Q,2017-03-31,0.73,2017-04-25
859637,14369,8,Q,2017-06-30,1.09,2017-07-25
859638,14369,8,Q,2017-09-30,1.61,2017-10-19
859639,14369,8,Q,2017-12-31,1.13,2018-02-06
859640,14369,8,Q,2018-03-31,0.73,2018-04-24
859641,14369,8,Q,2018-06-30,1.32,2018-07-24
859642,14369,8,Q,2018-09-30,2.16,2018-10-18
859659,14370,8,A,2016-12-31,2.24,2017-02-28
859722,14370,8,Q,2016-12-31,1.03,2017-02-28
859723,14370,8,Q,2017-03-31,0.47,2017-05-04
859724,14370,8,Q,2017-06-30,0.37,2017-08-08
859725,14370,8,Q,2017-09-30,0.27,2017-11-08
859742,14371,8,A,2016-12-31,7.15,2017-02-21
859743,14371,8,A,2017-12-31,5.37,2018-02-21
859808,14371,8,Q,2016-12-31,1.0,2017-02-21
859809,14371,8,Q,2017-03-31,1.6,2017-05-24
859810,14371,8,Q,2017-06-30,1.58,2017-08-15
859811,14371,8,Q,2017-09-30,1.43,2017-11-14
859812,14371,8,Q,2017-12-31,0.77,2018-02-21
859813,14371,8,Q,2018-03-31,2.1,2018-05-22
859814,14371,8,Q,2018-06-30,1.97,2018-08-14
859815,14371,8,Q,2018-09-30,1.89,2018-11-13
860071,14378,8,Q,2016-12-31,,2017-02-21
860072,14378,8,Q,2017-03-31,,2017-05-30
860089,14379,8,A,2016-12-31,-0.12,2017-03-30
860090,14379,8,A,2017-12-31,-0.15,2018-03-19
860148,14379,8,Q,2016-12-31,-0.03,2017-03-30
860149,14379,8,Q,2017-03-31,-0.04,2017-05-10
860150,14379,8,Q,2017-06-30,-0.03,2017-08-14
860151,14379,8,Q,2017-09-30,-0.03,2017-11-09
860152,14379,8,Q,2017-12-31,-0.03,2018-03-19
860153,14379,8,Q,2018-03-31,-0.05,2018-05-10
860154,14379,8,Q,2018-06-30,-0.03,2018-08-09
860155,14379,8,Q,2018-09-30,-0.05,2018-11-14
860257,14383,8,A,2016-12-31,-1.24,2017-02-17
860258,14383,8,A,2017-12-31,-0.7,2018-02-16
860324,14383,8,Q,2016-12-31,-0.34,2017-02-17
860325,14383,8,Q,2017-03-31,-0.2,2017-05-02
860326,14383,8,Q,2017-06-30,-0.21,2017-08-01
860327,14383,8,Q,2017-09-30,-0.15,2017-11-02
860328,14383,8,Q,2017-12-31,-0.14,2018-02-16
860329,14383,8,Q,2018-03-31,-0.09,2018-05-02
860330,14383,8,Q,2018-06-30,-0.19,2018-07-31
860331,14383,8,Q,2018-09-30,-0.07,2018-10-30
860546,14392,8,A,2016-12-31,4.43,2017-02-07
860547,14392,8,A,2017-12-31,5.03,2018-02-06
860609,14392,8,Q,2016-12-31,1.19,2017-02-07
860610,14392,8,Q,2017-03-31,1.12,2017-04-25
860611,14392,8,Q,2017-06-30,1.59,2017-07-25
860612,14392,8,Q,2017-09-30,1.35,2017-10-24
860613,14392,8,Q,2017-12-31,0.97,2018-02-06
860614,14392,8,Q,2018-03-31,2.17,2018-04-24
860615,14392,8,Q,2018-06-30,1.8,2018-07-24
860616,14392,8,Q,2018-09-30,1.79,2018-10-23
860823,14398,8,A,2016-12-31,0.19,2017-01-31
860824,14398,8,A,2017-12-31,0.65,2018-01-25
860946,14398,8,Q,2016-12-31,-0.08,2017-01-31
860947,14398,8,Q,2017-03-31,0.11,2017-04-19
860948,14398,8,Q,2017-06-30,0.02,2017-07-20
860949,14398,8,Q,2017-09-30,0.11,2017-10-18
860950,14398,8,Q,2017-12-31,0.41,2018-01-25
860951,14398,8,Q,2018-03-31,0.25,2018-04-19
860952,14398,8,Q,2018-06-30,0.07,2018-07-19
860953,14398,8,Q,2018-09-30,-0.24,2018-10-17
861042,14400,8,A,2016-12-31,9.13,2017-02-08
861043,14400,8,A,2017-12-31,10.58,2018-02-07
861104,14400,8,Q,2016-12-31,2.46,2017-02-08
861105,14400,8,Q,2017-03-31,2.79,2017-05-03
861106,14400,8,Q,2017-06-30,2.09,2017-08-02
