,Code,Measure,PerType,PerDate,Value_,RptDate
861107,14400,8,Q,2017-09-30,3.01,2017-11-01
861108,14400,8,Q,2017-12-31,2.69,2018-02-07
861109,14400,8,Q,2018-03-31,3.08,2018-05-02
861110,14400,8,Q,2018-06-30,3.01,2018-08-01
861111,14400,8,Q,2018-09-30,3.15,2018-11-07
861140,14402,8,A,2016-12-31,1.21,2017-02-22
861141,14402,8,A,2017-12-31,2.03,2018-02-28
861223,14402,8,Q,2016-12-31,0.63,2017-02-22
861224,14402,8,Q,2017-03-31,1.49,2017-05-03
861225,14402,8,Q,2017-06-30,0.28,2017-08-09
861226,14402,8,Q,2017-09-30,0.4,2017-11-07
861227,14402,8,Q,2017-12-31,0.43,2018-02-28
861228,14402,8,Q,2018-03-31,0.28,2018-05-10
861229,14402,8,Q,2018-06-30,0.17,2018-08-09
861230,14402,8,Q,2018-09-30,0.17,2018-11-08
861278,14404,8,A,2016-12-31,1.03,2017-02-28
861279,14404,8,A,2017-12-31,1.64,2018-02-27
861348,14404,8,Q,2016-12-31,0.2,2017-02-28
861349,14404,8,Q,2017-03-31,-0.01,2017-05-02
861350,14404,8,Q,2017-06-30,0.65,2017-08-03
861351,14404,8,Q,2017-09-30,0.62,2017-11-06
861352,14404,8,Q,2017-12-31,0.37,2018-02-27
861353,14404,8,Q,2018-03-31,0.31,2018-05-03
861354,14404,8,Q,2018-06-30,1.01,2018-08-06
861355,14404,8,Q,2018-09-30,0.94,2018-11-01
861384,14406,8,A,2016-12-31,,2017-01-26
861385,14406,8,A,2017-12-31,,2018-01-25
861446,14406,8,Q,2016-12-31,,2017-01-26
861447,14406,8,Q,2017-03-31,,2017-04-25
861448,14406,8,Q,2017-06-30,,2017-07-27
861449,14406,8,Q,2017-09-30,,2017-10-26
861450,14406,8,Q,2017-12-31,,2018-01-25
861538,14408,8,A,2017-09-30,-1.83,2017-12-29
861600,14408,8,Q,2016-12-31,-9999.0,2017-02-09
861601,14408,8,Q,2017-03-31,-9999.0,2017-05-10
861602,14408,8,Q,2017-06-30,-9999.0,2017-08-09
861603,14408,8,Q,2017-09-30,-9999.0,2017-12-29
861604,14408,8,Q,2017-12-31,-9999.0,2018-02-12
861605,14408,8,Q,2018-03-31,-9999.0,2018-05-15
861606,14408,8,Q,2018-06-30,-9999.0,2018-08-14
861711,14411,8,A,2017-01-31,3.77,2017-03-23
861712,14411,8,A,2018-01-31,3.34,2018-03-28
861773,14411,8,Q,2017-01-31,2.38,2017-03-23
861774,14411,8,Q,2017-04-30,0.63,2017-05-25
861775,14411,8,Q,2017-07-31,0.15,2017-08-24
861776,14411,8,Q,2017-10-31,0.54,2017-11-21
861777,14411,8,Q,2018-01-31,2.02,2018-03-28
861778,14411,8,Q,2018-04-30,0.38,2018-05-31
861779,14411,8,Q,2018-07-31,0.05,2018-09-06
861780,14411,8,Q,2018-10-31,0.67,2018-11-29
861796,14412,8,A,2016-12-31,1.75,2017-01-24
861797,14412,8,A,2017-12-31,1.81,2018-01-23
861858,14412,8,Q,2016-12-31,0.45,2017-01-24
861859,14412,8,Q,2017-03-31,0.43,2017-04-18
861860,14412,8,Q,2017-06-30,0.45,2017-07-18
861861,14412,8,Q,2017-09-30,0.46,2017-10-17
861862,14412,8,Q,2017-12-31,0.48,2018-01-23
861863,14412,8,Q,2018-03-31,0.46,2018-04-24
861864,14412,8,Q,2018-06-30,0.48,2018-07-24
861865,14412,8,Q,2018-09-30,0.5,2018-10-23
861882,14413,8,A,2016-12-31,-9999.0,2017-04-20
861883,14413,8,A,2017-12-31,-9999.0,2018-04-02
861930,14413,8,Q,2016-12-31,-9999.0,2017-04-20
861931,14413,8,Q,2017-03-31,-9999.0,2017-05-18
861932,14413,8,Q,2017-06-30,-9999.0,2017-08-09
861933,14413,8,Q,2017-09-30,-9999.0,2017-11-19
861934,14413,8,Q,2017-12-31,-9999.0,2018-04-02
861935,14413,8,Q,2018-03-31,-9999.0,2018-05-10
861936,14413,8,Q,2018-06-30,-0.1,2018-08-14
861937,14413,8,Q,2018-09-30,-0.11,2018-11-19
862044,14419,8,A,2017-06-30,4.88,2017-08-03
862045,14419,8,A,2018-06-30,4.05,2018-08-09
862107,14419,8,Q,2016-12-31,1.49,2017-01-26
862108,14419,8,Q,2017-03-31,1.27,2017-04-27
862109,14419,8,Q,2017-06-30,1.18,2017-08-03
862110,14419,8,Q,2017-09-30,1.03,2017-11-07
862111,14419,8,Q,2017-12-31,1.11,2018-02-07
862112,14419,8,Q,2018-03-31,0.92,2018-05-09
862113,14419,8,Q,2018-06-30,1.0,2018-08-09
862114,14419,8,Q,2018-09-30,1.24,2018-11-08
862131,14420,8,A,2016-12-31,,2017-03-09
862132,14420,8,A,2017-12-31,,2018-03-07
862198,14420,8,Q,2016-12-31,,2017-03-09
862199,14420,8,Q,2017-03-31,,2017-05-03
862200,14420,8,Q,2017-06-30,,2017-08-02
862201,14420,8,Q,2017-09-30,,2017-11-01
862202,14420,8,Q,2017-12-31,,2018-03-07
862203,14420,8,Q,2018-03-31,,2018-05-02
862204,14420,8,Q,2018-06-30,,2018-08-03
862205,14420,8,Q,2018-09-30,,2018-11-07
862294,14424,8,A,2016-12-31,1.01,2017-01-26
862295,14424,8,A,2017-12-31,1.53,2018-01-25
862359,14424,8,Q,2016-12-31,-0.07,2017-01-26
862360,14424,8,Q,2017-03-31,0.37,2017-04-27
862361,14424,8,Q,2017-06-30,0.24,2017-07-27
862362,14424,8,Q,2017-09-30,0.41,2017-10-26
862363,14424,8,Q,2017-12-31,0.51,2018-01-25
862364,14424,8,Q,2018-03-31,0.13,2018-04-26
862365,14424,8,Q,2018-06-30,0.54,2018-07-26
862366,14424,8,Q,2018-09-30,0.62,2018-10-25
862409,14427,8,A,2016-12-31,6.08,2017-02-07
862410,14427,8,A,2017-12-31,6.43,2018-02-06
862471,14427,8,Q,2016-12-31,1.56,2017-02-07
862472,14427,8,Q,2017-03-31,1.58,2017-04-27
862473,14427,8,Q,2017-06-30,1.58,2017-07-25
862474,14427,8,Q,2017-09-30,1.48,2017-10-24
862475,14427,8,Q,2017-12-31,1.81,2018-02-06
862476,14427,8,Q,2018-03-31,1.93,2018-04-24
862477,14427,8,Q,2018-06-30,2.08,2018-07-24
862478,14427,8,Q,2018-09-30,2.21,2018-10-23
862494,14428,8,A,2016-12-31,0.364,2017-01-26
862495,14428,8,A,2017-12-31,0.43,2018-02-01
862556,14428,8,Q,2016-12-31,0.136,2017-01-26
862557,14428,8,Q,2017-03-31,0.047,2017-04-28
862558,14428,8,Q,2017-06-30,0.148,2017-07-28
862559,14428,8,Q,2017-09-30,0.115,2017-10-27
862560,14428,8,Q,2017-12-31,0.118,2018-02-01
862754,14432,8,A,2017-08-31,8.45,2017-10-04
862755,14432,8,A,2018-08-31,8.84,2018-10-03
862817,14432,8,Q,2016-11-30,2.0,2017-01-09
862818,14432,8,Q,2017-02-28,1.77,2017-04-04
862819,14432,8,Q,2017-05-31,2.15,2017-06-29
862820,14432,8,Q,2017-08-31,2.55,2017-10-04
862821,14432,8,Q,2017-11-30,1.94,2018-01-09
862822,14432,8,Q,2018-02-28,1.89,2018-04-04
862823,14432,8,Q,2018-05-31,2.37,2018-07-03
862824,14432,8,Q,2018-08-31,2.68,2018-10-03
862841,14433,8,A,2016-12-31,4.5720047244,2017-01-30
862842,14433,8,A,2017-12-31,5.5263,2018-02-02
862904,14433,8,Q,2016-12-31,1.1430011811,2017-01-30
862905,14433,8,Q,2017-03-31,1.2390012803,2017-05-08
862906,14433,8,Q,2017-06-30,1.1730012121,2017-07-31
862907,14433,8,Q,2017-09-30,1.1730012121,2017-10-31
862908,14433,8,Q,2017-12-31,1.3680014136,2018-02-02
862909,14433,8,Q,2018-03-31,1.3889,2018-05-03
862910,14433,8,Q,2018-06-30,1.8,2018-07-30
862911,14433,8,Q,2018-09-30,1.1610011997,2018-10-30
862963,14436,8,A,2016-12-31,,2017-01-26
862964,14436,8,A,2017-12-31,,2018-01-25
863025,14436,8,Q,2016-12-31,,2017-01-26
863026,14436,8,Q,2017-03-31,,2017-04-27
863027,14436,8,Q,2017-06-30,,2017-07-27
863028,14436,8,Q,2017-09-30,,2017-10-26
863029,14436,8,Q,2017-12-31,,2018-01-25
863230,14441,8,A,2017-04-30,0.26,2017-06-28
863231,14441,8,A,2018-04-30,0.87,2018-06-27
863293,14441,8,Q,2017-01-31,0.16,2017-03-13
863294,14441,8,Q,2017-04-30,0.23,2017-06-28
863295,14441,8,Q,2017-07-31,-0.11,2017-09-11
863296,14441,8,Q,2017-10-31,0.05,2017-12-11
863297,14441,8,Q,2018-01-31,1.12,2018-03-12
863298,14441,8,Q,2018-04-30,-0.19,2018-06-27
863299,14441,8,Q,2018-07-31,0.01,2018-09-10
863380,14443,8,A,2016-12-31,1.47,2017-02-22
863381,14443,8,A,2017-12-31,2.91,2018-02-21
863442,14443,8,Q,2016-12-31,0.35,2017-02-22
863443,14443,8,Q,2017-03-31,0.39,2017-05-03
863444,14443,8,Q,2017-06-30,0.4,2017-08-02
863445,14443,8,Q,2017-09-30,0.39,2017-11-01
863446,14443,8,Q,2017-12-31,1.73,2018-02-21
863447,14443,8,Q,2018-03-31,0.51,2018-05-02
863448,14443,8,Q,2018-06-30,0.5,2018-08-01
863449,14443,8,Q,2018-09-30,0.55,2018-11-01
863472,14445,8,A,2016-12-31,1.1,2017-02-23
863473,14445,8,A,2017-12-31,2.43,2018-02-22
863534,14445,8,Q,2016-12-31,0.63,2017-02-23
863535,14445,8,Q,2017-03-31,0.22,2017-05-04
863536,14445,8,Q,2017-06-30,0.99,2017-08-03
863537,14445,8,Q,2017-09-30,0.28,2017-11-02
863538,14445,8,Q,2017-12-31,0.93,2018-02-22
863539,14445,8,Q,2018-03-31,0.13,2018-05-03
863540,14445,8,Q,2018-06-30,0.23,2018-08-09
863541,14445,8,Q,2018-09-30,0.48,2018-11-01
863712,14449,8,A,2016-12-31,5.783,2017-03-26
863713,14449,8,A,2017-12-31,6.25,2018-03-25
863772,14449,8,Q,2016-12-31,-9999.0,2017-03-26
863773,14449,8,Q,2017-03-31,-9999.0,2017-04-27
863774,14449,8,Q,2017-06-30,-9999.0,2017-08-27
863775,14449,8,Q,2017-09-30,-9999.0,2017-10-30
863776,14449,8,Q,2017-12-31,1.54,2018-03-25
863777,14449,8,Q,2018-03-31,0.02,2018-04-26
863778,14449,8,Q,2018-06-30,3.1,2018-08-26
863779,14449,8,Q,2018-09-30,2.22,2018-10-30
863795,14450,8,A,2016-12-31,-0.07,2017-02-07
863796,14450,8,A,2017-12-31,1.39,2018-02-07
863857,14450,8,Q,2016-12-31,-0.01,2017-02-07
863858,14450,8,Q,2017-03-31,0.34,2017-05-17
863859,14450,8,Q,2017-06-30,0.4,2017-07-27
863860,14450,8,Q,2017-09-30,0.25,2017-10-26
863861,14450,8,Q,2017-12-31,0.4,2018-02-07
863862,14450,8,Q,2018-03-31,0.44,2018-04-24
863863,14450,8,Q,2018-06-30,0.51,2018-07-26
863864,14450,8,Q,2018-09-30,0.6,2018-10-25
863932,14453,8,A,2016-12-31,-94.8,2017-03-31
863933,14453,8,A,2017-12-31,,2018-04-17
863997,14453,8,Q,2016-12-31,-15.4,2017-03-31
863998,14453,8,Q,2017-03-31,,2017-05-15
863999,14453,8,Q,2017-06-30,-15.2,2017-08-21
864000,14453,8,Q,2017-09-30,,2017-11-14
864001,14453,8,Q,2017-12-31,,2018-04-17
864121,14457,8,A,2017-09-30,1.22,2017-11-28
864122,14457,8,A,2018-09-30,1.62,2018-11-15
864182,14457,8,Q,2016-12-31,-0.08,2017-02-06
864183,14457,8,Q,2017-03-31,0.47,2017-05-08
864184,14457,8,Q,2017-06-30,0.57,2017-08-01
864185,14457,8,Q,2017-09-30,0.27,2017-11-28
864186,14457,8,Q,2017-12-31,0.08,2018-02-05
864187,14457,8,Q,2018-03-31,0.48,2018-05-07
864188,14457,8,Q,2018-06-30,0.62,2018-08-06
864189,14457,8,Q,2018-09-30,0.43,2018-11-15
864232,14460,8,A,2016-12-31,0.72,2017-01-26
864233,14460,8,A,2017-12-31,0.8,2018-01-25
864294,14460,8,Q,2016-12-31,0.19,2017-01-26
864295,14460,8,Q,2017-03-31,0.17,2017-04-27
864296,14460,8,Q,2017-06-30,0.19,2017-07-27
864297,14460,8,Q,2017-09-30,0.22,2017-10-26
864298,14460,8,Q,2017-12-31,0.22,2018-01-25
864299,14460,8,Q,2018-03-31,0.23,2018-04-26
864300,14460,8,Q,2018-06-30,0.02,2018-07-26
864301,14460,8,Q,2018-09-30,0.28,2018-10-25
864326,14462,8,A,2016-12-31,2.22,2017-01-26
864327,14462,8,A,2017-12-31,3.47,2018-01-25
864387,14462,8,Q,2016-12-31,0.5,2017-01-26
864388,14462,8,Q,2017-03-31,0.25,2017-04-25
864389,14462,8,Q,2017-06-30,0.64,2017-07-25
864390,14462,8,Q,2017-09-30,0.55,2017-10-24
864391,14462,8,Q,2017-12-31,2.08,2018-01-25
864392,14462,8,Q,2018-03-31,0.27,2018-04-24
864393,14462,8,Q,2018-06-30,0.38,2018-07-24
864394,14462,8,Q,2018-09-30,0.43,2018-10-23
864493,14466,8,A,2016-12-31,1.6,2017-03-06
864494,14466,8,A,2017-12-31,1.77,2018-03-05
864554,14466,8,Q,2016-12-31,0.46,2017-03-06
864555,14466,8,Q,2017-03-31,0.4,2017-05-04
864556,14466,8,Q,2017-06-30,0.41,2017-08-02
864557,14466,8,Q,2017-09-30,0.45,2017-11-01
864558,14466,8,Q,2017-12-31,0.51,2018-03-05
864559,14466,8,Q,2018-03-31,0.44,2018-05-02
864560,14466,8,Q,2018-06-30,0.44,2018-08-01
864561,14466,8,Q,2018-09-30,0.5,2018-11-07
864709,14471,8,A,2016-12-31,0.98,2017-02-22
864710,14471,8,A,2017-12-31,0.5,2018-02-21
864771,14471,8,Q,2016-12-31,0.29,2017-02-22
864772,14471,8,Q,2017-03-31,0.09,2017-05-03
864773,14471,8,Q,2017-06-30,-0.04,2017-08-08
864774,14471,8,Q,2017-09-30,0.33,2017-11-07
864775,14471,8,Q,2017-12-31,0.17,2018-02-21
864776,14471,8,Q,2018-03-31,0.1,2018-05-09
864777,14471,8,Q,2018-06-30,0.06,2018-08-08
864838,14475,8,A,2016-12-31,,2017-03-02
864839,14475,8,A,2017-12-31,,2018-03-01
864940,14475,8,Q,2016-12-31,,2017-03-02
864941,14475,8,Q,2017-03-31,-0.12,2017-05-11
864942,14475,8,Q,2017-06-30,-0.11,2017-08-11
864943,14475,8,Q,2017-09-30,,2017-11-09
864944,14475,8,Q,2017-12-31,,2018-03-01
864997,14477,8,A,2016-12-31,0.24,2017-02-02
864998,14477,8,A,2017-12-31,0.54,2018-01-30
865059,14477,8,Q,2016-12-31,0.07,2017-02-02
865060,14477,8,Q,2017-03-31,0.17,2017-04-26
865061,14477,8,Q,2017-06-30,0.12,2017-07-26
865062,14477,8,Q,2017-09-30,0.13,2017-10-24
865063,14477,8,Q,2017-12-31,0.12,2018-01-30
865064,14477,8,Q,2018-03-31,0.12,2018-04-24
865065,14477,8,Q,2018-06-30,0.18,2018-07-24
865066,14477,8,Q,2018-09-30,0.14,2018-10-23
865083,14478,8,A,2017-03-31,0.27,2017-04-25
865084,14478,8,A,2018-03-31,0.26,2018-04-25
865145,14478,8,Q,2016-12-31,0.065,2017-01-25
865146,14478,8,Q,2017-03-31,0.07,2017-04-25
865147,14478,8,Q,2017-06-30,0.07,2017-07-20
865148,14478,8,Q,2017-09-30,0.07,2017-10-17
865149,14478,8,Q,2017-12-31,0.06,2018-01-19
865150,14478,8,Q,2018-03-31,0.06,2018-04-25
865151,14478,8,Q,2018-06-30,0.07,2018-07-20
865152,14478,8,Q,2018-09-30,0.06,2018-10-24
865168,14479,8,A,2016-12-31,2.89,2017-02-09
865229,14479,8,Q,2016-12-31,0.58,2017-02-09
865230,14479,8,Q,2017-03-31,0.73,2017-04-27
865231,14479,8,Q,2017-06-30,0.96,2017-07-26
865464,14485,8,A,2016-12-31,1.55,2017-02-28
865465,14485,8,A,2017-12-31,2.21,2018-02-27
865530,14485,8,Q,2016-12-31,0.44,2017-02-28
865531,14485,8,Q,2017-03-31,0.47,2017-05-02
865532,14485,8,Q,2017-06-30,0.62,2017-07-26
865533,14485,8,Q,2017-09-30,0.56,2017-11-07
865534,14485,8,Q,2017-12-31,0.56,2018-02-27
865535,14485,8,Q,2018-03-31,0.79,2018-05-07
865536,14485,8,Q,2018-06-30,1.0,2018-07-31
865537,14485,8,Q,2018-09-30,0.95,2018-10-29
865712,14489,8,A,2017-09-30,0.95,2017-11-07
865769,14489,8,Q,2016-12-31,0.33,2017-01-26
865770,14489,8,Q,2017-03-31,0.22,2017-04-27
865771,14489,8,Q,2017-06-30,0.23,2017-07-25
865772,14489,8,Q,2017-09-30,0.17,2017-11-07
865773,14489,8,Q,2017-12-31,0.38,2018-01-26
865774,14489,8,Q,2018-03-31,0.34,2018-04-24
865775,14489,8,Q,2018-06-30,0.3,2018-07-26
865791,14490,8,A,2016-12-31,1.71,2017-02-09
865792,14490,8,A,2017-12-31,1.77,2018-02-08
865853,14490,8,Q,2016-12-31,0.35,2017-02-09
865854,14490,8,Q,2017-03-31,0.29,2017-05-04
865855,14490,8,Q,2017-06-30,0.43,2017-08-03
865856,14490,8,Q,2017-09-30,0.43,2017-11-02
865857,14490,8,Q,2017-12-31,0.63,2018-02-08
865858,14490,8,Q,2018-03-31,0.59,2018-05-03
865859,14490,8,Q,2018-06-30,0.34,2018-08-02
865860,14490,8,Q,2018-09-30,0.79,2018-11-01
865953,14492,8,A,2016-12-31,-0.45,2017-03-03
865954,14492,8,A,2017-12-31,-0.55,2018-03-21
866015,14492,8,Q,2016-12-31,-0.11,2017-03-03
866016,14492,8,Q,2017-03-31,-0.14,2017-05-05
866017,14492,8,Q,2017-06-30,-0.13,2017-08-02
866018,14492,8,Q,2017-09-30,-0.12,2017-11-09
866019,14492,8,Q,2017-12-31,-0.13,2018-03-21
866020,14492,8,Q,2018-03-31,-0.16,2018-05-15
866021,14492,8,Q,2018-06-30,-0.42,2018-08-09
866022,14492,8,Q,2018-09-30,-0.43,2018-11-14
866111,14496,8,A,2016-12-31,1.02,2017-01-26
866112,14496,8,A,2017-12-31,1.11,2018-01-26
866172,14496,8,Q,2016-12-31,0.26,2017-01-26
866173,14496,8,Q,2017-03-31,0.26,2017-04-27
866174,14496,8,Q,2017-06-30,0.28,2017-07-20
866175,14496,8,Q,2017-09-30,0.29,2017-10-26
866176,14496,8,Q,2017-12-31,0.29,2018-01-26
866177,14496,8,Q,2018-03-31,0.32,2018-04-25
866178,14496,8,Q,2018-06-30,0.33,2018-07-26
866179,14496,8,Q,2018-09-30,0.35,2018-10-25
866196,14497,8,A,2017-03-31,,2017-06-28
866197,14497,8,A,2018-03-31,,2018-06-27
866250,14497,8,Q,2016-12-31,,2017-02-09
866251,14497,8,Q,2017-03-31,,2017-06-28
866252,14497,8,Q,2017-06-30,,2017-08-09
866253,14497,8,Q,2017-09-30,,2017-11-14
866254,14497,8,Q,2017-12-31,,2018-02-12
866255,14497,8,Q,2018-03-31,,2018-06-27
866256,14497,8,Q,2018-06-30,,2018-08-10
866257,14497,8,Q,2018-09-30,,2018-11-09
866274,14498,8,A,2017-03-31,1.15,2017-05-12
866275,14498,8,A,2018-03-31,0.91,2018-05-22
866334,14498,8,Q,2016-12-31,-9999.0,2017-02-10
866335,14498,8,Q,2017-03-31,-9999.0,2017-05-12
866336,14498,8,Q,2017-06-30,-9999.0,2017-07-27
866337,14498,8,Q,2017-09-30,-9999.0,2017-11-01
866338,14498,8,Q,2017-12-31,-9999.0,2018-01-25
866339,14498,8,Q,2018-03-31,-9999.0,2018-05-22
866340,14498,8,Q,2018-06-30,-9999.0,2018-07-26
866341,14498,8,Q,2018-09-30,-9999.0,2018-10-26
866357,14499,8,A,2016-12-31,1.11,2017-02-09
866358,14499,8,A,2017-12-31,,2018-03-01
866419,14499,8,Q,2016-12-31,0.33,2017-02-09
866420,14499,8,Q,2017-03-31,0.32,2017-04-26
866421,14499,8,Q,2017-06-30,0.16,2017-07-26
866422,14499,8,Q,2017-09-30,0.07,2017-10-24
866423,14499,8,Q,2017-12-31,,2018-03-01
866483,14502,8,A,2016-12-31,1.11,2017-02-02
866484,14502,8,A,2017-12-31,1.42,2018-01-30
866545,14502,8,Q,2016-12-31,-9999.0,2017-02-02
866546,14502,8,Q,2017-03-31,-9999.0,2017-05-04
866547,14502,8,Q,2017-06-30,-9999.0,2017-07-17
866548,14502,8,Q,2017-09-30,-9999.0,2017-10-25
866549,14502,8,Q,2017-12-31,-9999.0,2018-01-30
866550,14502,8,Q,2018-03-31,-9999.0,2018-04-24
866566,14503,8,A,2016-12-31,1.48,2017-01-25
866567,14503,8,A,2017-12-31,1.63,2018-01-23
866628,14503,8,Q,2016-12-31,0.4,2017-01-25
866629,14503,8,Q,2017-03-31,0.39,2017-04-26
866630,14503,8,Q,2017-06-30,0.41,2017-07-26
866631,14503,8,Q,2017-09-30,0.41,2017-10-24
866632,14503,8,Q,2017-12-31,0.42,2018-01-23
866633,14503,8,Q,2018-03-31,0.5,2018-04-24
866634,14503,8,Q,2018-06-30,0.53,2018-07-24
866635,14503,8,Q,2018-09-30,0.55,2018-10-23
866758,14509,8,A,2016-12-31,,2017-03-10
866759,14509,8,A,2017-12-31,,2018-03-06
866810,14509,8,Q,2016-12-31,,2017-03-10
866811,14509,8,Q,2017-03-31,,2017-05-09
866812,14509,8,Q,2017-06-30,,2017-08-08
866813,14509,8,Q,2017-09-30,,2017-11-07
866814,14509,8,Q,2017-12-31,,2018-03-06
866830,14510,8,A,2016-12-31,-9999.0,2017-02-23
866831,14510,8,A,2017-12-31,0.37,2018-02-21
866875,14510,8,S,2016-12-31,-9999.0,2017-02-23
866876,14510,8,S,2017-06-30,-9999.0,2017-07-27
866877,14510,8,S,2017-12-31,-9999.0,2018-02-21
866878,14510,8,S,2018-06-30,-9999.0,2018-08-01
866894,14511,8,A,2016-12-31,-9999.0,2017-01-25
866895,14511,8,A,2017-12-31,0.6,2018-01-24
866956,14511,8,Q,2016-12-31,-9999.0,2017-01-25
866957,14511,8,Q,2017-03-31,0.15,2017-04-26
866958,14511,8,Q,2017-06-30,0.18,2017-07-26
866959,14511,8,Q,2017-09-30,0.13,2017-10-25
866960,14511,8,Q,2017-12-31,0.15,2018-01-24
866961,14511,8,Q,2018-03-31,0.22,2018-04-25
866962,14511,8,Q,2018-06-30,0.26,2018-07-25
866963,14511,8,Q,2018-09-30,0.21,2018-10-24
867021,14513,8,A,2016-12-31,0.58,2017-01-31
867022,14513,8,A,2017-12-31,-0.25,2018-01-30
867088,14513,8,Q,2016-12-31,0.12,2017-01-31
867089,14513,8,Q,2017-03-31,0.22,2017-04-27
867090,14513,8,Q,2017-06-30,-0.44,2017-07-25
867091,14513,8,Q,2017-09-30,0.1,2017-10-24
867092,14513,8,Q,2017-12-31,-0.13,2018-01-30
867093,14513,8,Q,2018-03-31,-0.03,2018-04-26
867094,14513,8,Q,2018-06-30,-0.09,2018-07-30
867095,14513,8,Q,2018-09-30,-0.34,2018-10-30
867322,14520,8,A,2016-12-31,0.82,2017-02-28
867323,14520,8,A,2017-12-31,0.56,2018-02-27
867384,14520,8,Q,2016-12-31,0.33,2017-02-28
867385,14520,8,Q,2017-03-31,0.24,2017-05-02
867386,14520,8,Q,2017-06-30,0.13,2017-08-01
867387,14520,8,Q,2017-09-30,0.28,2017-10-31
867388,14520,8,Q,2017-12-31,-0.1,2018-02-27
867389,14520,8,Q,2018-03-31,-0.05,2018-05-01
867390,14520,8,Q,2018-06-30,-0.01,2018-07-31
867391,14520,8,Q,2018-09-30,0.15,2018-10-30
867649,14528,8,A,2016-12-31,,2017-04-17
867650,14528,8,A,2017-12-31,,2018-04-17
867697,14528,8,Q,2016-12-31,,2017-04-17
867698,14528,8,Q,2017-03-31,,2017-05-15
867699,14528,8,Q,2017-06-30,,2017-08-21
867700,14528,8,Q,2017-09-30,,2017-11-20
867701,14528,8,Q,2017-12-31,,2018-04-17
867717,14529,8,A,2016-12-31,-0.28,2017-01-31
867718,14529,8,A,2017-12-31,-1.03,2018-03-15
867779,14529,8,Q,2016-12-31,0.12,2017-01-31
867780,14529,8,Q,2017-03-31,-0.2,2017-05-04
867781,14529,8,Q,2017-06-30,-9999.0,2017-08-03
867782,14529,8,Q,2017-09-30,-0.03,2017-11-08
867783,14529,8,Q,2017-12-31,-0.47,2018-03-15
867784,14529,8,Q,2018-03-31,-1.78,2018-05-08
867785,14529,8,Q,2018-06-30,-2.25,2018-08-09
867786,14529,8,Q,2018-09-30,-1.58,2018-11-08
867950,14537,8,A,2017-01-31,0.61,2017-03-10
867951,14537,8,A,2018-01-31,0.33,2018-03-16
868012,14537,8,Q,2017-01-31,0.83,2017-03-10
868013,14537,8,Q,2017-04-30,-0.09,2017-05-23
868014,14537,8,Q,2017-07-31,-0.24,2017-08-22
868015,14537,8,Q,2017-10-31,-0.15,2017-11-21
868016,14537,8,Q,2018-01-31,0.79,2018-03-16
868017,14537,8,Q,2018-04-30,-0.06,2018-05-31
868018,14537,8,Q,2018-07-31,-0.43,2018-08-30
868019,14537,8,Q,2018-10-31,-0.18,2018-11-29
868147,14541,8,A,2016-12-31,2.78,2017-02-21
868148,14541,8,A,2017-12-31,2.49,2018-02-22
868209,14541,8,Q,2016-12-31,0.35,2017-02-21
868210,14541,8,Q,2017-03-31,0.89,2017-05-16
868211,14541,8,Q,2017-06-30,0.61,2017-08-08
868212,14541,8,Q,2017-09-30,0.21,2017-11-06
868213,14541,8,Q,2017-12-31,0.78,2018-02-22
868214,14541,8,Q,2018-03-31,0.69,2018-05-22
868215,14541,8,Q,2018-06-30,0.46,2018-08-21
868216,14541,8,Q,2018-09-30,0.16,2018-11-06
868233,14542,8,A,2016-12-31,-0.09,2017-03-20
868234,14542,8,A,2017-12-31,1.33,2018-03-15
868296,14542,8,Q,2016-12-31,-0.08,2017-03-20
868297,14542,8,Q,2017-03-31,0.05,2017-05-04
868298,14542,8,Q,2017-06-30,0.0,2017-08-02
868299,14542,8,Q,2017-09-30,0.07,2017-11-02
868300,14542,8,Q,2017-12-31,1.21,2018-03-15
868301,14542,8,Q,2018-03-31,0.1,2018-05-03
868302,14542,8,Q,2018-06-30,0.16,2018-08-07
868303,14542,8,Q,2018-09-30,0.31,2018-11-06
868319,14543,8,A,2016-12-31,,2017-01-25
868320,14543,8,A,2017-12-31,,2018-01-29
868381,14543,8,Q,2016-12-31,,2017-01-25
868382,14543,8,Q,2017-03-31,,2017-04-19
868383,14543,8,Q,2017-06-30,,2017-07-18
868384,14543,8,Q,2017-09-30,,2017-10-17
868385,14543,8,Q,2017-12-31,,2018-01-29
868401,14544,8,A,2017-01-31,2.51,2017-03-28
868402,14544,8,A,2018-01-31,2.81,2018-03-28
868462,14544,8,Q,2017-01-31,0.9,2017-03-28
868463,14544,8,Q,2017-04-30,0.49,2017-06-07
868464,14544,8,Q,2017-07-31,0.61,2017-09-06
868465,14544,8,Q,2017-10-31,0.66,2017-12-06
868466,14544,8,Q,2018-01-31,1.05,2018-03-28
868467,14544,8,Q,2018-04-30,0.53,2018-06-07
868468,14544,8,Q,2018-07-31,0.76,2018-09-05
868560,14547,8,A,2016-12-31,1.38,2017-01-26
868561,14547,8,A,2017-12-31,,2018-01-31
868622,14547,8,Q,2016-12-31,0.34,2017-01-26
868623,14547,8,Q,2017-03-31,0.29,2017-04-20
868624,14547,8,Q,2017-06-30,0.36,2017-07-25
868625,14547,8,Q,2017-09-30,0.33,2017-10-27
868626,14547,8,Q,2017-12-31,,2018-01-31
868712,14551,8,A,2016-12-31,,2017-03-09
