,,,Announced Date,Listing date,Ticker,Issuer Name,Offer size,Offer shares,Offer price,Offer Type,Market Cap at Offer (M),Offer To 1st Open,Offer To 1st Close,Market cap,ADV,Bookrunner,listing_price,announce_price,discount,firstday_return,Broker_broad,Broker_core,abs_return,rel_return,holding,size,abs_pnl,rel_pnl
TGYM IM,2017-01-09,2017-01-10,2017-01-09,2017-01-10,TGYM IM,Technogym SpA,105.842,22.5,4.45,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild,REG S,Rule 144A",939.929,2.876408815,7.370790958,939.929,1.832602637635749,"['Goldman Sachs', 'Mediobanca']",4.5845,4.636,-0.04012079378774802,0.030224719101123565,True,True,0.030224719101123565,0.031058815511789017,1,366.5205275271498,11.07797998930373,11.383693445749334
PQR SM,2017-01-04,2017-01-05,2017-01-04,2017-01-05,PQR SM,Parques Reunidos Servicios Cen,120.065,8.0742,14.2,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild,REG S,Rule 144A",1215.1,2.253522396,4.612677574,1215.1,1.294551932952289,"['Deutsche Bank', 'Morgan Stanley']",14.6445,15.25,-0.06885245901639347,0.03130281690140846,True,True,0.03130281690140846,0.031619318384443984,1,258.9103865904578,8.10462442531398,8.18656994664316
NMC LN,2016-12-14,2016-12-16,2016-12-14,2016-12-16,NMC LN,NMC Health PLC,324.252,18.5714,1375.0,"ADDL,Primary Share Offering,Accelerated Bookbuild,REG S,Rule 144A",0.0,7.854545593,12.21818161,3313.2709,2.2700619337822157,"['HSBC', 'JP Morgan']",1447.96,1405.0,-0.02135231316725983,0.0530618181818181,True,True,0.10583999769804886,0.1032180369764919,2,454.01238675644316,48.05266996918761,46.86226732401189
CABK SM,2016-12-13,2016-12-14,2016-12-13,2016-12-14,CABK SM,CaixaBank SA,334.656,100.0,3.15,"ADDL,Secondary Share Offering,Accelerated Bookbuild,REG S,Rule 144A",19836.7,-0.6031776071,1.714282632,19836.7,54.84285630181108,"['JP Morgan', 'Morgan Stanley']",3.1448,3.27,-0.03669724770642202,-0.0016507936507935694,True,True,-0.0016507936507935694,0.006073098820265077,1,5000.0,-8.253968253967848,30.365494101325385
G24 GR,2016-12-12,2016-12-13,2016-12-12,2016-12-13,G24 GR,Scout24 AG,238.381,7.0,32.0,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild,REG S",3658.06,2.0,0.484375,3658.06,1.8339102048493243,"['Barclays', 'Credit Suisse', 'Goldman Sachs', 'JP Morgan']",32.1562,33.314,-0.03944287686858383,0.004881249999999948,True,True,0.004881249999999948,-0.0068720188779067826,1,366.78204096986485,1.7903548374841338,-2.5205331096220904
FUR NA,2016-12-12,2016-12-13,2016-12-12,2016-12-13,FUR NA,Fugro NV,195.755,12.6859,14.5,"ADDL,Secondary Share Offering,Accelerated Bookbuild,Rule 144A",1302.82,-0.5172413588,-2.551724195,1302.82,10.851843470569582,"['Goldman Sachs', 'Kempen & Co NV']",14.4955,15.51,-0.0651192778852353,-0.0003103448275861842,True,True,-0.0003103448275861842,-0.012063613705492915,1,2170.3686941139163,-0.6735626981732351,-26.1824895242854
SHOT SS,2016-11-29,2016-11-30,2016-11-29,2016-11-30,SHOT SS,Scandic Hotels Group AB,165.87,21.027,72.5,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild",809.341,0.3448275924,0.0,809.341,1.5790128352624362,"['Deutsche Bank', 'Morgan Stanley', 'SEB']",72.7632,77.0,-0.058441558441558406,0.003630344827586285,True,True,0.003630344827586285,-0.0007107271769424273,1,315.8025670524873,1.146472215837468,-0.22444946695238588
VM/ LN,2016-11-16,2016-11-17,2016-11-16,2016-11-17,VM/ LN,Virgin Money Holdings UK PLC,213.476,53.5962,320.0,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild",1769.26,-0.15625,0.71875,1769.26,4.336542992084566,"['Bank of America Merrill Lynch', 'Goldman Sachs']",319.606,338.5,-0.05465288035450522,-0.001231250000000017,True,True,-0.001231250000000017,-0.00632978421271746,1,867.3085984169134,-1.0678737118008395,-5.489876273813485
MOR GR,2016-11-15,2016-11-21,2016-11-15,2016-11-21,MOR GR,MorphoSys AG,123.829,2.6221,44.0,"ADDL,Primary Share Offering,Accelerated Bookbuild",1377.08,6.909090996,5.70909071,1377.08,7.5082620966309355,"['Deutsche Bank', 'JP Morgan']",46.7693,45.305,-0.02880476768568585,0.06293863636363639,True,True,0.011600000000000055,0.008134558776699663,3,1501.652419326187,17.419168064183854,12.215279867182119
NDX SS,2016-11-14,2016-11-15,2016-11-14,2016-11-15,NDX SS,Nordax Group AB,53.5197,10.0,49.0,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild",592.492,0.612244904,0.8163265586,592.492,1.5715080736215261,"['Carnegie', 'Morgan Stanley']",49.6564,51.75,-0.0531400966183575,0.013395918367346882,True,True,0.013395918367346882,0.010132545777044921,1,314.30161472430524,4.2103587735721035,3.1846754989931587
PSM GR,2016-11-03,2016-11-04,2016-11-03,2016-11-04,PSM GR,ProSiebenSat.1 Media SE,572.154,14.2028,36.25,"ADDL,Primary Share Offering,Accelerated Bookbuild,REG S,Rule 144A",9386.31,-2.068965435,-2.857931137,9386.31,36.83442246383893,"['Goldman Sachs', 'UniCredit']",35.2805,36.75,-0.013605442176870763,-0.026744827586206776,True,True,-0.026744827586206776,-0.020368481945226113,1,5000.0,-133.72413793103388,-101.84240972613057
SXX LN,2016-11-02,2016-11-28,2016-11-02,2016-11-28,SXX LN,Sirius Minerals PLC,409.689,1665.81,20.0,"ADDL,Primary Share Offering,Accelerated Bookbuild,Sub Sector Flag,REG S,Rule 144A",1036.71,2.5,-7.5,1036.71,8.58050132894514,"['JP Morgan', 'Liberum Capital Ltd']",20.0581,33.25,-0.3984962406015038,0.0029049999999999354,True,True,-0.03203109951898253,-0.029293969673470754,2,1716.100265789028,-54.968578398040734,-50.27138914265889
DANSKE DC,2016-11-01,2016-11-02,2016-11-01,2016-11-02,DANSKE DC,Danske Bank A/S,480.42,16.1635,200.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",29350.2,-0.4499999881,0.5500000119,29350.2,45.33377899999679,"['JP Morgan', 'Nordea Bank Abp']",200.509,206.7,-0.03241412675374933,0.0025450000000000195,True,True,0.0025450000000000195,0.016761959132031157,1,5000.0,12.725000000000097,83.80979566015579
FXPO LN,2016-10-27,2016-10-27,2016-10-27,2016-10-27,FXPO LN,Ferrexpo PLC,84.3381,63.0,110.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",787.99,0.9090909362,-5.454545498,787.99,2.2455826580112177,['JP Morgan'],126.3057,127.75,-0.13894324853228968,0.1482336363636363,True,True,-0.0463555790528174,-0.045280662405723704,2,449.1165316022436,-20.819056884614966,-20.336294048310734
NKT DC,2016-10-04,2016-10-10,2016-10-04,2016-10-10,NKT DC,NKT A/S,211.343,3.3852,415.0,"ADDL,Primary Share Offering,Secondary Share Offering,Accelerated Bookbuild,REG S,Rule 144A",1677.15,5.975903511,8.433734894,1677.15,7.004301913952609,"['Danske Bank', 'JP Morgan', 'Nordea Bank Abp']",438.3208,423.2,-0.01937618147448017,0.056194698795180686,True,True,0.08421117475897333,0.08187546989426964,3,1400.8603827905217,117.9680985080949,114.6961020972404
HSTG LN,2016-10-04,2016-10-05,2016-10-04,2016-10-05,HSTG LN,Hastings Group Holdings PLC,127.016,46.1714,216.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild,REG S,Rule 144A",1810.55,3.981481552,0.4166666567,1810.55,1.2233535920653085,"['Barclays', 'Credit Suisse', 'Goldman Sachs']",220.0452,228.5,-0.054704595185995575,0.018727777777777677,True,True,0.018727777777777677,0.019790659441418335,1,244.6707184130617,4.582138843169036,4.842194863400066
ABE SM,2016-10-03,2016-10-04,2016-10-03,2016-10-04,ABE SM,Abertis Infraestructuras SA,671.096,43.8265,13.65,"ADDL,Secondary Share Offering,Accelerated Bookbuild,REG S,Rule 144A",15165.3,0.219783023,0.9890137911,15165.3,28.120181351880976,"['Bank of America Merrill Lynch', 'JP Morgan', 'UBS']",13.7789,13.79,-0.01015228426395931,0.009443223443223348,True,True,0.009443223443223348,-0.0008952791414023054,1,5000.0,47.216117216116736,-4.476395707011527
SNH GR,2016-09-28,2016-09-29,2016-09-28,2016-09-29,SNH GR,Steinhoff International Holdin,623.276,110.0,5.055,"ADDL,Primary Share Offering,Accelerated Bookbuild",24101.3,2.354108334,1.760636449,24101.3,19.124728419089763,"['Bank of America Merrill Lynch', 'BNP Paribas', 'Citi', 'Commerzbank', 'Credit Agricole CIB', 'HSBC', 'JP Morgan', 'Natixis', 'Societe Generale', 'UniCredit']",5.2166,5.242,-0.03567340709652811,0.0319683481701285,True,True,0.009744923285808671,0.007167590808344171,3,3824.945683817953,37.273802261190944,27.41564552574927
CABK SM,2016-09-22,2016-09-23,2016-09-22,2016-09-23,CABK SM,CaixaBank SA,1484.45,585.0,2.26,"ADDL,Secondary Share Offering,Accelerated Bookbuild,REG S,Rule 144A",14997.4,-0.4424774647,-2.123893499,14997.4,40.487956627779305,"['JP Morgan', 'Morgan Stanley']",2.2665,2.346,-0.036658141517476706,0.0028761061946904753,True,True,0.0028761061946904753,0.009226685709647686,1,5000.0,14.380530973452377,46.13342854823843
VIE FP,2016-09-22,2016-09-23,2016-09-22,2016-09-23,VIE FP,Veolia Environnement SA,510.818,22.5,20.22,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild",12794.6,0.1483713537,3.395873136e-06,12794.6,36.61348879264573,"['Citi', 'Morgan Stanley']",20.2809,20.62,-0.019398642095053487,0.0030118694362017973,True,True,0.0030118694362017973,0.00936244895115923,1,5000.0,15.059347181008986,46.81224475579615
POLY LN,2016-09-22,2016-09-23,2016-09-22,2016-09-23,POLY LN,Polymetal International PLC,331.679,26.0,975.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild,REG S,Rule 144A",5401.11,0.2564102709,-0.7179487348,5401.11,14.235177741027382,"['Goldman Sachs', 'Morgan Stanley']",976.0421,1059.0,-0.07932011331444755,0.0010688205128204231,True,True,0.0010688205128204231,0.007419400027777634,1,2847.0355482054765,3.042969994650952,21.123295625439624
MONC IM,2016-09-22,2016-09-23,2016-09-22,2016-09-23,MONC IM,Moncler SpA,258.356,15.0,15.34,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild,REG S,Rule 144A",4309.09,-0.4563243389,-1.890483379,4309.09,13.868599034434862,['Goldman Sachs'],15.2556,15.62,-0.017925736235595346,-0.0055019556714471785,True,True,-0.0055019556714471785,0.0008486238435101434,1,2773.719806886973,-15.260883422507153,2.3538447633406356
LNZ AV,2016-09-19,2016-09-19,2016-09-19,2016-09-19,LNZ AV,Lenzing AG,144.194,1.33,97.0,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild",2878.47,1.030927777,-0.5051546097,2878.47,2.403155288871538,['JP Morgan'],105.7715,105.6,-0.08143939393939392,0.09042783505154639,True,True,0.005823970371448217,-0.003310957401080228,2,480.6310577743077,2.7991810400753843,-1.5913489579268627
RGU LN,2016-09-19,2016-09-20,2016-09-19,2016-09-20,RGU LN,Regus PLC,132.763,37.0,275.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",3337.37,-0.9454545379,-1.454545498,3337.37,6.170954430404952,['JP Morgan'],271.8669,289.8,-0.05106970324361637,-0.011393090909090908,True,True,-0.011393090909090908,-0.010230813384169424,1,1234.1908860809906,-14.061248964292187,-12.626776635937318
ASML NA,2016-09-07,2016-09-07,2016-09-07,2016-09-07,ASML NA,ASML Holding NV,670.586,6.2978,94.8,"ADDL,Secondary Share Offering,Accelerated Bookbuild,REG S,Rule 144A",46141.2,-0.3164589107,-2.257387161,46141.2,96.35638143433646,['Goldman Sachs'],96.3506,96.23,-0.014860230697287813,0.016356540084388138,True,True,-0.016605663795504877,-0.020730452845831526,2,5000.0,-83.02831897752438,-103.65226422915764
WPG LN,2016-09-06,2016-09-07,2016-09-06,2016-09-07,WPG LN,Worldpay Group Ltd,1324.75,350.0,282.0,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild,REG S,Rule 144A",7512.48,1.418439746,2.482269526,7512.48,22.430224669544774,"['Bank of America Merrill Lynch', 'Barclays', 'Goldman Sachs', 'Morgan Stanley']",285.2803,294.4,-0.04211956521739124,0.011632269503546233,True,True,0.011632269503546233,0.004629377146144753,1,4486.0449339089555,52.18288367624722,20.767593893616567
IBST LN,2016-09-01,2016-09-02,2016-09-01,2016-09-02,IBST LN,Ibstock PLC,94.0866,40.5,175.0,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild",945.699,-2.342857122,-4.0,945.699,2.260825766154869,"['JP Morgan', 'UBS']",170.1741,186.2,-0.06015037593984962,-0.027576571428571395,True,True,-0.027576571428571395,-0.04820630011035654,1,452.16515323097383,-12.469164645584879,-21.797209076097673
STMN SW,2016-08-30,2016-08-30,2016-08-30,2016-08-30,STMN SW,Straumann Holding AG,551.638,1.427,380.0,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild",6138.37,1.052631617,0.3947368562,6138.37,9.92935801959058,['JP Morgan'],403.9008,403.0,-0.05707196029776673,0.06289684210526314,True,True,0.009665195803879145,0.0020937901059974173,2,1985.8716039181163,19.193837893232125,4.157998316064974
TKTT FP,2016-07-28,2016-07-29,2016-07-28,2016-07-29,TKTT FP,Tarkett SA,112.034,3.5,28.9,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild",2039.75,0.8650532365,1.038063645,2039.75,1.23253237225349,['JP Morgan'],28.8907,30.5,-0.05245901639344264,-0.00032179930795850353,True,True,-0.00032179930795850353,-0.00863574691592861,1,246.50647445069802,-0.07932561288552516,-2.1287675264940504
COMH SS,2016-07-25,2016-07-26,2016-07-25,2016-07-26,COMH SS,Com Hem Holding AB,127.1,15.0,73.25,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild",1634.28,0.06825938821,-0.6825938821,1634.28,2.3153245142169645,['Morgan Stanley'],72.9339,74.65,-0.018754186202277423,-0.004315358361774768,True,True,-0.004315358361774768,-0.006225745080551182,1,463.06490284339293,-1.9982910005296564,-2.8829240408531644
BWO AV,2016-07-19,2016-07-19,2016-07-19,2016-07-19,BWO AV,BUWOG Group GmbH,412.612,18.5,20.25,"ADDL,Secondary Share Offering,Accelerated Bookbuild,REG S,Rule 144A",2225.28,1.728395104,2.543209791,2225.28,11.29531438363028,['Goldman Sachs'],21.609,21.685,-0.06617477519022363,0.06711111111111112,True,True,0.03830224636743895,0.029139135406829553,4,2259.0628767260564,86.52718286389678,65.82713905746246
KGX GR,2016-07-18,2016-07-20,2016-07-18,2016-07-20,KGX GR,KION Group AG,508.482,9.89,46.44,"ADDL,Primary Share Offering,Accelerated Bookbuild,REG S",0.0,5.620158195,4.952630043,5178.9807,15.289307273689417,['Goldman Sachs'],49.1692,47.3,-0.018181818181818188,0.05876830318690773,True,True,0.06112423376575693,0.046657297718642576,4,3057.8614547378834,186.90943838269592,142.6715522760669
AA/ LN,2016-07-13,2016-07-13,2016-07-13,2016-07-13,AA/ LN,AA PLC,238.712,78.6747,230.0,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild,REG S,Rule 144A",1847.29,4.347826004,4.347826004,1847.29,7.301024716447383,"['Goldman Sachs', 'Liberum Capital Ltd']",230.3422,250.2,-0.08073541167066345,0.001487826086956412,True,True,0.001487826086956412,0.003976371958015701,1,1460.2049432894767,2.1725310069287915,5.8063179894521815
ABE SM,2016-06-28,2016-06-29,2016-06-28,2016-06-29,ABE SM,Abertis Infraestructuras SA,900.365,69.3267,11.75,"ADDL,Secondary Share Offering,Accelerated Bookbuild",12862.4,10.17021275,12.34042549,12862.4,32.72149744822698,"['JP Morgan', 'Bank of America Merrill Lynch', 'UBS']",12.5595,12.895,-0.08879410624272976,0.06889361702127661,True,True,0.06889361702127661,0.042246718334590705,1,5000.0,344.46808510638306,211.23359167295354
AM FP,2016-06-09,2016-06-10,2016-06-09,2016-06-10,AM FP,Dassault Aviation SA,887.342,0.8252,950.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild,Block,REG S,Rule 144A",9773.94,3.078947306,0.1052631587,9773.94,2.469312576960668,"['BNP Paribas', 'Deutsche Bank', 'Goldman Sachs', 'JP Morgan', 'Bank of America Merrill Lynch']",982.5991,970.0,-0.020618556701030966,0.034314842105263255,True,True,0.034314842105263255,0.06038349983034452,1,493.8625153921337,16.946814237389212,29.821147114394424
INVP LN,2016-06-02,2016-06-06,2016-06-02,2016-06-06,INVP LN,Investec PLC,199.646,30.87,448.0,"ADDL,Primary Share Offering,Accelerated Bookbuild,Rule 144A",4192.69,5.691964149,6.09375,4192.69,11.147825231584468,['JP Morgan'],467.3297,447.3,0.0015649452269170805,0.043146651785714196,True,True,0.06539256664776949,0.05765804955240594,3,2229.565046316894,145.79698088681477,128.55237192085173
ABLX BB,2016-06-01,2016-06-06,2016-06-01,2016-06-06,ABLX BB,Ablynx NV,82.857,5.5337,13.4,"ADDL,Primary Share Offering,Accelerated Bookbuild",0.0,0.447764039,2.84678913e-06,884.2233,1.6486366745690808,"['Jefferies', 'JP Morgan', 'KBC Group']",13.4879,14.3,-0.06293706293706292,0.006559701492537373,True,True,0.0001716417910448964,0.0026463472029636392,4,329.7273349138162,0.056594990321067816,0.8725730104898326
1684417D LN,2016-05-27,2016-06-01,2016-05-27,2016-06-01,1684417D LN,Phoenix Group Holdings,283.755,22.542,860.0,"ADDL,Primary Share Offering,Accelerated Bookbuild,REG S,Rule 144A",0.0,1.569767475,1.279069781,2906.8813,5.388381742914917,"['HSBC', 'JP Morgan']",872.0988,881.0,-0.023836549375709448,0.014068372093023251,True,True,0.00862560646809496,0.030517675344305717,3,1077.6763485829836,9.295612082850342,32.88817693229233
DOM SS,2016-05-26,2016-05-27,2016-05-26,2016-05-27,DOM SS,Dometic Group AB,187.245,29.5833,52.5,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild",1865.92,2.8571429249999998,4.190476418,1865.92,3.0190070226666212,"['Carnegie', 'Morgan Stanley']",53.3661,55.45,-0.053201082055906235,0.016497142857142988,True,True,0.016497142857142988,0.014129997660298654,1,603.8014045333243,9.960998027929834,8.531712433340914
EVK GR,2016-05-23,2016-05-24,2016-05-23,2016-05-24,EVK GR,Evonik Industries AG,564.652,19.7531,25.5,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild",13320.8,2.850980282,3.921568632,13320.8,23.2011158196286,['JP Morgan'],25.6524,26.4,-0.03409090909090906,0.00597647058823525,True,True,0.00597647058823525,-0.020341920917869682,1,4640.223163925721,27.732157262049984,-94.39105264184406
BRAV SS,2016-05-17,2016-05-18,2016-05-17,2016-05-18,BRAV SS,Bravida Holding AB,137.62,22.0,51.5,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild",1390.09,1.941747546,0.9708737731,1390.09,1.553723929831167,"['Morgan Stanley', 'Nordea Bank Abp']",51.8542,53.75,-0.041860465116279055,0.006877669902912498,True,True,0.006877669902912498,0.0006355193901645961,1,310.7447859662334,2.1372000619269493,0.1974843368740886
NOKIA FH,2016-05-16,2016-05-16,2016-05-16,2016-05-16,NOKIA FH,Nokia Oyj,300.155,59.2768,4.47,"ADDL,Secondary Share Offering,Accelerated Bookbuild",0.0,2.460855007,1.52125752,30366.9817,129.2030934315524,['JP Morgan'],4.5814,4.594,-0.026991728341314913,0.024921700223713872,True,True,0.024921700223713872,0.026693988267872282,1,5000.0,124.60850111856936,133.4699413393614
VIFN SW,2016-05-10,2016-05-10,2016-05-10,2016-05-10,VIFN SW,Vifor Pharma AG,444.672,0.32,1355.0,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild",9032.41,0.0,-0.8856088519,9032.41,23.33045157382672,['Morgan Stanley'],1476.255,1470.0,-0.07823129251700678,0.08948708487084889,True,True,0.08948708487084889,0.08165848850366952,1,4666.090314765344,417.55482001245235,381.0258823253496
CNA LN,2016-05-05,2016-05-05,2016-05-05,2016-05-05,CNA LN,Centrica PLC,1014.16,350.0,200.0,"ADDL,Primary Share Offering,Accelerated Bookbuild,REG S,Rule 144A",15721.1,4.150000095,4.949999809,15721.1,43.27149443735172,"['Goldman Sachs', 'UBS']",209.7323,208.5,-0.04076738609112707,0.048661500000000135,True,True,0.048661500000000135,0.048117050829434405,1,5000.0,243.3075000000007,240.585254147172
SGO FP,2016-05-03,2016-05-04,2016-05-03,2016-05-04,SGO FP,Cie de Saint-Gobain,1331.37,30.0,38.5,"ADDL,Secondary Share Offering,Accelerated Bookbuild,REG S,Rule 144A",24894.4,0.0,-0.02597402595,24894.4,73.4173083451954,"['BNP Paribas', 'Goldman Sachs']",38.3956,39.495,-0.025193062412963596,-0.0027116883116882207,True,True,-0.0027116883116882207,0.0092074832302389,1,5000.0,-13.558441558441103,46.0374161511945
THULE SS,2016-04-27,2016-04-28,2016-04-27,2016-04-28,THULE SS,Thule Group AB,145.554,10.6088,111.0,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild",1388.76,4.279279232,4.05405426,1388.76,2.377626619593989,"['Goldman Sachs', 'Nordea Bank Abp']",115.2306,113.0,-0.017699115044247815,0.03811351351351355,True,True,0.03811351351351355,0.039710738175940286,1,475.5253239187977,18.123940859197006,18.88346163416857
NN NA,2016-04-14,2016-04-15,2016-04-14,2016-04-15,NN NA,NN Group NV,1552.15,45.7,30.15,"ADDL,Secondary Share Offering,Accelerated Bookbuild",11328.8,-1.29353106,-0.5140949488,11328.8,27.93609661139142,"['ING Groep', 'Citi', 'Commerzbank', 'Credit Suisse', 'HSBC', 'JP Morgan', 'KBC Group', 'Mediobanca', 'UBS']",30.0192,30.73,-0.018874064432151005,-0.004338308457711326,True,True,-0.004338308457711326,-0.0022081881647217916,1,5000.0,-21.691542288556633,-11.040940823608958
WPG LN,2016-04-06,2016-04-07,2016-04-06,2016-04-07,WPG LN,Worldpay Group Ltd,1045.12,275.0,269.0,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild",7568.58,1.784386635,2.862453461,7568.58,30.117692730139748,"['Goldman Sachs', 'Bank of America Merrill Lynch', 'Morgan Stanley', 'Barclays']",275.3595,282.8,-0.04879773691654887,0.023641263940520574,True,True,0.023641263940520574,0.03663037494775234,1,5000.0,118.20631970260287,183.1518747387617
IMCD NA,2016-03-21,2016-03-21,2016-03-21,2016-03-21,IMCD NA,IMCD NV,146.799,4.176,31.25,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild,REG S,Rule 144A",1848.78,-0.7839999795,2.063999891,1848.78,1.1540332729108276,"['Deutsche Bank', 'Goldman Sachs']",32.7463,32.675,-0.04361132364192799,0.04788159999999997,True,True,0.006483419545746827,0.009088014948860135,2,230.80665458216555,1.4964163756064486,2.097574327139118
BWO AV,2016-03-09,2016-03-10,2016-03-09,2016-03-10,BWO AV,BUWOG Group GmbH,188.596,10.0,17.1,"ADDL,Secondary Share Offering,Accelerated Bookbuild,Block",1881.69,6.432745934,9.999997139,1881.69,3.29978266322925,"['Barclays', 'Deutsche Bank', 'JP Morgan']",18.0137,18.765,-0.08872901678657075,0.05343274853801172,True,True,0.05343274853801172,0.0684849005979018,1,659.9565326458501,35.26329145488383,45.19705753718698
SPM IM,2016-03-07,2016-03-07,2016-03-07,2016-03-07,SPM IM,Saipem SpA,300.873,700.0,0.39,"ADDL,Secondary Share Offering,Accelerated Bookbuild",4362.62,3.667978262e-06,-6.948714733,4362.62,47.687332203949,"['Citi', 'Deutsche Bank', 'Goldman Sachs', 'JP Morgan', 'Mediobanca', 'UniCredit']",0.4164,0.4258,-0.08407703147017376,0.06769230769230772,True,True,-0.05924116848453487,-0.0638756718245691,12,5000.0,-296.2058424226743,-319.3783591228455
LOOMB SS,2016-03-02,2016-03-02,2016-03-02,2016-03-02,LOOMB SS,Loomis AB,278.801,9.6577,249.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild,REG S,Rule 144A",0.0,-4.136546135,-6.74698782,2452.4813,4.67983761588062,['Goldman Sachs'],284.7702,281.0,-0.11387900355871883,0.14365542168674694,True,True,-0.058896991984428104,-0.062486997443026326,2,935.9675231761241,-55.12567171018921,-58.48580022746215
MOWI NO,2016-03-01,2016-03-02,2016-03-01,2016-03-02,MOWI NO,Mowi ASA,510.298,37.8,117.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",6076.14,0.8547008634,-0.5982906222,6076.14,33.16694519345426,['Morgan Stanley'],118.4861,126.0,-0.0714285714285714,0.012701709401709449,True,True,0.012701709401709449,0.004108035013528966,1,5000.0,63.50854700854725,20.540175067644828
THULE SS,2016-02-23,2016-02-23,2016-02-23,2016-02-23,THULE SS,Thule Group AB,233.313,18.6734,106.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild,REG S,Rule 144A",1262.39,0.0,-0.9433962107,1262.39,1.8311545359934536,"['Goldman Sachs', 'Nordea Bank Abp']",106.0854,106.0,0.0,0.0008056603773585191,True,True,0.0008056603773585191,0.016665042566996302,1,366.2309071986907,0.29505773089404996,6.103253657815853
REC IM,2016-02-22,2016-02-22,2016-02-22,2016-02-22,REC IM,Recordati SpA,159.692,6.6885,21.65,"ADDL,Secondary Share Offering,Accelerated Bookbuild",4992.99,0.04619114101,-2.309467077,4992.99,8.978492339460693,['Morgan Stanley'],23.263,23.21,-0.06721240844463605,0.0745034642032334,True,True,-0.01116463365885978,-0.01461973276834394,2,1795.698467892139,-20.04831555579151,-26.252631733107712
GLPG NA,2016-02-22,2016-02-22,2016-02-22,2016-02-22,GLPG NA,Galapagos NV,95.8925,2.3501,37.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild,REG S,Rule 144A",1870.32,4.05405426,1.810810804,1870.32,13.44760869302996,['Goldman Sachs'],40.2718,40.185,-0.0792584297623492,0.0884270270270271,True,True,-0.019267567567567423,0.0010331794161382302,3,1917.8500000000001,-36.952304459459185,1.981483143240705
FP FP,2016-02-16,2016-02-17,2016-02-16,2016-02-17,FP FP,TOTAL SA,724.635,17.1,38.05,"ADDL,Secondary Share Offering,Accelerated Bookbuild,REG S",0.0,3.810777426,3.942183495,105973.0009,411.9130773086562,"['Bank of America Merrill Lynch', 'Morgan Stanley']",38.579,38.775,-0.01869761444229534,0.013902759526938313,True,True,0.013902759526938313,-0.013198606529362555,1,5000.0,69.51379763469157,-65.99303264681278
GMAB DC,2016-02-04,2016-02-04,2016-02-04,2016-02-04,GMAB DC,Genmab A/S,192.066,1.7,753.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild,REG S,Rule 144A",6725.85,-1.726427674,-0.3984063864,6725.85,39.918908313656054,['Goldman Sachs'],808.4653,801.0,-0.05992509363295884,0.07365909694555106,True,True,-0.0001555112881806986,0.006605530828021511,2,3841.32,-0.5973686215142812,25.37395768029559
NN NA,2016-01-05,2016-01-06,2016-01-05,2016-01-06,NN NA,NN Group NV,1099.32,33.0,31.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",11111.5,1.90322578,3.548387051,11111.5,29.285769544823157,"['ING Groep', 'Bank of America Merrill Lynch', 'Banco Bilbao Vizcaya Argentaria', 'Citi', 'Commerzbank', 'Deutsche Bank', 'JP Morgan', 'KBC Group', 'UBS']",31.9724,31.2,-0.0064102564102563875,0.03136774193548386,True,True,0.03136774193548386,0.043542027101358016,1,5000.0,156.8387096774193,217.7101355067901
