,ITicker,Cusip,STicker,Name,Country,Currency_,OneTenth,SecType,ExchCtry,Exchange,Code
2375,ASF,45778Q10,NSP,INSPERITY INC,NA,USD,,S,NA,A,949
2376,ASFB,04490320,ASFBY,ASIA FIBER PCL,FT,USD,0,A,NA,U,950
2377,ASFC,04626510,AF,ASTORIA FINANCIAL CORP,NA,USD,0,S,NA,A,951
2378,ASFD,05266E10,ASFD,AUTHENTIC SPECIALTY FOODS,NA,USD,0,S,NA,F,952
2379,ASFE,53224B10,LSFG,LIFESTORE FINANCIAL GROUP INC,NA,USD,0,S,NA,U,953
2380,ASFG,55277Q20,MAMSD,MAM SOFTWARE GROUP INC,NA,USD,,S,NA,F,67714
2381,ASFI,04622010,ASFI,ASTA FUNDING INC.,NA,USD,0,S,NA,S,954
2382,ASFL,02941H30,ASFL,AMERN SAVINGS FL,NA,USD,0,S,NA,F,955
2383,ASFN,41162R20,HBTC,HARBOURTON CAPITAL GROUP INC,NA,USD,0,S,NA,U,956
2384,ASFT,92491410,VRCC,VERTICAL COMMUNICATIONS INC,NA,USD,0,S,NA,U,957
2385,ASFX,02944130,ASFX,AMERICAN SCIENTI,NA,USD,,S,NA,U,69160
2386,ASFZ,04600820,ASFZ,ASSOCIATES FIRST,NA,USD,,S,NA,U,69161
2387,ASG,52990010,ASG,LIBERTY GROWTH F,NA,USD,,U,NA,A,64182
2388,ASGM,0539061X,ASM,AVINO SILVER & GOLD MINES LTD,NC,USD,0,D,NA,B,69596
2389,ASGN,00191U10,ASGN,ASGN INC,NA,USD,0,S,NA,A,958
2390,ASGR,02364L10,ASGR,AMERICA SVC GROUP INC,NA,USD,0,S,NA,F,959
2391,ASGT,86886110,SGTPY,SURGUTNEFTEGAZ PAO,ER,USD,0,A,NA,U,960
2392,ASH,04418610,ASH,ASHLAND GLOBAL HOLDINGS INC,NA,USD,0,S,NA,A,961
2393,ASH1,29271T10,EGAS,ENERGY SEARCH INC,NA,USD,0,S,NA,H,962
2394,ASHA,58175910,MCLN,MCLAREN PERFORMANCE TECH,NA,USD,0,S,NA,U,963
2395,ASHB,05287720,ASI,AUTO. SECURITY,EX,USD,0,S,NA,A,964
2396,ASHC,03073E10,ABC,AMERISOURCEBERGEN CORP,NA,USD,,S,NA,A,965
2397,ASHE,04362T10,ASHE,ASCHE TRANSPORTATION SVCS.,NA,USD,0,S,NA,F,966
2398,ASHF,04409310,ASFD,ASHFORD.COM INC,NA,USD,0,S,NA,F,967
2399,ASHG,04369310,ASHG,ASH GROVE CEMENT,NA,USD,,S,NA,U,69597
2400,ASHI,16945B10,CYIP,CHINA YILI PETRO,NA,USD,,S,NA,G,67920
2401,ASI,00941710,ANS,AIRNET SYSTEM INC.,NA,USD,0,S,NA,B,968
2402,ASIA,04518A10,ASIA,ASIAINFO-LINKAGE INC,NA,USD,0,S,NA,S,969
2403,ASIG,N0551510,ASIG,ANSALDO SIGNAL NV,NA,USD,0,S,NA,F,970
2404,ASII,05288710,ASII,AUTOMATED SYS,NA,USD,0,S,NA,X,971
2405,ASIL,01387610,ASIL,ALCOHOL SENSORS,NA,USD,,S,NA,U,72586
2406,ASIN,28473M10,ESYS,ELECSYS CORP,NA,USD,0,S,NA,F,972
2407,ASIP,03272120,ASIP,ANANGEL-AMERICAN SHIPHOLDING,EL,USD,0,A,NA,F,973
2408,ASIQ,00214P10,IPTK,ASIP TECH,NA,USD,,S,NA,U,69598
2409,ASIS,00206F10,ASIS,ASI SOLUTIONS INC,NA,USD,0,S,NA,F,974
2410,ASIT,03634010,ASCT,ANSCOTT INDUST,NA,USD,,S,NA,U,66616
2411,ASIX,00773T10,ASIX,ADVANSIX INC,NA,USD,0,S,NA,A,77392
2412,ASJP,04537Q10,ASJP,ASPIRE JAPAN INC,NA,USD,,S,NA,U,69599
2413,ASK,04517710,ASH,ASKIN SVC CORP,NA,USD,0,S,NA,X,975
2414,ASKE,01175840,ASKE,ALASKA PACIFIC,NA,USD,,S,NA,G,75199
2415,ASKI,00190310,ASKI,ASK GROUP,NA,USD,0,S,NA,F,976
2416,ASKJ,04517410,ASKJ,ASK JEEVES INC.,NA,USD,0,S,NA,F,977
2417,ASL,04374320,ASL,ASHANTI GOLDFIELDS,NA,USD,0,S,NA,A,978
2418,ASLN,04522R10,ASLN,ASLAN PHARMACEUTICALS LTD,FS,USD,0,A,NA,F,77693
2419,ASM,04341110,ASM,ASAMERA INC,NA,USD,0,S,NA,X,979
2420,ASM2,05266110,ASM,AUTHENTIC FITNESS CORP,NA,USD,0,S,NA,A,980
2421,ASMB,03218220,AMSBY,AMSTEEL CORP BHD,FM,USD,0,A,NA,U,981
2422,ASME,05210120,ASMFQ,AUSAM ENERGY COR,NC,USD,,S,NA,U,73917
2423,ASMI,N0704510,ASMIY,ASM INTERNATIONAL NV,EN,EUR,0,D,NA,S,982
2424,ASML,N0705921,ASML,ASML HOLDING NV,EN,USD,0,A,NA,S,983
2425,ASN,45171310,IKN,IKON OFFICE SOLUTIONS INC,NA,USD,,,NA,A,984
2426,ASND,04349110,ASND,ASCEND COMMUNICATIONS INC,NA,USD,0,S,NA,F,985
2427,ASNI,21870T10,ZLUS,CORESTREAM ENERG,NA,USD,,S,NA,U,66617
2428,ASNS,04287310,ASNS,ARSANIS INC,NA,USD,0,S,NA,F,77571
2429,ASNT,04341210,ASNL,ASANTE TECHNOLOGIES INC,NA,USD,0,S,NA,U,986
2430,ASO,03216510,ASO,AMSOUTH BANCORPORATION,NA,USD,0,S,NA,A,987
2431,ASOW,72940R10,PSTI,PLURISTEM THERAPEUTICS INC,NA,USD,0,S,NA,H,41786
2432,ASP,03009810,ASP,AMERICAN STRATEG,NA,USD,,U,NA,A,69600
2433,ASPB,50125R10,KURU,KUN RUN,NC,USD,,S,NA,U,68748
2434,ASPC,45684610,INGEQ,INGENUUS CORPORATION,NA,USD,0,S,NA,U,988
2435,ASPM,04523510,ASPM,ASPECT MEDICAL SYSTEMS,NA,USD,0,S,NA,F,989
2436,ASPN,29358Y10,ENSV,ENSERVCO CORP,NA,USD,0,S,NA,U,66618
2437,ASPS,L0175J10,ASPS,ALTISOURCE PORTFOLIO SOLUTINS SA,EL,USD,0,S,NA,S,76511
2438,ASPT,04523Q10,ASPT,ASPECT COMMUNICATIONS INC,NA,USD,0,S,NA,F,990
2439,ASPU,04530L20,ASPU,ASPEN GROUP INC,NA,USD,0,S,NA,U,76140
2440,ASPV,04538T10,ASPV,ASPREVA PHARMACEUTICALS CORP,NC,USD,0,S,NA,F,74399
2441,ASPX,05211610,ASPXQ,AUSPEX SYSTEMS INCORPORATED,NA,USD,0,S,NA,U,991
2442,ASR,00193220,ASR,ASR INVESTMENTS,NA,USD,,S,NA,B,992
2443,ASR9,03217210,N/A,AMSTAR CORP,NA,USD,0,S,NA,X,993
2444,ASRC,02956940,ARSC,BITCOIN CRYPTO,NA,USD,,S,NA,U,73712
2445,ASRD,G0585R10,AGO,ASSURED GUARANTY LTD,NA,USD,0,S,NA,A,15035
2446,ASRM,87609C10,TRGD,TARA GOLD RESOUR,NA,USD,,S,NA,U,69601
2447,ASRN,14675810,CWBYF,CARTHEW BAY TECH,NC,USD,,S,NA,U,72587
2448,ASST,04632110,ASST,ASTRA CORP,NA,USD,0,S,NA,X,994
2449,AST,02971710,AST,AMERN STANDARD,NA,USD,0,S,NA,X,995
2450,ASTA,00190710,ASTA,AST RESH INC,NA,USD,0,S,NA,F,996
2451,ASTE,04622410,ASTE,ASTEC INDUSTRIES INC,NA,USD,0,S,NA,S,997
2452,ASTF,55340910,MPS,MPS GROUP INC,NA,USD,0,S,NA,A,998
2453,ASTH,G0532010,ASHTF,ASHTEAD GROUP PLC,EX,BPN,0,D,NA,U,72588
2454,ASTI,79604V10,SAMC,SAMSONITE CORPORATION,NA,USD,0,S,NA,U,999
2455,ASTL,Y0251610,ASTSF,ASE TEST LIMITED,FA,USD,0,S,NA,F,1000
2456,ASTM,92346J10,VCEL,VERICEL CORP,NA,USD,0,S,NA,H,1001
2457,ASTN,92660P30,VIFI,VIE FINANCIAL GROUP INC,NA,,0,S,NA,U,66619
2458,ASTQ,04363550,ASTI,ASCENT SOLAR TECHNOLOGIES INC,NA,USD,0,S,NA,F,60450
2459,ASTR,04646510,ASTZ,ASTROSYSTEMS INC,NA,USD,,S,NA,U,1002
2460,ASTS,02989710,ASTS,AMER STS LIFE,NA,USD,0,S,NA,X,1003
2461,ASTT,00208B20,ASTTY,ASAT HOLDINGS,FH,USD,0,A,NA,U,1004
2462,ASTV,16937U10,CGND,JACKSAM CORP,NA,USD,,S,NA,U,68316
2463,ASTX,03823610,ASTX,APPLIED SCIENCE & TECHNOLOGY INC,NA,USD,0,S,NA,F,1005
2464,ASU,92886910,VON,VONS COMPANIES,NA,USD,,S,NA,A,1006
2465,ASUE,04621U10,ASURF,ASSURE ENERGY,NA,USD,,S,NA,U,72589
2466,ASUR,40051E20,ASR,GRUPO AEROPORTUARIO DEL SURESTE,LM,USD,0,A,NA,A,14226
2467,ASV,05318610,ASV,AUTOM SWITCH,NA,USD,0,S,NA,X,1007
2468,ASVI,00196310,ASVI,ASV INC,NA,USD,0,S,NA,F,1008
2469,ASVP,03025830,ASVPQ,AMERICAN TONERSE,NA,USD,,S,NA,G,75323
2470,ASWR,40281L1X,ASWRF,GUNGNIR RESOURCES INC,NC,CAD,0,D,NA,U,73657
2471,ASWX,00504E10,ASWX,ACTIVE SOFTWARE INCORPORATED,NA,USD,0,S,NA,F,1009
2472,ASX,02986110,ASX,AMERICAN STATES FINANCIAL CORP,NA,USD,0,S,NA,A,1010
2473,ASXF,Q0604U10,ASXFF,ASX LTD,AA,AUD,0,D,NA,U,74251
2474,ASXI,65056Q10,NWXJ,NEWAX,NA,USD,,S,NA,U,69602
2475,ASY,00754710,ASY,ADVANCED SYSTEMS,NA,USD,0,S,NA,X,1011
2476,ASYI,02146M20,ALYI,ALTERNET SYSTEMS,NA,USD,,S,NA,U,72237
2477,ASYK,04649410,ASYKY,ASYA KATILIM BAN,ET,USD,,A,NA,U,68682
2478,ASYM,18681S10,CLKS,CLICK2LEARN INC,NA,USD,0,S,NA,F,1012
2479,ASYS,03233250,ASYS,AMTECH SYS INC,NA,USD,0,S,NA,S,1013
2480,ASYT,04648X10,ASYTQ,ASYST TECHNOLOGIES INC,NA,USD,0,S,NA,U,1014
2481,ASZ,03008710,ASZ,AM STERILIZER,NA,USD,0,S,NA,X,1015
2482,ASZ1,03216110,ASZ,AMSCO INTL INC,NA,USD,,S,NA,A,1016
2483,AT,02003910,AT,ALLTEL CORPORATION,NA,USD,0,S,NA,A,1017
2484,AT0O,00208K10,ATCM,AT COMM CORPORAT,NA,USD,,S,NA,U,69604
2485,AT0Q,82920N10,SMEV,SIMULATED ENVIRONMENT CONCEPTS I,NA,USD,0,S,NA,U,69605
2486,AT1,00846U10,A,AGILENT TECHNOLOGIES INC,NA,USD,,S,NA,A,1018
2487,ATA,29382L10,ETAD,ENTRADE INC,NA,USD,0,S,NA,U,1019
2488,ATAA,02401310,AAT,AMERICAN ASSETS TRUST INC,NA,USD,,S,NA,A,75423
2489,ATAC,00211W10,ATAC,ATC TECHNOLOGY CORP,NA,USD,0,S,NA,F,1020
2490,ATAI,00211V10,ATAI,ATA INC,FC,USD,0,A,NA,F,72590
2491,ATAM,04929810,ATLS,ATLAS ENERGY INC,NA,USD,0,S,NA,F,15098
2492,ATAN,G6063010,MFCB,MFC BANCORP LTD,EZ,USD,0,S,NA,A,1021
2493,ATB,G0489910,ATB,ARLINGTON TANKERS LTD,NA,USD,0,S,NA,A,64170
2494,ATBC,04822110,ATBC,ATLANTIC BANCGRO,NA,USD,,S,NA,U,68461
2495,ATC,04869410,ATC,ATLANTIC METROP,NA,USD,0,S,NA,X,1022
2496,ATC1,04651510,ATC,ATARI CORP,NA,USD,,S,NA,B,1023
2497,ATCE,00206710,ATCS,ATC GROUP SERVICES INC,NA,USD,0,S,NA,F,1024
2498,ATCH,00951E10,ATCH,WAXESS HOLDINGS INC,NA,USD,0,S,NA,U,75693
2499,ATCI,05329H10,ATCI,AUTONOMOUS TECHNOLOGIES CORP,NA,USD,0,S,NA,F,1025
2500,ATCM,03018710,ATCM,AMERN TV & COMM,NA,USD,0,S,NA,X,1026
2501,ATCO,04680810,ATCO,ATCOR INC,NA,USD,0,S,NA,X,1027
2502,ATCP,50213V10,LRAD,LRAD CORP,NA,USD,0,S,NA,H,1028
2503,ATCR,04963C20,ATRC,ATRICURE INC,NA,USD,0,S,NA,F,19531
2504,ATCT,00760B10,AGIS,AEGIS COMMUNICATIONS GROUP INC,NA,USD,0,S,NA,U,1029
2505,ATCV,03029010,ATVC,AMERN TRAVELLERS,NA,USD,0,S,NA,F,1030
2506,ATDP,G1124Q10,ATDPF,BIOSEEK,NA,USD,,D,NA,U,74277
2507,ATE,04890310,ATE,ATLANTIC ENERGY INC NJ,NA,USD,0,S,NA,A,1031
2508,ATEA,04622E20,ATEA,ASTEA INTERNATIONAL INC,NA,NOK,,S,NA,H,1032
2509,ATEC,00206210,EVZZ,AT&E CORP,NA,USD,0,S,NA,U,1033
2510,ATEI,00836310,AGCH,AG CHEMICAL EQUIPTMENT,NA,USD,0,S,NA,F,1034
2511,ATEK,63632810,NHCR,NATIONAL HEALTHC,NA,USD,,S,NA,F,69606
2512,ATEL,00792310,ATEL,ADV TELECOMMS,NA,USD,0,S,NA,X,1035
2513,ATEM,03015110,ATEL,AMERN TELECAST,NA,USD,,S,NA,U,1036
2514,ATEN,04592010,ATEN,@ENTERTAINMENT INC,NA,USD,0,S,NA,F,1037
2515,ATF,04516T10,GRR,ASIA TIGERS FUND,NA,USD,,S,NA,A,64722
2516,ATFS,02209W10,ATFS,ALTRUST FINANCIA,NA,USD,,S,NA,U,69607
2517,ATGC,00206P10,ATGCQ,ATG INC,NA,USD,0,S,NA,U,1038
2518,ATGI,98906U30,ZNNC,ZANN,NA,USD,,S,NA,U,69608
2519,ATGN,02148910,ATGN,ALTIGEN COMMUNICATIONS INC,NA,USD,0,S,NA,U,1039
2520,ATGS,05277X10,ATGSY,AUTOGRILL,EI,EUR,,A,NA,U,74342
2521,ATGU,90470J10,UNSI,UNIFIED SIGNAL,NA,USD,,S,NA,U,69609
2522,ATH,04748310,ATH,ATHLONE INDUSTRIES INC,NA,USD,0,S,NA,A,1040
2523,ATHI,03675210,ANTM,ANTHEM INC,NA,USD,0,S,NA,A,14348
2524,ATHJ,03718310,ATHJY,ANTISENSE THERAP,AA,AUD,,A,NA,U,69162
2525,ATHL,01956010,ATHLY,ALLIED TELESIS H,FJ,JPY,,A,NA,U,69163
2526,ATHM,04591910,ATHMQ,AT HOME CORP,NA,USD,0,S,NA,U,1041
2527,ATHN,04685410,ATHN,ATHENA NEUROSCIE,NA,USD,0,S,NA,F,1042
2528,ATHR,04743P10,ATHR,ATHEROS COMMUNICATIONS INC.,NA,USD,0,S,NA,F,14973
2529,ATHY,03828R10,ATHYQ,APPLIEDTHEORY CORPORATION,NA,USD,0,S,NA,U,1043
2530,ATI,00207510,ATI,ATI MED INC,NA,USD,0,S,NA,X,1044
2531,ATK,68557N10,OA,ORBITAL ATK INC,NA,USD,0,S,NA,A,1045
2532,ATKM,04681410,ATKM,ATEK METALS CTR,NA,USD,0,S,NA,F,1046
2533,ATKN,04762010,ATKN,ATKINSON GUY F,NA,USD,,S,NA,F,1047
2534,ATKR,04764910,ATKR,ATKORE INTERNATIONAL GROUP INC,NA,USD,0,S,NA,A,77244
2535,ATL2,04916420,AAWW,ATLAS AIR WORLDWIDE HOLDINGS INC,NA,USD,0,S,NA,S,1048
2536,ATLB,14007110,CAPX,CAPITAL CROSSING BANK,NA,USD,0,S,NA,F,1049
2537,ATLF,04853510,ATLF,ATLAN FINL FED,NA,USD,0,S,NA,U,1050
2538,ATLH,04747710,ATHL,ATHLON ENERGY INC,NA,USD,0,S,NA,A,76085
2539,ATLI,02503U10,APRJ,AMER CAP PARTNER,NA,USD,,S,NA,U,69610
2540,ATLJ,04517H10,ATLJ,ASIA TELECOM,NA,USD,,S,NA,U,69611
2541,ATLO,03100110,ATLO,AMES NATIONAL CORP,NA,USD,0,S,NA,H,66299
2542,ATLP,00207M10,ATLP,ATL PRODUCTS INC 'A',NA,USD,0,S,NA,F,1051
2543,ATLS,04649910,ATL,ATALANTA/SOSNOFF,NA,USD,0,S,NA,A,1052
2544,ATLT,04943110,ATLT,ATLAS TECHNOLOGY INTERNATIONAL I,NA,USD,0,S,NA,U,77526
2545,ATM,03673210,ATM,ANTHEM ELECTRS,NA,USD,0,S,NA,A,1053
2546,ATMA,00389L10,ACCA,ACACIA DIVERSIFI,NA,USD,,S,NA,U,69612
2547,ATMH,05278C10,ATHM,AUTOHOME INC,FC,CNY,0,A,NA,A,76251
2548,ATMI,00207R10,ATMI,ATMI INC,NA,USD,0,S,NA,S,1054
2549,ATML,04951310,ATML,ATMEL CORP,NA,USD,0,S,NA,S,1055
2550,ATN,86787R10,ATN,SUNSTATES CORP,NA,USD,,S,NA,B,1056
2551,ATNA,04957F1X,ATNAQ,ATNA RESOURCES LTD,NA,USD,0,D,NA,U,74653
2552,ATNG,04990410,ATRI,ATRION CORP,NA,USD,0,S,NA,S,1057
2553,ATNH,04685W10,ATHN,ATHENAHEALTH INC,NA,USD,,S,NA,S,68622
2554,ATNI,00215F10,ATNI,ATN INTERNATIONAL INC,NA,USD,,S,NA,S,1058
2555,ATNL,04930310,ATN,ATLAS ENERGY RESOURCES LLC,NA,USD,0,S,NA,A,48263
2556,ATNM,00507W10,ATNM,ACTINIUM PHARMACEUTICALS INC,NA,USD,0,S,NA,U,76152
2557,ATNN,00208L10,ATNN,ATNN,NA,USD,0,S,NA,U,1059
2558,ATNX,04685N10,ATNX,ATHENEX INC,NA,USD,0,S,NA,S,77465
2559,ATNZ,04507620,AHMN,ASHTON MINING LIMITED,AA,USD,0,A,NA,U,1060
2560,ATO,01124010,ATO,ALAMITO CO,NA,USD,0,S,NA,X,1061
2561,ATOC,04961Q10,ATOC,ATOMIC PAINTBALL,NA,USD,,S,NA,U,74849
2562,ATOG,03438510,ATOQ,ANDOVER TOGS INC,NA,USD,0,S,NA,F,1062
2563,ATOM,04965B10,ATOM,ATOMERA INC,NA,USD,0,S,NA,H,77717
2564,ATON,02145A10,ATON,ALTEON WEBSYSTEMS INC,NA,USD,0,S,NA,F,1063
2565,ATOS,04962H50,ATOS,ATOSSA GENETICS INC,NA,USD,0,S,NA,F,75910
2566,ATPC,04746510,ATPC,ATHEY PRODUCTS,NA,USD,,S,NA,F,1064
2567,ATPG,00208J10,ATPAQ,ATP OIL  GAS CORP,NA,USD,0,S,NA,U,14326
2568,ATPI,00755G10,ATPI,ADV TOBACCO PROD,NA,USD,0,S,NA,U,1065
2569,ATPT,01666210,ATPT,ALL STATE PROPER,NA,USD,,S,NA,G,68813
2570,ATPX,00754810,ATPX,ADVANCED TECHNICAL PRODUCTS,NA,USD,0,S,NA,H,1066
2571,ATR,03833610,ATR,APTARGROUP INC,NA,USD,0,S,NA,A,1067
2572,ATR1,04990510,ATRC,ATRIA COMMUNITIES INC,NA,USD,0,S,NA,F,1068
2573,ATRA,04651310,ATRA,ATARA BIOTHERAPEUTICS INC,NA,USD,0,S,NA,S,76763
2574,ATRC,04881610,ATRC,ATLANTIC RESRCH,NA,USD,0,S,NA,X,1069
2575,ATRM,04964A10,ATRM,ATRM HOLDINGS INC,NA,USD,0,S,NA,F,1070
2576,ATRN,04311320,ARTNA,ARTESIAN RESOURCES,NA,USD,0,S,NA,S,1071
2577,ATRO,04643310,ATRO,ASTRONICS CORP,NA,USD,0,S,NA,S,1072
2578,ATRS,02148M10,ATRS,ALTIRIS INC.,NA,USD,0,S,NA,F,14519
2579,ATRT,04879810,ATLRS,ATLANTIC REALTY,NA,USD,,S,NA,H,72591
2580,ATRX,04962L10,ATRX,ATRIX LABS INC,NA,USD,0,S,NA,F,1073
2581,ATS,00203R10,APPTY,APT SATELLITE HOLDINGS LTD,FH,USD,0,A,NA,U,1074
2582,ATSB,03235B10,ATSB,AMTRUST CAPITAL,NA,USD,,S,NA,U,1075
2583,ATSI,00208310,ATSI,ATS MEDICAL,NA,USD,0,S,NA,F,1076
2584,ATSM,03718Q10,ATSMY,SAROSSA,EX,USD,,A,NA,U,69613
2585,ATST,04905110,ATRC,ATLANTIC STEEL,NA,USD,0,S,NA,X,1077
2586,ATSW,04962G10,ATSW,ATRIA SOFTWARE,NA,USD,0,S,NA,F,1078
2587,ATT,04878Q8X,AT,ATLANTIC POWER CORP,NC,USD,0,D,NA,A,75117
2588,ATTA,04634R10,ATTGQ,ASTRATA GROUP INC,NA,USD,,S,NA,U,72176
2589,ATTC,05275420,ATRC,AUTO-TROL TECHNOLOGY CORP,NA,USD,0,S,NA,U,1079
2590,ATTD,04983830,ATTD,ATTITUDE DRINKS,NA,USD,,S,NA,U,73743
2591,ATTE,00762U20,ATEYY,ADVANTEST CORPORATION,FJ,USD,0,A,NA,A,68399
2592,ATTI,92843Q10,VFTR,VISUAL FRONTIER,NA,USD,,S,NA,U,69614
2593,ATTL,04649A10,ATTL,AT & T LATIN AMERICA CORP,NA,USD,0,S,NA,U,1080
2594,ATTO,L0427L10,ATTO,ATENTO SA,EL,USD,0,S,NA,A,76765
2595,ATTP,12428P10,BZTG,HEFFX,NA,USD,,S,NA,U,69615
2596,ATTW,04987020,A,ATTWOODS PLC,EX,USD,0,S,NA,A,1081
2597,ATUC,G3441J10,YUANF,FINCERA INC,FC,USD,0,S,NA,U,75487
2598,ATUH,23302T10,DALN,DAL INTERNATIONA,NA,USD,,S,NA,U,64218
2599,ATUS,02156K10,ATUS,ALTICE USA INC,NA,USD,0,S,NA,A,77460
2600,ATVJ,E0728T10,ATVDF,ATRESMEDIA CORP D MDS D COM SA,EE,EUR,0,D,NA,U,69616
2601,ATVT,00485420,ATV,ACORN INTERNATIONAL INC,FC,USD,0,A,NA,A,60374
2602,ATWD,05009510,ATW,ATWOOD OCEANICS INCORPORATED,NA,USD,0,S,NA,A,1082
2603,ATWO,00218410,ATWOQ,A21 INC,NA,USD,,S,NA,U,66620
2604,ATX,22149T10,ATX,COSTA INC,NA,USD,0,S,NA,F,1083
2605,ATXI,05360L20,ATXI,AVENUE THERAPEUTICS INC,NA,USD,0,S,NA,H,77654
2606,ATY,40048P10,SAB,GRUPO CASA SABA SAB DE CV,LM,USD,0,A,NA,A,1085
2607,ATY1,00194110,ATYT,ATI TECHNOLOGIES INC,NC,USD,0,S,NA,F,74400
2608,ATYT,0019411X,ATYT,ATI TECH,NC,CAD,,D,NA,F,72592
2609,AU0H,05248110,AUST,AUSTINS INTERNAT,NA,USD,,S,NA,U,69617
2610,AU0I,39526G10,GRNH,GREENGRO TECHNOL,NA,USD,,S,NA,U,69618
2611,AU0K,05329J10,RACG,AUTOMOTIVE PERFO,NA,USD,,S,NA,U,69619
2612,AUCA,16338410,COGLF,CHELSEA OIL AND,NA,USD,,S,NA,U,66621
2613,AUCC,05069K30,AUCM,AUCTIONCITIES,NA,USD,,S,NA,U,55272
2614,AUCI,68403M20,OCSY,OPTIUM CYBER,NA,USD,,S,NA,U,69164
2615,AUD,05301510,ADP,AUTOMATIC DATA PROCESSING INC,NA,USD,0,S,NA,S,1087
2616,AUDA,AUDAAUDA,AUDA.C,AUD - AUSTRALIAN SHILLING (VS. U,NA,AUD,0,C,NA,0,69030
2617,AUDC,M1534210,AUDC,AUDIOCODES LTD,FZ,USD,0,D,NA,S,1088
2618,AUDS,05074820,AUDS,AUDIOSCIENCE INC,NA,USD,,S,NA,H,1089
2619,AUDY,29089G10,EMDY,EMERALD DAIRY INC,NA,USD,,S,NA,U,69620
2620,AUFI,34405720,FLUX,FLUX POWER HOLD,NA,USD,,S,NA,U,69621
2621,AUFN,05277410,AUFN,AUTOFINANCE GRP,NA,USD,0,S,NA,F,1090
2622,AUG,05104210,AUG,AUGAT INC,NA,USD,,S,NA,A,1091
2623,AUGI,83414A60,SLTZ,SOLAR THIN FILMS INC,NA,USD,0,S,NA,U,1092
2624,AUGL,90250820,TYTN,TYTAN HOLDINGS I,NA,USD,,S,NA,U,73977
2625,AUGR,00847D10,AIFS,AGENT INFORMATIO,NA,USD,,S,NA,U,66622
2626,AUGT,05106U10,AUGT,AUGUST TECHNOLOGY,NA,USD,0,S,NA,F,1093
2627,AUIO,82554U20,INKN,SHRINK NANOTECH,NA,USD,,S,NA,G,69622
2628,AULG,S0425519,AULGF,ANGLOGOLD ASHANTI LTD,KS,USD,0,D,NA,U,73452
2629,AULO,05154510,AULO,AURELIO RESOURCE,NA,USD,,S,NA,U,69623
2630,AULT,05150310,AULT,AULT INCORPORATED,NA,USD,0,S,NA,F,1094
2631,AUO,00225510,AUO,AU OPTRONICS CORPORATION,FA,USD,0,A,NA,A,14583
2632,AUPH,05156V1X,AUPH,AURINIA PHARMACEUTICALS INC,NC,USD,,D,NA,F,76741
2633,AURA,05152630,AUSI,AURA SYSTEMS INC,NA,USD,,S,NA,U,66623
2634,AURF,G0630P10,AURMF,AURORA METALS,NA,USD,,S,NA,U,69015
2635,AURM,05208A10,AURM,AURUM SFTWRE INC,NA,USD,0,S,NA,F,1095
2636,AURR,0515241X,AURRF,AUR RESOURCES INC,NC,USD,0,D,NA,U,39866
2637,AUS,05211510,AUS,AUSIMONT NV,NA,USD,,S,NA,A,1096
2638,AUSK,64118K50,AUS,NETS S&P/ASX 200,NA,USD,,U,NA,B,73606
2639,AUTC,68372210,OPNN,OPENLANE INC,NA,USD,,S,NA,U,69624
2640,AUTF,G0669T10,AUTNF,AUTONOMY CORP,EX,USD,,D,NA,U,73448
2641,AUTH,05266010,AUTH,AUTHENTEC INC,NA,USD,0,S,NA,F,62751
2642,AUTL,05280R10,AUTL,AUTOLUS THERAPEUTICS PLC,EX,USD,0,A,NA,S,77738
2643,AUTN,05329Q20,AUTNY,AUTONOMY CORPORATION PLC,EX,USD,0,A,NA,U,1097
2644,AUTO,05277710,AUTO,AUTOINFO INCORPORATED,NA,USD,0,S,NA,U,1098
2645,AUTQ,29381R10,EIUS,ENTERTAINMENT IS,NA,USD,,S,NA,U,66624
2646,AUTR,05261710,AUTR,AUTOTROL CORPORATION,NA,USD,0,S,NA,F,1099
2647,AUXL,05334D10,AUXL,AUXILIUM PHARMACEUTICALS INC,NA,USD,0,S,NA,S,15133
2648,AUXT,05333410,AUXT,AUXTON COMPUTER,NA,USD,0,S,NA,X,1100
2649,AV,05350110,AV,AVCO CORP,NA,USD,0,S,NA,X,1101
2650,AV0B,02072E10,ALPE,ALPHA-EN CORP,NA,USD,,S,NA,U,66625
2651,AVA,05349910,AV,AVAYA,NA,USD,0,S,NA,A,1102
2652,AVACF,G0672310,AVACF,AVANCE GAS HLDG,NB,BMD,,D,NA,U,77373
2653,AVAF,05350U10,AVAF,AVASOFT INC,NA,USD,,S,NA,U,69625
2654,AVAK,05349210,AVAK,AVANTEK INC,NA,USD,0,S,NA,X,1103
2655,AVAL,00761L10,AVALX,AEGIS VALUE FUND,NA,USD,,U,NA,H,69165
2656,AVAV,00807310,AVAV,AEROVIRONMENT INC,NA,USD,0,S,NA,S,52088
2657,AVBC,03838F30,AQVB,AQUA VIE BEVER,NA,USD,,S,NA,U,69626
2658,AVC,25510410,DVCR,DIVERSICARE HEALTHCARE SERVICES,NA,USD,0,S,NA,H,1104
2659,AVCC,91912B10,VSYN,VALENTEC SYS,NA,USD,,S,NA,U,69627
2660,AVCI,83357010,SOAP,SOAPSTONE NETWORKS INC,NA,USD,0,S,NA,U,1105
2661,AVCR,00738B10,AVCR,ADVACARE INC,NA,USD,,S,NA,F,1106
