,,,Announced Date,Pricing date,Listing date,Ticker,Issuer Name,Offer size,Offer shares,Offer price,Offer Type,Market Cap at Offer (M),Offer To 1st Open,Offer To 1st Close,Bookrunner,Market cap,ADV,listing_price,announce_price,discount,firstday_return,Broker_broad,Broker_core,abs_return,rel_return,holding,size,abs_pnl,rel_pnl
GNMK US,2017-06-12,2017-06-14,2017-06-12,2017-06-13,2017-06-14,GNMK US,GenMark Diagnostics Inc,86.2497,6.383,11.75,"ADDL,Primary Share Offering,Accelerated Bookbuild",0.0,6.382978916,3.829787254,"['JP Morgan', 'Bank of America Merrill Lynch']",605.0684,2.9201139218888894,12.2026,12.85,-0.08560311284046696,0.038519148936170255,True,True,0.038519148936170255,0.039469148936170484,1,584.022784377778,22.496060613564477,23.050882258723497
CAA US,2017-06-07,2017-06-09,2017-06-07,2017-06-08,2017-06-09,CAA US,CalAtlantic Group Inc/old,393.875,10.0,34.25,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild",3925.84,-0.8759124279,0.02919708006,"['JP Morgan', 'Credit Suisse']",3925.84,37.88561277670001,34.1615,35.83,-0.04409712531398269,-0.0025839416058395237,True,True,-0.0025839416058395237,-0.0026850721299915836,1,5000.0,-12.919708029197619,-13.425360649957918
HLT US,2017-06-07,2017-06-08,2017-06-07,2017-06-08,2017-06-08,HLT US,Hilton Worldwide Holdings Inc,989.25,15.0,65.95,"ADDL,Secondary Share Offering,Accelerated Bookbuild,Block",21449.7,-0.9097755551,-1.819555759,"['Goldman Sachs', 'Morgan Stanley']",21449.7,152.81729068516665,65.1879,66.15,-0.003023431594860182,-0.011555724033358694,True,True,-0.011555724033358694,-0.011879737191253459,1,5000.0,-57.77862016679347,-59.39868595626729
JRVR US,2017-05-30,2017-05-31,2017-05-30,2017-05-31,2017-05-31,JRVR US,James River Group Holdings Ltd,170.0,4.25,40.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild,Block",1178.7,-0.75,-0.9750000238,['Morgan Stanley'],1178.7,3.4554758903888896,39.5793,42.04,-0.04852521408182686,-0.010517499999999957,True,True,-0.010517499999999957,-0.009709037903142148,1,691.095178077778,-7.268593535433,-6.709869278635919
BMA US,2017-05-26,2017-06-13,2017-05-26,2017-06-12,2017-06-13,BMA US,Banco Macro SA,698.283,6.6487,90.0,"ADDL,Primary Share Offering",0.0,2.122222185,-2.166666746,"['Goldman Sachs', 'Bank of America Merrill Lynch']",5214.3023,6.627045975660319,89.7192,89.2,0.008968609865470878,-0.0031200000000000117,True,True,-0.0031200000000000117,-0.0063639777640520645,1,1325.4091951320638,-4.135276688812055,-8.434874646090599
CMRE US,2017-05-24,2017-05-25,2017-05-24,2017-05-25,2017-05-25,CMRE US,Costamare Inc,95.85,13.5,7.1,"ADDL,Primary Share Offering,Accelerated Bookbuild",751.47,-1.126759291,-0.7042239904,"['Morgan Stanley', 'Wells Fargo', 'Citi', 'JP Morgan', 'Stifel']",751.47,6.3432590735000005,7.016,7.76,-0.08505154639175261,-0.01183098591549292,True,True,-0.01183098591549292,-0.016135315640721903,1,1268.6518147000002,-15.009401751380235,-20.47009746835914
1520745D US,2017-05-24,2017-05-25,2017-05-24,2017-05-24,2017-05-25,1520745D US,Bank of the Ozarks Inc,302.28,6.6,45.8,"ADDL,Primary Share Offering,Accelerated Bookbuild,Block",5871.24,-0.917028904,0.8515300751,['JP Morgan'],5871.24,53.016845450488894,46.461,47.03,-0.02615351903040619,0.014432314410480318,True,True,0.014432314410480318,0.010127984685251334,1,5000.0,72.1615720524016,50.63992342625667
IQV US,2017-05-24,2017-05-25,2017-05-24,2017-05-24,2017-05-25,IQV US,IQVIA Holdings Inc,890.29,10.571,84.22,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild,Block",18176.4,-0.02374877781,0.5699344277,['Morgan Stanley'],18176.4,99.48686510466663,84.7785,84.22,0.0,0.006631441462835452,True,True,0.006631441462835452,0.0023271117376064687,1,5000.0,33.15720731417726,11.635558688032344
STNG US,2017-05-23,2017-05-24,2017-05-23,2017-05-24,2017-05-24,STNG US,Scorpio Tankers Inc,200.0,50.0,4.0,"ADDL,Primary Share Offering,Accelerated Bookbuild",898.52,0.25,-0.75,['Morgan Stanley'],898.52,8.701721322311109,4.0182,4.2,-0.04761904761904767,0.004550000000000054,True,True,-0.0505999643689824,-0.056293419932040956,14,1740.3442644622219,-88.0613577715513,-97.9699305056908
GSBD US,2017-05-18,2017-05-19,2017-05-18,2017-05-18,2017-05-19,GSBD US,Goldman Sachs BDC Inc,84.0938,3.25,22.5,"ADDL,Primary Share Offering,Accelerated Bookbuild,Emerging Growth Company",902.059,-1.822222233,-0.2222222239,"['Goldman Sachs', 'Bank of America Merrill Lynch', 'Morgan Stanley', 'Wells Fargo', 'Citi', 'Credit Suisse']",902.059,3.1165438789666675,22.2151,23.08,-0.02512998266897737,-0.012662222222222241,True,True,-0.012662222222222241,-0.019152173565568975,1,623.3087757933336,-7.892474232156489,-11.937717858936242
9966677D US,2017-05-15,2017-05-16,2017-05-15,2017-05-15,2017-05-16,9966677D US,BrightSphere Investment Group,289.472,17.3,14.55,"ADDL,Secondary Share Offering,Accelerated Bookbuild",1596.43,-1.310892458e-06,0.618555367,['Morgan Stanley'],1596.43,4.228848860133333,14.5846,15.14,-0.0389696169088507,0.0023780068728522785,True,True,0.0023780068728522785,0.0022917029328899385,1,845.7697720266666,2.011246330730118,1.9382530671031666
PFGC US,2017-05-15,2017-05-16,2017-05-15,2017-05-16,2017-05-16,PFGC US,Performance Food Group Co,387.535,14.0922,27.5,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild",2852.85,-0.7272727489,-0.3636363745,['Goldman Sachs'],2852.85,12.749937935500002,27.4114,27.9,-0.014336917562723928,-0.0032218181818182146,True,True,-0.0032218181818182146,-0.0033081221217805545,1,2549.9875871000004,-8.21559637152954,-8.43567034715133
JELD US,2017-05-15,2017-05-25,2017-05-15,2017-05-24,2017-05-25,JELD US,JELD-WEN Holding Inc,495.075,14.0,30.75,"ADDL,Secondary Share Offering,PE Backed,PE Exit",3228.5,0.8130081296,0.03252032399,"['Wells Fargo', 'Goldman Sachs', 'Bank of America Merrill Lynch', 'RBC Capital Markets', 'Deutsche Bank', 'JP Morgan', 'Credit Suisse', 'Citi', 'Barclays']",3228.5,12.369627992088892,31.1503,32.0,-0.0390625,0.013017886178861904,True,True,0.013017886178861904,0.00871355645363292,1,2473.925598417779,32.20528185517547,21.556690363900923
BL US,2017-05-12,2017-05-25,2017-05-12,2017-05-24,2017-05-25,BL US,Blackline Inc,132.0,3.4783,33.0,"ADDL,Secondary Share Offering,Emerging Growth Company",1692.41,3.333333254,6.030303001,"['Goldman Sachs', 'JP Morgan']",1692.41,6.354739603366667,34.7941,31.92,0.03383458646616533,0.054366666666666674,True,True,0.054366666666666674,0.05006233694143769,1,1270.9479206733336,69.09720195394024,63.62662303976805
ADSW US,2017-05-11,2017-05-18,2017-05-11,2017-05-17,2017-05-18,ADSW US,Advanced Disposal Services Inc,383.237,15.5,21.5,"ADDL,Secondary Share Offering,PE Backed,PE Exit",1897.7,1.023255825,2.279069662,"['UBS', 'Deutsche Bank', 'Morgan Stanley', 'Macquarie', 'Bank of America Merrill Lynch', 'Credit Suisse', 'Stifel', 'Barclays']",1897.7,4.384978017222223,21.9404,22.0,-0.022727272727272707,0.02048372093023265,True,True,0.02048372093023265,0.01873144097265045,1,876.9956034444447,17.964133197996986,16.427391379193576
SP US,2017-05-10,2017-05-15,2017-05-10,2017-05-12,2017-05-15,SP US,SP Plus Corp,108.0,3.6,30.0,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild",674.658,-0.8333333135,-2.5,['Morgan Stanley'],674.658,3.8503988226666674,29.4831,31.7,-0.05362776025236593,-0.017229999999999968,True,True,-0.019776666666666665,-0.02364911672035741,2,770.0797645333334,-15.229610809920889,-18.211706235434153
BFAM US,2017-05-10,2017-05-11,2017-05-10,2017-05-10,2017-05-11,BFAM US,Bright Horizons Family Solutio,329.925,4.15,79.5,"ADDL,Secondary Share Offering,Accelerated Bookbuild,Block",4756.09,-0.6427673101,-1.069182396,['Morgan Stanley'],4756.09,19.03253667004444,78.5347,80.61,-0.013770003721622626,-0.012142138364779842,True,True,-0.012142138364779842,-0.008852711373860345,1,3806.507334008888,-46.219138736085156,-33.6979107704633
TPIC US,2017-05-09,2017-05-12,2017-05-09,2017-05-11,2017-05-12,TPIC US,TPI Composites Inc,82.9762,4.5,16.35,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild,Emerging Growth Company",551.598,-0.5504610538,-0.1834885627,"['JP Morgan', 'Morgan Stanley']",551.598,2.425833644266667,16.4107,18.6,-0.12096774193548387,0.0037125382262994666,True,True,0.0037125382262994666,0.005217766164400839,1,485.16672885333344,1.8012000269966688,2.5314865419039596
CYTK US,2017-05-08,2017-05-09,2017-05-08,2017-05-08,2017-05-09,CYTK US,Cytokinetics Inc,86.1982,5.26,14.25,"ADDL,Primary Share Offering,Accelerated Bookbuild",704.895,-2.807017565,0.3508771956,['Morgan Stanley'],704.895,11.269304957555557,14.2282,15.65,-0.08945686900958472,-0.0015298245614036032,True,True,-0.0015298245614036032,-0.0016058162106727947,1,1723.964,-2.6373624701756015,-2.768369337816314
MLCO US,2017-05-08,2017-05-08,2017-05-08,2017-05-08,2017-05-08,MLCO US,Melco Resorts & Entertainment,336.672,15.7692,21.35,"ADDL,Primary Share Offering,Accelerated Bookbuild,Block",0.0,0.3278670609,3.278686762,"['Morgan Stanley', 'UBS', 'Deutsche Bank']",10557.7801,84.92495214626665,21.3507,21.46,-0.005125815470643058,3.278688524588347e-05,True,True,3.278688524588347e-05,0.0015875778350946668,1,5000.0,0.16393442622941734,7.937889175473334
AXDX US,2017-05-08,2017-05-10,2017-05-08,2017-05-09,2017-05-10,AXDX US,Accelerate Diagnostics Inc,89.0167,2.75,28.85,"ADDL,Primary Share Offering,Accelerated Bookbuild",0.0,1.03986001,-2.512999535,"['JP Morgan', 'Piper Jaffray & Co', 'William Blair & Co LLC']",1516.8174,6.5772470964444425,28.54,29.15,-0.010291595197255532,-0.010745233968804224,True,True,-0.010745233968804224,-0.010724759718307997,1,1315.4494192888885,-14.134811784386756,-14.107878943461118
KNSL US,2017-05-05,2017-05-12,2017-05-05,2017-05-11,2017-05-12,KNSL US,Kinsale Capital Group Inc,150.407,3.9633,33.0,"ADDL,Secondary Share Offering,Emerging Growth Company",691.967,-1.151515126,2.424242496,"['JP Morgan', 'William Blair & Co LLC', 'RBC Capital Markets']",691.967,1.6459860536289974,32.9899,35.1,-0.05982905982905984,-0.000306060606060643,True,True,-0.000306060606060643,0.0011991673320406182,1,329.1972107257995,-0.1007542978282114,0.39476254090127016
MCRN US,2017-05-03,2017-05-04,2017-05-03,2017-05-03,2017-05-04,MCRN US,Milacron Holdings Corp,237.36,12.0,17.2,"ADDL,Secondary Share Offering,Accelerated Bookbuild",1177.75,1.220925689,-0.174423039,"['Credit Suisse', 'Barclays', 'Robert W Baird & Co', 'Bank of America Merrill Lynch', 'Goldman Sachs', 'JP Morgan']",1177.75,3.9715789342666654,17.2345,17.5,-0.017142857142857237,0.0020058139534884223,True,True,0.0020058139534884223,0.0016844041139834065,1,794.3157868533331,1.593249688746551,1.337948779177721
TRU US,2017-04-26,2017-04-27,2017-04-26,2017-04-27,2017-04-27,TRU US,TransUnion,749.513,16.5,39.5,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild,Block",7147.68,2.278481007,1.341772199,"['Goldman Sachs', 'Morgan Stanley', 'JP Morgan']",7147.68,28.040540593333333,40.3218,39.79,-0.007288263382759452,0.020805063291139403,True,True,0.020805063291139403,0.02007382181774231,1,5000.0,104.02531645569701,100.36910908871155
TRUE US,2017-04-24,2017-04-27,2017-04-24,2017-04-26,2017-04-27,TRUE US,TrueCar Inc,170.775,9.0,16.5,"ADDL,Primary Share Offering,Secondary Share Offering,VC Backed,VC Exit,Accelerated Bookbuild,Emerging Growth Company",1438.13,3.636363745,6.484848499,"['Goldman Sachs', 'JP Morgan', 'RBC Capital Markets', 'JMP Group LLC']",1438.13,21.975756241400006,17.4247,15.85,0.04100946372239744,0.05604242424242423,True,True,0.05604242424242423,0.055311182769027134,1,3415.5,191.41289999999995,188.91534474761218
BDX US,2017-04-23,2017-05-11,2017-04-23,2017-05-10,2017-05-11,BDX US,Becton Dickinson and Co,2475.41,12.75,176.5,"ADDL,Primary Share Offering",39902.6,2.946175575,4.736544132,"['Wells Fargo', 'Morgan Stanley', 'Barclays', 'Mitsubishi UFJ Financial Group Inc', 'JP Morgan', 'BNP Paribas', 'Citi']",39902.6,145.74533327403327,183.5534,,,0.03996260623229464,True,True,0.03996260623229464,0.04325203322321425,1,5000.0,199.8130311614732,216.26016611607125
SITE US,2017-04-17,2017-04-26,2017-04-17,2017-04-25,2017-04-26,SITE US,SiteOne Landscape Supply Inc,475.0,10.0,47.5,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Emerging Growth Company",1882.39,0.6736842394,0.0,"['William Blair & Co LLC', 'SunTrust Robinson Humphrey', 'RBC Capital Markets', 'Barclays', 'Robert W Baird & Co', 'Deutsche Bank', 'UBS', 'Goldman Sachs']",1882.39,16.083377083555558,47.707300000000004,47.04,0.009778911564625847,0.00436421052631597,True,True,0.00436421052631597,0.0031021560189783415,1,3216.6754167111117,14.038248713352443,9.97862900505004
AGIO US,2017-04-17,2017-04-19,2017-04-17,2017-04-18,2017-04-19,AGIO US,Agios Pharmaceuticals Inc,287.501,5.0505,49.5,"ADDL,Primary Share Offering,Accelerated Bookbuild",2377.41,0.5656565428,-1.535353541,"['JP Morgan', 'Goldman Sachs']",2377.41,23.48404740855555,49.8138,55.51,-0.10826878039992793,0.006339393939393867,True,True,0.006339393939393867,0.004855598881098988,1,4696.80948171111,29.77492556284706,22.80582286413158
GLPG US,2017-04-17,2017-04-18,2017-04-17,2017-04-18,2017-04-18,GLPG US,Galapagos NV,388.125,3.75,90.0,"ADDL,Primary Share Offering,Accelerated Bookbuild,Emerging Growth Company",4551.17,-0.1333333403,-0.6000000238,['Morgan Stanley'],4551.17,7.446112673633333,89.6248,92.4,-0.025974025974025983,-0.004168888888889,True,True,-0.004168888888889,-0.0013228334517887408,1,1489.2225347266667,-6.208403278105114,-1.9699933860940544
USFD US,2017-04-14,2017-05-12,2017-04-14,2017-05-11,2017-05-12,USFD US,US Foods Holding Corp,1299.5,40.0,28.25,"ADDL,Secondary Share Offering,PE Backed,PE Exit",6275.91,0.2831858397,1.238938093,"['Kohlberg Kravis Roberts & Co', 'Bank of America Merrill Lynch', 'Citi', 'Credit Suisse', 'Deutsche Bank', 'Wells Fargo', 'JP Morgan', 'Morgan Stanley', 'Goldman Sachs']",6275.91,19.818953015555554,28.5132,27.38,0.03177501826150486,0.009316814159292086,True,True,0.009316814159292086,0.010822042097393236,1,3963.7906031111106,36.92990041553451,42.896308772120165
AXGT US,2017-04-10,2017-04-11,2017-04-10,2017-04-11,2017-04-11,AXGT US,Axovant Gene Therapies Ltd,143.75,6.7422,18.54,"ADDL,Primary Share Offering,Accelerated Bookbuild,Emerging Growth Company",1982.21,9.492982864,6.796111107,"['Morgan Stanley', 'JP Morgan', 'Jefferies']",1982.21,4.595399266488889,20.1387,18.54,0.0,0.08622977346278327,True,True,0.08622977346278327,0.08980554391974382,1,919.0798532977778,79.25204754407547,82.5384661310853
VEON US,2017-04-06,2017-04-07,2017-04-06,2017-04-07,2017-04-07,VEON US,VEON Ltd,262.5,70.0,3.75,"ADDL,Secondary Share Offering,Accelerated Bookbuild",6587.74,2.400000095,3.200000048,"['Morgan Stanley', 'Citi']",6587.74,15.724595213888891,3.842,3.9699999999999998,-0.055415617128463435,0.024533333333333296,True,True,0.024533333333333296,0.025082244645069807,1,3144.9190427777785,77.15534718281471,78.88162881989099
CJ US,2017-04-06,2017-04-07,2017-04-06,2017-04-07,2017-04-07,CJ US,C&J Energy Services Inc,261.625,7.0,32.5,"ADDL,Primary Share Offering,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild",2056.29,4.0,5.353846073,"['Wells Fargo', 'Deutsche Bank', 'Barclays', 'Evercore Partners Inc', 'Citi', 'Credit Suisse', 'Morgan Stanley']",2056.29,12.452455691333332,34.007,37.49,-0.13310216057615365,0.04636923076923072,True,True,0.04636923076923072,0.04691814208096723,1,2490.491138266667,115.48215831901116,116.84921707658528
WGO US,2017-04-05,2017-04-06,2017-04-05,2017-04-05,2017-04-06,WGO US,Winnebago Industries Inc,61.4604,2.2933,26.8,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild",846.507,-0.3731314838,-0.5596986413,['Morgan Stanley'],846.507,12.369829338000002,26.5855,27.35,-0.020109689213894,-0.008003731343283582,True,True,-0.008003731343283582,-0.010485725803117352,1,1229.208,-9.838250597014927,-12.889138042998274
NMFC US,2017-04-03,2017-04-04,2017-04-03,2017-04-03,2017-04-04,NMFC US,New Mountain Finance Corp,73.0,5.0,14.6,"ADDL,Primary Share Offering,Accelerated Bookbuild",1092.4,-0.6849340796,-2.612806384e-06,"['Goldman Sachs', 'Stifel', 'Morgan Stanley', 'Wells Fargo']",1092.4,5.969108273333334,14.5465,14.95,-0.02341137123745818,-0.0036643835616437803,True,True,-0.0036643835616437803,-0.0021873037653789007,1,1193.821654666667,-4.374620446894912,-2.6112506004432703
COUP US,2017-04-03,2017-04-12,2017-04-03,2017-04-11,2017-04-12,COUP US,Coupa Software Inc,127.969,4.407,25.25,"ADDL,Primary Share Offering,Secondary Share Offering,VC Backed,VC Exit,Emerging Growth Company",1299.25,4.039604187,14.69306946,"['Morgan Stanley', 'JP Morgan', 'Barclays', 'RBC Capital Markets']",1299.25,9.607155629466664,27.9176,25.07,0.007179896290386845,0.1056475247524753,True,True,0.1056475247524753,0.10871600624971034,1,1921.4311258933328,202.99444243299234,208.89031829100753
BPMC US,2017-03-29,2017-03-30,2017-03-29,2017-03-29,2017-03-30,BPMC US,Blueprint Medicines Corp,230.0,5.0,40.0,"ADDL,Primary Share Offering,Accelerated Bookbuild,Emerging Growth Company",1555.02,4.375,-0.9499999881,"['Goldman Sachs', 'Morgan Stanley', 'Cowen & Co']",1555.02,14.659435151666662,40.3112,41.24,-0.030067895247332777,0.007779999999999898,True,True,0.007779999999999898,0.005534348748408746,1,2931.8870303333324,22.810081095993027,16.226085316801115
DFIN US,2017-03-24,2017-06-14,2017-03-24,2017-06-13,2017-06-14,DFIN US,Donnelley Financial Solutions,150.125,6.1432,21.25,"ADDL,Secondary Share Offering,PE Backed,PE Exit",696.732,6.776470661,9.411765099,"['Citi', 'Bank of America Merrill Lynch', 'JP Morgan', 'Wells Fargo']",696.732,7.821884262466664,22.8399,19.72,0.07758620689655182,0.07481882352941183,True,True,0.07481882352941183,0.07576882352941183,1,1564.376852493333,117.0448356601954,118.53099367006408
OEC US,2017-03-22,2017-03-23,2017-03-22,2017-03-23,2017-03-23,OEC US,Orion Engineered Carbons SA,107.812,5.0,18.75,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild",1112.25,1.066666722,1.333333373,"['Goldman Sachs', 'UBS']",1112.25,2.502612748333333,19.0048,21.1,-0.11137440758293848,0.013589333333333231,True,True,0.013589333333333231,0.011756249021700471,1,500.5225496666667,6.801767768270172,5.884267734857776
RGNX US,2017-03-21,2017-03-22,2017-03-21,2017-03-21,2017-03-22,RGNX US,REGENXBIO Inc,87.2275,3.7,20.5,"ADDL,Primary Share Offering,Accelerated Bookbuild,Emerging Growth Company",629.998,0.0,-0.2439024448,"['Morgan Stanley', 'Bank of America Merrill Lynch', 'Piper Jaffray & Co']",629.998,3.368460882222222,20.4476,22.1,-0.07239819004524894,-0.002556097560975523,True,True,-0.002556097560975523,-0.00196862824728139,1,673.6921764444444,-1.722022929057936,-1.3262494485210115
LJPC US,2017-03-20,2017-03-23,2017-03-20,2017-03-23,2017-03-23,LJPC US,La Jolla Pharmaceutical Co,123.95,3.7,33.5,"ADDL,Primary Share Offering,Accelerated Bookbuild",736.762,4.477612019,4.238805771,"['JP Morgan', 'Cowen & Co']",736.762,29.29818683306666,35.1982,38.44,-0.12851196670135268,0.05069253731343282,True,True,0.05069253731343282,0.04885945300180006,1,2479.0,125.66679999999995,121.12258399146234
KEYS US,2017-03-20,2017-03-23,2017-03-20,2017-03-22,2017-03-23,KEYS US,Keysight Technologies Inc,460.001,11.4286,35.0,"ADDL,Primary Share Offering,Accelerated Bookbuild,Block",6404.51,1.45714283,6.285714149,"['Bank of America Merrill Lynch', 'BNP Paribas', 'Citi', 'Goldman Sachs', 'Barclays', 'Credit Suisse', 'Wells Fargo']",6404.51,27.68304847004444,36.4935,38.75,-0.09677419354838712,0.04267142857142847,True,True,0.04267142857142847,0.04083834425979571,1,5000.0,213.35714285714235,204.19172129897856
VRTV US,2017-03-16,2017-03-17,2017-03-16,2017-03-17,2017-03-17,VRTV US,Veritiv Corp,98.73,1.8,54.85,"ADDL,Secondary Share Offering,Accelerated Bookbuild,Block",860.459,-4.466724873,-3.099359274,['Morgan Stanley'],860.459,2.3382240709999995,52.2788,58.85,-0.06796941376380627,-0.04687693710118512,True,True,-0.04687693710118512,-0.04671158194432867,1,467.6448141999999,-21.9217565409488,-21.844429059343653
EDIT US,2017-03-15,2017-03-17,2017-03-15,2017-03-16,2017-03-17,EDIT US,Editas Medicine Inc,103.5,4.0,22.5,"ADDL,Primary Share Offering,Accelerated Bookbuild,Emerging Growth Company",929.693,1.333333373,-0.8888888955,"['JP Morgan', 'Morgan Stanley']",929.693,20.864762920666664,22.9818,24.64,-0.08685064935064934,0.021413333333333284,True,True,0.021413333333333284,0.021578688490189624,1,2069.9999999999995,44.32559999999989,44.66788517469251
ELF US,2017-03-15,2017-03-31,2017-03-15,2017-03-30,2017-03-31,ELF US,elf Beauty Inc,258.957,8.34,27.0,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Emerging Growth Company",1233.02,4.370370388,6.666666508,"['Morgan Stanley', 'JP Morgan', 'Piper Jaffray & Co', 'Wells Fargo']",1233.02,15.145988747711108,28.2997,26.24,0.028963414634146423,0.04813703703703709,True,True,0.04813703703703709,0.04928442549125567,1,3029.197749542222,145.81660426222334,149.292270785593
PEN US,2017-03-15,2017-03-17,2017-03-15,2017-03-16,2017-03-17,PEN US,Penumbra Inc,113.62,1.3,76.0,"ADDL,Primary Share Offering,Accelerated Bookbuild",2527.24,4.868421078,8.486842155,"['JP Morgan', 'Bank of America Merrill Lynch']",2527.24,17.83802196188889,81.9476,78.85,-0.036144578313252906,0.07825789473684197,True,True,0.07825789473684197,0.07842324989369853,1,2272.4,177.8332399999997,178.20899305844054
TSLA US,2017-03-15,2017-03-17,2017-03-15,2017-03-16,2017-03-17,TSLA US,Tesla Inc,402.511,1.3359,262.0,"ADDL,Primary Share Offering,Accelerated Bookbuild",42678.9,0.7633587718,-0.190839693,"['Goldman Sachs', 'Citi', 'Deutsche Bank', 'Morgan Stanley', 'Barclays', 'Bank of America Merrill Lynch', 'Credit Suisse']",42678.9,1403.0945349233775,263.3119,255.73,0.02451804637703825,0.005007251908396793,True,True,0.005007251908396793,0.005172607065253132,1,5000.0,25.036259541983963,25.86303532626566
BMCH US,2017-03-13,2017-03-14,2017-03-13,2017-03-13,2017-03-14,BMCH US,BMC Stock Holdings Inc,120.704,5.6802,21.25,"ADDL,Secondary Share Offering,Accelerated Bookbuild",1416.87,-0.7058823705,0.470588237,['Goldman Sachs'],1416.87,8.164254030666667,21.1971,21.95,-0.03189066059225509,-0.002489411764705962,True,True,-0.002489411764705962,0.0019211145510835692,1,1632.8508061333334,-4.064838006797935,3.136893443411283
BCRX US,2017-03-08,2017-03-10,2017-03-08,2017-03-09,2017-03-10,BCRX US,BioCryst Pharmaceuticals Inc,51.7497,5.2941,8.5,"ADDL,Primary Share Offering,Accelerated Bookbuild",680.914,6.117647171,4.470588207,['JP Morgan'],680.914,12.951695977900002,8.6928,8.41,0.010701545778834642,0.022682352941176376,True,True,0.022682352941176376,0.020472949877256674,1,1034.994,23.4760991999999,21.189380285261393
LKSD US,2017-03-07,2017-03-23,2017-03-07,2017-03-22,2017-03-23,LKSD US,LSC Communications Inc,145.379,6.2428,20.25,"ADDL,Secondary Share Offering,PE Backed,PE Exit",667.659,6.518518448,21.0370369,"['Citi', 'Bank of America Merrill Lynch', 'JP Morgan', 'Wells Fargo']",667.659,4.534480364740322,23.2707,25.85,-0.2166344294003869,0.1491703703703704,True,True,0.1491703703703704,0.14733728605873764,1,906.8960729480643,135.2820230890972,133.61960612549476
TLND US,2017-03-07,2017-03-16,2017-03-07,2017-03-15,2017-03-16,TLND US,Talend SA,107.818,3.2897,28.5,"ADDL,Secondary Share Offering,VC Backed,VC Exit,PE Backed,Emerging Growth Company",813.88,5.29824543,2.947368383,"['Goldman Sachs', 'JP Morgan', 'Barclays', 'Citi']",813.88,2.186912511522222,30.2503,26.32,0.0828267477203648,0.061414035087719254,True,True,0.061414035087719254,0.061685875675029145,1,437.3825023044444,26.861424343279598,26.980322659585106
FNGN US,2017-03-07,2017-03-07,2017-03-07,2017-03-07,2017-03-07,FNGN US,Financial Engines Inc,182.239,4.1091,44.35,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild",0.0,-3.156704664,-5.524235725,['Morgan Stanley'],2660.021,13.55679616375,43.6536,42.75,0.037426900584795364,-0.015702367531003514,True,True,-0.015702367531003514,-0.013154693357145364,1,2711.3592327500005,-42.57475918122021,-35.66709928789118
HASI US,2017-03-06,2017-03-07,2017-03-06,2017-03-06,2017-03-07,HASI US,Hannon Armstrong Sustainable I,66.7575,3.0,19.35,"ADDL,Primary Share Offering,Accelerated Bookbuild,Block",984.712,-1.033593655,-0.05168155581,"['Morgan Stanley', 'Bank of America Merrill Lynch', 'Deutsche Bank']",984.712,4.992705279,19.2207,19.93,-0.029101856497741996,-0.006682170542635646,True,True,-0.006682170542635646,-0.004134496368777496,1,998.5410558000001,-6.672421628679057,-4.128464369280348
JBT US,2017-03-06,2017-03-08,2017-03-06,2017-03-07,2017-03-08,JBT US,John Bean Technologies Corp,195.5,2.0,85.0,"ADDL,Primary Share Offering,Accelerated Bookbuild",2673.83,1.588235259,5.764705658,"['Bank of America Merrill Lynch', 'JP Morgan', 'Wells Fargo', 'Robert W Baird & Co', 'BMO Capital Markets', 'William Blair & Co LLC']",2673.83,14.400194424555554,89.5972,87.6,-0.029680365296803624,0.054084705882353035,True,True,0.054084705882353035,0.05392032810927039,1,2880.038884911111,155.76605602015744,155.29264164186432
FRC US,2017-03-06,2017-03-07,2017-03-06,2017-03-07,2017-03-07,FRC US,First Republic Bank/CA,237.5,2.5,95.0,"ADDL,Primary Share Offering,Accelerated Bookbuild,Block",0.0,1.105263114,0.947368443,"['JP Morgan', 'Morgan Stanley', 'UBS', 'Bank of America Merrill Lynch']",14900.9793,88.87084787053335,95.3085,96.96,-0.020214521452145195,0.0032473684210525544,True,True,0.0032473684210525544,0.005795042594910704,1,4750.0,15.424999999999633,27.526452325825844
IBKC US,2017-02-28,2017-03-02,2017-02-28,2017-03-01,2017-03-02,IBKC US,IBERIABANK Corp,506.3,6.1,83.0,"ADDL,Primary Share Offering,Accelerated Bookbuild",4224.95,0.6024096608,-0.4819277227,"['Goldman Sachs', 'UBS']",4224.95,21.238609423333333,83.0394,84.75,-0.020648967551622377,0.0004746987951806947,True,True,0.0004746987951806947,0.0037268400109735644,1,4247.7218846666665,2.0163884609139364,15.83057987526377
