,,,Announced Date,Pricing date,Listing date,Ticker,Issuer Name,Offer size,Offer shares,Offer price,Offer Type,Market Cap at Offer (M),Offer To 1st Open,Offer To 1st Close,Bookrunner,Market cap,ADV,listing_price,announce_price,discount,firstday_return,Broker_broad,Broker_core,abs_return,rel_return,holding,size,abs_pnl,rel_pnl
NMFC US,2014-10-22,2014-10-23,2014-10-22,2014-10-23,2014-10-23,NMFC US,New Mountain Finance Corp,83.5475,5.0,14.53,"ADDL,Primary Share Offering",841.553,-1.169991255,-0.5505831838,"['Wells Fargo', 'Goldman Sachs', 'Morgan Stanley']",841.553,3.19766799150419,14.3872,14.9,-0.02483221476510078,-0.0098279421885753,True,True,-0.0098279421885753,-0.01986742270805586,1,639.533598300838,-6.285299231752175,-12.705884333446743
DYN US,2014-10-06,2014-10-08,2014-10-06,2014-10-07,2014-10-08,DYN US,Dynegy Inc,744.0,22.5,31.0,"ADDL,Primary Share Offering",3855.84,0.4193548262,0.1290322542,"['UBS', 'RBC Capital Markets', 'Credit Suisse', 'Barclays', 'Morgan Stanley']",3855.84,45.24973950466667,30.9534,31.3,-0.009584664536741228,-0.0015032258064516801,True,True,-0.0015032258064516801,-0.006899491366617716,1,5000.0,-7.516129032258401,-34.49745683308858
BURL US,2014-10-06,2014-10-07,2014-10-06,2014-10-07,2014-10-07,BURL US,Burlington Stores Inc,306.0,8.0,38.25,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Block",2851.16,-1.568627477,0.05228758231,['JP Morgan'],2851.16,26.198457958533332,37.9267,38.66,-0.010605276771857075,-0.00845228758169947,True,True,-0.00845228758169947,-0.0010831669273027034,1,5000.0,-42.26143790849734,-5.415834636513517
MRD US,2014-10-01,2014-11-12,2014-10-01,2014-11-12,2014-11-12,MRD US,Range Resources-Louisiana Inc,789.638,30.0,23.0,"ADDL,Secondary Share Offering,Emerging Growth Company",4451.86,0.04347826168,-1.217391253,"['Wells Fargo', 'RBC Capital Markets', 'Raymond James & Associates', 'JP Morgan', 'Goldman Sachs', 'BMO Capital Markets', 'Bank of America Merrill Lynch', 'Barclays', 'Citi']",4451.86,30.64118230841111,23.1819,26.74,-0.1398653702318623,0.007908695652173892,True,True,-0.0030869565217391814,-0.0014856543281759338,2,5000.0,-15.434782608695908,-7.428271640879669
PTLA US,2014-10-01,2014-10-02,2014-10-01,2014-10-02,2014-10-02,PTLA US,Portola Pharmaceuticals Inc,185.38,6.2,26.0,"ADDL,Primary Share Offering,Emerging Growth Company",1261.69,1.153846145,6.153846264,"['Credit Suisse', 'Morgan Stanley']",1261.69,7.3780975074,27.0094,29.32,-0.11323328785811737,0.03882307692307685,True,True,0.02803461538461538,0.02185860963023578,2,1475.6195014799998,41.36842517802968,32.25499064561445
AVNR US,2014-09-22,2014-09-24,2014-09-22,2014-09-23,2014-09-24,AVNR US,Avanir Pharmaceuticals Inc,230.23,18.2,11.0,"ADDL,Primary Share Offering",2090.34,5.272727489,5.954545498,"['JP Morgan', 'Deutsche Bank', 'Bank of America Merrill Lynch']",2090.34,50.01794804944445,11.5905,11.21,-0.01873327386262269,0.053681818181818164,True,True,0.053681818181818164,0.04896943384920305,1,4604.599999999999,247.1832999999999,225.48465510204034
HLT US,2014-09-11,2014-11-04,2014-09-11,2014-11-03,2014-11-04,HLT US,Hilton Worldwide Holdings Inc,2587.5,90.0,25.0,"ADDL,Secondary Share Offering,PE Backed,PE Exit",24615.4,-1.320000052,-1.600000024,"['Wells Fargo', 'Credit Suisse', 'Citi', 'JP Morgan', 'Morgan Stanley', 'Bank of America Merrill Lynch', 'Deutsche Bank', 'Goldman Sachs']",24615.4,59.596054554373055,24.6443,24.84,0.006441223832528209,-0.014227999999999907,True,True,-0.014227999999999907,-0.01100323620089505,1,5000.0,-71.13999999999953,-55.01618100447525
AKS US,2014-09-08,2014-09-11,2014-09-08,2014-09-11,2014-09-11,AKS US,AK Steel Holding Corp,362.25,35.0,9.0,"ADDL,Primary Share Offering",1593.45,4.444444656,1.222222209,"['Credit Suisse', 'JP Morgan', 'Bank of America Merrill Lynch']",1593.45,65.13878456340001,9.2822,9.84,-0.08536585365853655,0.03135555555555558,True,True,0.03135555555555558,0.03310492898913964,1,5000.0,156.7777777777779,165.52464494569818
PF US,2014-09-08,2014-09-09,2014-09-08,2014-09-09,2014-09-09,PF US,Pinnacle Foods Inc,484.5,15.0,32.3,"ADDL,Secondary Share Offering,Block",0.0,-1.145508528,-0.4953536987,"['Morgan Stanley', 'Credit Suisse']",3934.9295,17.345680255447505,32.0939,33.55,-0.037257824143069995,-0.006380804953560304,True,True,-0.006380804953560304,-0.0024337917068719683,1,3469.136051089501,-22.13588049936652,-8.443154551152197
BKD US,2014-09-08,2014-09-09,2014-09-08,2014-09-09,2014-09-09,BKD US,Brookdale Senior Living Inc,344.99,8.9552,33.5,"ADDL,Primary Share Offering",6142.23,1.343283534,1.014925361,"['Goldman Sachs', 'Bank of America Merrill Lynch']",6142.23,62.98796064989999,34.0899,34.5,-0.02898550724637683,0.017608955223880507,True,True,0.017608955223880507,0.021555968470568843,1,5000.0,88.04477611940254,107.77984235284421
PNNT US,2014-09-04,2014-09-05,2014-09-04,2014-09-05,2014-09-05,PNNT US,PennantPark Investment Corp,98.855,8.5,11.63,"ADDL,Primary Share Offering",0.0,-1.375753284,-0.429923594,"['Morgan Stanley', 'Goldman Sachs', 'JP Morgan', 'UBS', 'Stifel']",789.7919,2.6754971296105836,11.4098,11.86,-0.019392917369308482,-0.018933791917454923,True,True,-0.018933791917454923,-0.01851632226409483,1,535.0994259221168,-10.131461185558944,-9.908073413706054
GLNG US,2014-09-04,2014-09-05,2014-09-04,2014-09-05,2014-09-05,GLNG US,Golar LNG Ltd,1872.01,27.8261,58.5,"ADDL,Secondary Share Offering",5456.87,0.9401709437,4.871794701,"['Goldman Sachs', 'Morgan Stanley', 'Clarksons Platou Securities', 'Citi', 'Bank of America Merrill Lynch']",5456.87,49.00546422669688,58.643,60.34,-0.030493868080875064,0.0024444444444444713,True,True,0.0024444444444444713,0.002861914097804563,1,5000.0,12.222222222222356,14.309570489022816
CPRI US,2014-09-04,2014-09-05,2014-09-04,2014-09-05,2014-09-05,CPRI US,Capri Holdings Ltd,892.572,11.6296,76.75,"ADDL,Secondary Share Offering",15768.1,-0.2214983702,-0.2214983702,['JP Morgan'],15768.1,272.99910240796663,76.3802,79.97,-0.040265099412279626,-0.004818241042345295,True,True,-0.004818241042345295,-0.004400771388985203,1,5000.0,-24.091205211726475,-22.003856944926014
SC US,2014-09-02,2014-09-03,2014-09-02,2014-09-03,2014-09-03,SC US,Santander Consumer USA Holding,187.697,10.048,18.68,"ADDL,Secondary Share Offering,PE Backed,PE Exit",0.0,2.141325951,1.713060379,['JP Morgan'],6755.4784,30.688173195234846,18.9072,19.36,-0.0351239669421487,0.012162740899357649,True,True,0.012162740899357649,0.010518035311159135,1,3753.9400000000005,45.65819957173466,39.48407347597273
EFC US,2014-09-02,2014-09-03,2014-09-02,2014-09-03,2014-09-03,EFC US,Ellington Financial Inc,191.36,8.0,23.92,"ADDL,Primary Share Offering",0.0,-1.714047194,-2.17391324,"['Deutsche Bank', 'Bank of America Merrill Lynch', 'Morgan Stanley', 'UBS', 'Barclays', 'Credit Suisse', 'Stifel']",625.867,1.3276853834759508,23.574,24.6,-0.027642276422764178,-0.014464882943143853,True,True,-0.014464882943143853,-0.016109588531342367,1,265.53707669519014,-3.840962731460537,-4.277693045375013
VOYA US,2014-09-02,2014-09-02,2014-09-02,2014-09-02,2014-09-02,VOYA US,Voya Financial Inc,1165.5,30.0,38.85,"ADDL,Secondary Share Offering,Block",0.0,1.415705442,0.5148044825,"['Bank of America Merrill Lynch', 'Morgan Stanley']",9721.3431,47.21171651956057,39.3643,39.37,-0.013208026416052787,0.013238095238095271,True,True,0.010620793705652165,0.009825460540187292,2,5000.0,53.10396852826082,49.12730270093646
GRUB US,2014-08-25,2014-09-03,2014-08-25,2014-09-03,2014-09-03,GRUB US,GrubHub Inc,421.345,10.4682,40.25,"ADDL,Primary Share Offering,Secondary Share Offering,VC Backed,VC Exit,PE Backed,PE Exit,Emerging Growth Company",3223.3,-0.5217391253,-1.490683198,"['Citi', 'Morgan Stanley', 'Bank of America Merrill Lynch']",3223.3,16.337142830555557,40.8052,39.16,0.027834525025536294,0.013793788819875807,True,True,-0.007011180124223637,-0.010352471408295982,2,3267.4285661111116,-22.908530220038763,-33.82596080931482
BBDC US,2014-08-11,2014-08-12,2014-08-11,2014-08-12,2014-08-12,BBDC US,Barings BDC Inc,132.773,4.3,26.85,"ADDL,Primary Share Offering",874.9,0.3724380434,0.5214138627,"['Stifel', 'Raymond James & Associates', 'Robert W Baird & Co', 'Morgan Stanley']",874.9,3.5224788095278656,26.785,27.64,-0.02858176555716352,-0.0024208566108008256,True,True,-0.0024208566108008256,-0.0012472472964412118,1,704.4957619055732,-1.7054832224902714,-0.8786804343910178
SFM US,2014-08-11,2014-08-12,2014-08-11,2014-08-12,2014-08-12,SFM US,Sprouts Farmers Market Inc,514.746,15.0,30.0,"ADDL,Secondary Share Offering,PE Backed,PE Exit",4513.71,-0.3666666746,0.0,"['Goldman Sachs', 'Credit Suisse']",4513.71,41.51738772977778,30.5445,32.56,-0.07862407862407872,0.01814999999999989,True,True,0.01814999999999989,0.01932360931435939,1,5000.0,90.74999999999945,96.61804657179695
UMPQ US,2014-08-06,2014-08-07,2014-08-06,2014-08-07,2014-08-07,UMPQ US,Umpqua Holdings Corp,243.0,15.0,16.2,"ADDL,Secondary Share Offering,PE Backed,PE Exit",3519.35,1.975303888,2.222217321,['JP Morgan'],3519.35,17.43741433094193,16.4451,16.69,-0.029358897543439344,0.015129629629629715,True,True,0.015129629629629715,0.01633814249031662,1,3487.4828661883867,52.76432410510978,56.97899200032367
TSLX US,2014-08-05,2014-08-06,2014-08-05,2014-08-05,2014-08-06,TSLX US,TPG Specialty Lending Inc,93.15,5.0,18.63,"ADDL,Secondary Share Offering,Emerging Growth Company",997.95,-3.113253832,-5.528712749,"['Morgan Stanley', 'Wells Fargo', 'Bank of America Merrill Lynch', 'JP Morgan', 'Goldman Sachs']",997.95,1.921906095220565,17.7549,19.01,-0.019989479221462547,-0.04697262479871178,True,True,-0.04697262479871178,-0.04783723535804263,1,384.38121904411304,-18.055394781830568,-18.387734842624575
ZION US,2014-07-28,2014-07-28,2014-07-28,2014-07-28,2014-07-28,ZION US,Zions Bancorp NA,525.002,17.6175,29.8,"ADDL,Primary Share Offering",6036.56,-0.6711384058,-1.577178717,"['Goldman Sachs', 'Deutsche Bank']",6036.56,52.13458802563497,29.6148,29.42,0.01291638341264445,-0.006214765100671205,True,True,-0.006214765100671205,-0.005040025055020658,1,5000.0,-31.073825503356023,-25.20012527510329
THS US,2014-07-15,2014-07-16,2014-07-15,2014-07-16,2014-07-16,THS US,TreeHouse Foods Inc,373.751,4.30464,75.5,"ADDL,Primary Share Offering",0.0,0.9933775067,-0.3708609343,"['JP Morgan', 'Wells Fargo', 'Bank of America Merrill Lynch']",2838.226,15.115245147311114,76.4203,77.17,-0.02164053388622522,0.012189403973509982,True,True,0.0025761589403974217,0.005163360067270029,2,3023.049029462223,7.787854784508855,15.60909064012466
OCSL US,2014-07-10,2014-07-11,2014-07-10,2014-07-11,2014-07-11,OCSL US,Oaktree Specialty Lending Corp,131.837,13.25,9.95,"ADDL,Primary Share Offering",1516.26,-1.507535815,-1.306530714,"['Deutsche Bank', 'RBC Capital Markets', 'UBS', 'Morgan Stanley']",1516.26,14.413172161947548,9.7112,10.1,-0.014851485148514865,-0.02399999999999991,True,True,-0.02399999999999991,-0.024197165113012287,1,2636.74,-63.28175999999976,-63.801633140084014
RICE US,2014-07-07,2014-08-13,2014-07-07,2014-08-13,2014-08-13,RICE US,EQT RE Merger Sub Inc,374.818,11.9388,27.3,"ADDL,Primary Share Offering,Secondary Share Offering,PE Backed,PE Exit,Emerging Growth Company",3720.06,2.820515633,2.930405855,"['Wells Fargo', 'Citi', 'Barclays', 'Goldman Sachs']",3720.06,29.137919064577776,27.6562,28.86,-0.05405405405405406,0.013047619047618975,True,True,0.026593406593406588,0.019701766552021827,2,5000.0,132.96703296703294,98.50883276010913
MIC US,2014-07-07,2014-07-10,2014-07-07,2014-07-10,2014-07-10,MIC US,Macquarie Infrastructure Corp,764.75,10.0,66.5,"ADDL,Primary Share Offering",4431.32,0.04511278123,3.639097691,"['Macquarie', 'Wells Fargo', 'SunTrust Robinson Humphrey', 'RBC Capital Markets', 'JP Morgan', 'Barclays']",4431.32,6.536601869598695,66.8466,61.17,0.08713421611901251,0.00521203007518789,True,True,0.00521203007518789,0.011442554919513626,1,1307.3203739197393,6.8137931067755595,14.959085175975705
BNFT US,2014-07-01,2014-07-17,2014-07-01,2014-07-16,2014-07-17,BNFT US,Benefitfocus Inc,109.902,2.5,38.5,"ADDL,Secondary Share Offering,VC Backed,VC Exit,Emerging Growth Company",964.93,2.779220819,-0.0519480519,"['Goldman Sachs', 'Deutsche Bank', 'Jefferies']",964.93,6.9070423199722235,39.4761,47.46,-0.1887905604719764,0.025353246753246905,True,True,0.025353246753246905,0.030919014571958225,1,1381.408463994445,35.02318965467495,42.71178842807067
1500785D US,2014-06-30,2014-07-02,2014-06-30,2014-07-01,2014-07-02,1500785D US,TECO Energy Inc,302.646,15.5,18.1,"ADDL,Primary Share Offering",4244.72,0.2209923565,-2.107567525e-06,"['Morgan Stanley', 'Citi', 'JP Morgan']",4244.72,28.336051975800803,18.1635,18.48,-0.02056277056277056,0.0035082872928176023,True,True,0.0035082872928176023,0.0028500143689971225,1,5000.0,17.54143646408801,14.250071844985612
AGO US,2014-06-30,2014-06-30,2014-06-30,2014-06-30,2014-06-30,AGO US,Assured Guaranty Ltd,261.904,10.8674,24.1,"ADDL,Primary Share Offering,Block",0.0,0.04149219394,-1.825727701,['Goldman Sachs'],4400.9112,51.4544895881031,24.4736,24.5,-0.01632653061224487,0.015502074688796608,True,True,0.015502074688796608,0.014947771410108057,1,5000.0,77.51037344398304,74.73885705054029
1469138D US,2014-06-25,2014-07-10,2014-06-25,2014-07-10,2014-07-10,1469138D US,Envision Healthcare Holdings I,1075.25,27.5,34.0,"ADDL,Secondary Share Offering,PE Backed,PE Exit",6206.43,1.588235259,0.7352941036,"['UBS', 'RBC Capital Markets', 'Morgan Stanley', 'Deutsche Bank', 'Credit Suisse', 'Citi', 'Goldman Sachs', 'Barclays', 'Bank of America Merrill Lynch']",6206.43,18.462877482311114,34.2908,37.69,-0.0979039533032634,0.00855294117647043,True,True,0.013202941176470473,0.019262112370663775,2,3692.5754964622233,48.75285706946699,71.12680415001492
RARE US,2014-06-25,2014-07-09,2014-06-25,2014-07-09,2014-07-09,RARE US,Ultragenyx Pharmaceutical Inc,92.796,2.0173,40.0,"ADDL,Primary Share Offering,Secondary Share Offering,VC Backed,VC Exit,PE Backed,PE Exit,Emerging Growth Company",1266.54,-2.525000095,0.9250000119,"['JP Morgan', 'Morgan Stanley']",1266.54,4.973992200266666,39.7486,45.48,-0.12049252418645551,-0.006284999999999874,True,True,-0.006284999999999874,-0.007718817903595854,1,994.7984400533333,-6.252308195735075,-7.678668009552895
GLNG US,2014-06-24,2014-06-24,2014-06-24,2014-06-24,2014-06-24,GLNG US,Golar LNG Ltd,683.1,11.0,54.0,"ADDL,Primary Share Offering",0.0,0.592592597,10.66666698,"['Clarksons Platou Securities', 'Morgan Stanley', 'Goldman Sachs', 'Bank of America Merrill Lynch']",4456.0349,43.45246638980302,55.7655,55.3,-0.023508137432188048,0.03269444444444458,True,True,0.06348228377300469,0.06355789574392867,2,5000.0,317.41141886502345,317.78947871964334
AMSG US,2014-06-23,2014-06-26,2014-06-23,2014-06-26,2014-06-26,AMSG US,Amsurg Corp,439.875,8.5,45.0,"ADDL,Primary Share Offering",1848.24,-0.2888889015,0.8000000119,"['Citi', 'SunTrust Robinson Humphrey', 'Barclays', 'Deutsche Bank', 'Goldman Sachs', 'JP Morgan', 'Raymond James & Associates']",1848.24,12.863527631133326,46.1324,50.19,-0.10340705319784815,0.025164444444444323,True,True,0.025164444444444323,0.02780409563705777,1,2572.7055262266654,64.74070528664582,71.53175049719324
1526091D US,2014-06-17,2014-06-27,2014-06-17,2014-06-27,2014-06-27,1526091D US,China Biologic Products Inc,67.735,1.55,38.0,"ADDL,Primary Share Offering,Secondary Share Offering,VC Backed,VC Exit",924.89,11.84210491,17.02631569,['Morgan Stanley'],924.89,1.63999115345,39.6996,47.51,-0.20016838560303096,0.0447263157894735,True,True,0.0447263157894735,0.04491207589210333,1,327.99823069,14.67015244422952,14.731081429224897
ATHL US,2014-06-17,2014-07-31,2014-06-17,2014-07-31,2014-07-31,ATHL US,Athlon Energy Inc,578.125,12.5,46.25,"ADDL,Secondary Share Offering,PE Backed,PE Exit",4483.26,-2.075675726,-4.216216087,"['UBS', 'Tudor Pickering Holt & Co LLC', 'RBC Capital Markets', 'Credit Suisse', 'Barclays', 'Citi', 'Goldman Sachs']",4483.26,34.695684743666654,47.9082,44.67,0.03537049473919862,0.035852972972973074,True,True,-0.02623351351351344,-0.011614561558705216,2,5000.0,-131.1675675675672,-58.07280779352608
GWPH US,2014-06-17,2014-06-18,2014-06-17,2014-06-18,2014-06-18,GWPH US,GW Pharmaceuticals PLC,167.148,1.7,86.83,"ADDL,Primary Share Offering,Secondary Share Offering",986.28,2.418516874,1.370491982,"['Morgan Stanley', 'Bank of America Merrill Lynch', 'Cowen & Co']",986.28,49.42613834844444,85.868,89.82,-0.033288799821865944,-0.0110791201197743,True,True,-0.0110791201197743,-0.013588520068267829,1,3342.96,-37.037055395600696,-45.42587904741662
KND US,2014-06-16,2014-06-19,2014-06-16,2014-06-19,2014-06-19,KND US,Kindred Healthcare LLC,230.933,9.0,23.75,"ADDL,Primary Share Offering",1532.16,-0.6736842394,-2.484210491,"['Citi', 'Morgan Stanley']",1532.16,10.3600318252271,24.5014,25.74,-0.07731157731157723,0.03163789473684209,True,True,-0.01680438649672933,-0.018137529252459594,2,2072.0063650454204,-34.81879578190648,-37.581076057293785
VNCE US,2014-06-16,2014-06-25,2014-06-16,2014-06-25,2014-06-25,VNCE US,Vince Holding Corp,171.644,4.3263,34.5,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Emerging Growth Company",1266.97,1.391304374,1.449275374,"['Bank of America Merrill Lynch', 'Robert W Baird & Co', 'Goldman Sachs', 'JP Morgan', 'Barclays', 'Wells Fargo']",1266.97,7.4813780414675595,35.4225,34.94,-0.012593016599885432,0.0267391304347826,True,True,-0.017849984805572205,-0.011749482887184581,13,1496.275608293512,-26.7084968729875,-17.58046465415632
HLT US,2014-06-11,2014-06-24,2014-06-11,2014-06-24,2014-06-24,HLT US,Hilton Worldwide Holdings Inc,2328.75,90.0,22.5,"ADDL,Secondary Share Offering,PE Backed,PE Exit",22153.9,1.777777791,2.044444561,"['Wells Fargo', 'Credit Suisse', 'Citi', 'JP Morgan', 'Bank of America Merrill Lynch', 'Morgan Stanley', 'Deutsche Bank']",22153.9,35.85615823237101,22.7041,22.81,-0.013590530469092421,0.00907111111111103,True,True,0.00907111111111103,0.010471008704556972,1,5000.0,45.35555555555515,52.35504352278486
